41180,28-Sep-12,,,,,,,,,,,,,
Орг_Прав_Форма,Краткое Наименование,ИНН,Код_ОКПО,Город,Улица,ГородФ,УлицаФ,Поле86,Номер лиценз,Серия бланка,Бланк,Начало действ лицензии,Конец действия лицензии,Конец Срока Продления
Общество с ограниченной ответственностью,"ООО ""К-плюс 6""",7017277370,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Кривошеинский район,"с. Иштан, ул. Колхозная, 39, пом.2 (магазин)",ТОМ,005583АЛ39,70МЕ,2196,9/26/2012,9/26/2017,
Общество с ограниченной ответственностью,"ООО ""К-плюс 7""",7017285854,,г. Томск,"ул. Мокрушина, 24-116",Кривошеинский район,"с.Кривошеино, ул.Артельная, 37",ТОМ,005742АЛ115,70МЕ,2384,9/26/2012,9/26/2017,
Общество с ограниченной ответственностью,"ООО ""Розница К-1""",2225074005,,"Алтайский край, г. Барнаул","ул. Мерзликина, 5",Кривошеинский район,"с.Кривошеино, ул.Кирова ,д.7",ТОМ,005500АЛ31,70МЕ,2095,9/26/2012,9/26/2017,
Общество с ограниченной ответственностью,"ООО ""Сибиряк""",7017303091,,г. Томск,"ул. Белинского,58а",Кривошеинский район,"с. Кривошеино, ул. Ленина,25/1,стр.1",ТОМ,005623АЛ01,70МЕ,2240,9/26/2012,9/26/2017,
Общество с ограниченной ответственностью,"ООО ""ШИНа 1""",7024032558,,г. Томск,"ул. Шпальная, 1",Кривошеинский район,"с. Кривошеино, ул. Тракторная, 1, стр. 1",ТОМ,005336АЛ32,70МЕ,2304,9/26/2012,9/26/2017,
,,,,,,,,,,,,9/26/2012,9/26/2017,
,,,,,,,,,,,,8/21/2012,8/21/2017,
,,,,,,,,,,,,8/21/2012,8/21/2017,
,,,,,,,,,,,,8/21/2012,8/21/2017,
,,,,,,,,,,,,8/21/2012,8/21/2017,
,,,,,,,,,,,,8/21/2012,8/21/2017,
,,,,,,,,,,,,12/26/2007,12/26/2012,
,,,,,,,,,,,,12/26/2007,12/26/2012,
,,,,,,,,,,,,3/18/2008,3/18/2013,
,,,,,,,,,,,,4/21/2008,3/18/2013,
,,,,,,,,,,,,11/2/2009,3/18/2013,
,,,,,,,,,,,,7/26/2011,3/18/2013,
,,,,,,,,,,,,7/26/2011,3/18/2013,
,,,,,,,,,,,,7/26/2011,3/18/2013,
,,,,,,,,,,,,7/27/2012,11/10/2013,
,,,,,,,,,,,,7/27/2012,11/10/2013,
,,,,,,,,,,,,1/22/2009,11/20/2013,
,,,,,,,,,,,,7/27/2012,8/18/2014,
,,,,,,,,,,,,7/27/2012,8/18/2014,
,,,,,,,,,,,,7/27/2012,8/18/2014,
,,,,,,,,,,,,7/27/2012,8/18/2014,
,,,,,,,,,,,,7/27/2012,8/18/2014,
,,,,,,,,,,,,9/12/2012,8/18/2014,
,,,,,,,,,,,,12/28/2009,12/8/2014,
,,,,,,,,,,,,1/20/2010,12/8/2014,
,,,,,,,,,,,,7/16/2010,1/25/2015,
,,,,,,,,,,,,7/16/2010,1/25/2015,
,,,,,,,,,,,,9/10/2010,1/25/2015,
,,,,,,,,,,,,12/16/2010,1/25/2015,
,,,,,,,,,,,,1/28/2011,1/25/2015,
,,,,,,,,,,,,5/31/2011,1/25/2015,
,,,,,,,,,,,,7/6/2011,1/25/2015,
,,,,,,,,,,,,7/6/2011,1/25/2015,
,,,,,,,,,,,,7/30/2012,7/30/2013,
,,,,,,,,,,,,3/1/2011,12/29/2015,
,,,,,,,,,,,,3/1/2011,12/29/2015,
,,,,,,,,,,,,4/16/2012,12/29/2015,
,,,,,,,,,,,,3/25/2011,12/29/2015,
,,,,,,,,,,,,7/12/2011,12/29/2015,
,,,,,,,,,,,,7/12/2011,12/29/2015,
,,,,,,,,,,,,12/23/2011,12/29/2015,
,,,,,,,,,,,,3/18/2012,3/18/2017,
,,,,,,,,,,,,3/18/2012,3/18/2017,
,,,,,,,,,,,,4/13/2012,3/18/2017,
,,,,,,,,,,,,8/23/2012,7/12/2017,
,,,,,,,,,,,,8/23/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,9/14/2012,11/25/2016,
,,,,,,,,,,,,4/25/2012,4/25/2017,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
