№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание,,,,,,,
,,,,,"1464/6 -216130, пос. Монастырщина, ул. Смоленская, 11-а (магазин «Льнозавод»), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/7 -216130, пос. Монастырщина, ул. 1-я Краснинская, 7 (магазин «Вечерний»), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/8 -216130, пос. Монастырщина, ул. Ленинская, 48 (магазин № 2 ТПС), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/9 -216133, Монастырщинский район, д. Любавичи (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/10 -216142, Монастырщинский район, д. Соболево (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/11 -216143, Монастырщинский район, д. Стегримово (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/12 -216130, Монастырщинский район, п. Октябрьское (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/13 -216130, Монастырщинский район, д. Долгие-Нивы (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/14 -216543, Монастырщинский район, д. Крапивна (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/15  -216130, Монастырщинский район, д. Багрецы (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/16 -216145, Монастырщинский район, д. Барсуки (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/17 -216130, Монастырщинский район, д. Железняк (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/18 -216156, Монастырщинский район, д. Татарск (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/19 -216157, Монастырщинский район, д. Кадино (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/20 -216153, Монастырщинский район, д. Доброселье (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/21 -216137, Монастырщинский район, д. Гоголевка (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/22 -216152, Монастырщинский район, д. Досугово (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/23 -216130, Монастырщинский район, д. Скреплево (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/24 -216140, Монастырщинский район, д. Слобода (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/25 -216131, Монастырщинский район, д. Носково-2 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1464/26 -216133, Монастырщинский район, д. Бохото (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1464/27 -216146, Монастырщинский район, д. Родьковка (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1464/28 -216130, Монастырщинский район, д. Новомихайловское (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/29 -216130, Монастырщинский район, д. Лыза (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/30 -216130, Монастырщинский район, д. Дмыничи (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/31 -216130, Монастырщинский район, д. Мигновичи (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/32 -216130, п. Монастырщина, ул. Октябрьская, 4-а (магазин «Фортуна»), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/33 -216130, п. Монастырщина, ул. Коммунарная, 27-а (магазин № 5), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/34 -216130, Монастырщинский район, д. Сычевка (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/35 -216130, Монастырщинский район, д. Вепри (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/36 -216130, Монастырщинский район, д. Доманово (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/37 -216133, Монастырщинский район, д. Колосовка (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1464/38 -216133, Монастырщинский район, д. Новое-Село (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/39 -216134, Монастырщинский район, д. Жуково (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1464/40 -216130, Монастырщинский район, д. Турки (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/41 -216159, Монастырщинский район, д. Раевка (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/42 -216130, Монастырщинский район, д. Хотяны (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/43 -216130, Монастырщинский район, д. Дуравки (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/44 -216130, п. Монастырщина, ул. 1-я Краснинская, 12-а (кафе «Виктория»), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"
1464/45 -216130, п. Монастырщина, ул. Советская, 26-а (закусочная «Зодиак»), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/46 -216130, Монастырщинский район, д. Новомихайловское (закусочная «Мечта»), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/47 -216130, Монастырщинский район, д. Сычевка (закусочная), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"1464/48 -216130, Монастырщинский район, д. Татарск (закусочная «Витас»), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"216130, Смоленская область, Монастырщинский район, пгт Монастырщина, ул. 25 Сентября, д. 40 (магазин), без ограничений",,,,,    внесение объекта     26 декабря 2011,,,,,,,,,,,,,
4.,ООО «Юпитер»,6710003536,1026700630802,"216130, Монастырщинский район, д. Скреплево","
1558/1 -216130, пос. Монастырщина, ул. Революционная, д. 38 (магазин «Петро»), без ограничений",№ 1558                         Г 679564, 17 сентября 2007,17 сентября 2012,,,,,,,,,,,,,,,
,,,,,"1558/2 -216130, пос. Монастырщина, ул. Советская, д. 51-а (магазин «Горячий хлеб»), без ограничений",,,,,,,,,,,,,,,,,,
