41180,28-Sep-12,,,,,,,,,,,,,
Орг_Прав_Форма,Краткое Наименование,ИНН,Код_ОКПО,Город,Улица,ГородФ,УлицаФ,Поле86,Номер лиценз,Серия бланка,Бланк,Начало действ лицензии,Конец действия лицензии,Конец Срока Продления
Общество с ограниченной ответственностью,"ООО ""РЕГУЛ""",7022011841,,г.Стрежевой,"Строителей, 402а",г.Стрежевой,,ТОМ,005661АЛ00,70МЕ,2286,7/11/2011,6/7/2013,
Общество с ограниченной ответственностью,"ООО ""Пятёрочка""",7022015290,,г.Стрежевой,"1 микрорайон, д. 141а",г.Стрежевой,,ТОМ,005709АЛ00,70МЕ,2344,9/20/2012,6/7/2013,
Общество с ограниченной ответственностью,"ООО ""Омега""",7022015243,,г.Стрежевой,"пр-т Нефтяников, д. 23, пом. 1",г.Стрежевой,,ТОМ,005733АЛ00,70МЕ,2374,6/2/2012,6/2/2013,
Общество с ограниченной ответственностью,"ООО ""Сибирь""",7022015300,,г.Стрежевой,"мкр. 4, д. 438",г.Стрежевой,"636785, мкр. 4, д. 438",ТОМ,005770АЛ01,70МЕ,2416,6/2/2012,6/2/2013,
Общество с ограниченной ответственностью,"ООО ""Джавид""",7017152325,,г. Томск,"ул. Калужская, д. 50, кв. 2",г.Стрежевой,"636785 2 мкр., дом 243 (магазин)",ТОМ,005596АЛ02,70МЕ,2211,6/2/2012,6/2/2013,
Общество с ограниченной ответственностью,"ООО "" КАСПИЙ""",7022015229,,г.Стрежевой,"ул. Сибирская, д.26 А",г.Стрежевой,,ТОМ,005455АЛ00,70МЕ,2033,6/2/2012,6/2/2013,
Общество с ограниченной ответственностью,Логос,5403187640,,г. Новосибирск,"ул. Бетонная, д.4",г.Стрежевой,"636780, 2 мкр., д. 222, пом. 1",ТОМ,005513АЛ01,70МЕ,2110,6/2/2012,6/2/2013,
Общество с ограниченной ответственностью,"ООО ""Шен""",7022015973,,г.Стрежевой,"2 микрорайон, д.205, помещение 1",г.Стрежевой,,ТОМ,005615АЛ00,70МЕ,2231,6/2/2012,6/2/2013,
Общество с ограниченной ответственностью,"ООО""НИВА""",7022016127,,г.Стрежевой," Северо-Восточный проезд, д.44/1",г.Стрежевой,,ТОМ,005637АЛ00,70МЕ,2258,6/20/2011,6/20/2014,
Общество с ограниченной ответственностью,"ООО ""ВЕЛЕС""",8603144470,,г.Нижневартовск,"ул. Нефтяников, 21""а"", кв. 5",г.Стрежевой,,ТОМ,004926АЛ00,70МЕ,403,6/20/2011,6/20/2014,
Общество с ограниченной ответственностью,"ООО""АННА""",7022016381,,г.Стрежевой,"2-й мкр.,д.221,цокольный этаж",г.Стрежевой,,ТОМ,004928АЛ00,70МЕ,407,6/24/2012,6/24/2017,24-Jun-17
Общество с ограниченной ответственностью,"ООО ""Компания ""ВК""",8603130646,,"ХМАО-Югра, Нижневартовск","Запад пром.узел ,панель 18,ул. Индустриальная, 22",г.Стрежевой,"13 мкр., д. 6/2",ТОМ,005012АЛ01,70МЕ,2121,6/24/2012,6/24/2017,
Общество с ограниченной ответственностью,"ООО ""МИЛАНА - Фрукты""",7022017240,,г.Стрежевой,"ул. Сибирская, 3",г.Стрежевой,,ТОМ,005107АЛ00,70МЕ,1216,1/28/2010,1/28/2015,
Общество с ограниченной ответственностью,"ООО ""На Востоке""",7022017138,,г.Стрежевой,"ул. Ермакова, 7 б, стр. 5",г.Стрежевой,,ТОМ,005126АЛ00,70МЕ,1260,1/28/2010,1/28/2015,
Общество с ограниченной ответственностью,"ООО"" Алголь""",5027061264,,г.Москва,"Люберецкий район, п. Октябрьский, ул. Ленина,д.3",г.Стрежевой,"ул. Кедровая, д.71, пом.1",ТОМ,005154АЛ06,70МЕ,1316,6/28/2012,6/28/2013,
Общество с ограниченной ответственностью,"ООО ""СПМ-Стрежевой""",7022017459,,г.Стрежевой,"3 мкр., дом 304/1",г.Стрежевой,,ТОМ,005167АЛ00,70МЕ,1332,6/28/2012,6/28/2013,
Общество с ограниченной ответственностью,"ООО ""Хлебозавод Сервис""",7022014271,,г.Стрежевой,"ул. Строителей, 14""а"", стр. 6, пом. 1",г.Стрежевой,,ТОМ,005196АЛ00,70МЕ,1372,6/28/2012,6/28/2013,
Общество с ограниченной ответственностью,"ООО ""Гостиничный Комплекс ""Кедр""",7022017314,,г.Стрежевой,"ул. Строителей, 14""а"", стр. 6, пом. 1",г.Стрежевой,,ТОМ,005193АЛ00,70МЕ,1369,6/23/2011,6/23/2016,
Общество с ограниченной ответственностью,"ООО ""Планета""",7022017522,,г.Стрежевой,"ул. Строителей, 14""а"", стр. 6, пом. 1",г.Стрежевой,,ТОМ,005195АЛ00,70МЕ,1371,6/23/2011,6/23/2016,
Общество с ограниченной ответственностью,"ООО ""ПиОн""",7022017530,,г.Стрежевой,"ул. Строителей, 14а, стр.6, пом.1",г.Стрежевой,,ТОМ,005204АЛ00,70МЕ,1382,6/23/2011,6/23/2016,
Общество с ограниченной ответственностью,"ООО ""Продуктсервис""",7022017667,,г.Стрежевой,"4 мкр., 400",г.Стрежевой,,ТОМ,005213АЛ00,70МЕ,1393,6/23/2011,6/23/2016,
Общество с ограниченной ответственностью,"ООО ""Оскар""",7022016832,,г.Стрежевой,"ул. Ермакова, д.3, строение 1",г.Стрежевой,,ТОМ,005231АЛ00,70МЕ,1418,6/30/2012,6/30/2013,
Общество с ограниченной ответственностью,"ООО ""Магазин ""Продукты""",5027052855,,Московская область,"г. Люберцы, ул. Кирова, 39 ""А""",г.Стрежевой,,ТОМ,005253АЛ00,70МЕ,1451,6/30/2012,6/30/2013,
Общество с ограниченной ответственностью,"ООО ""Гранит""",7022016776,,г.Стрежевой,"ул. Ермакова, д. 24, стр. 2",г.Стрежевой,,ТОМ,005039АЛ00,70МЕ,1452,7/4/2012,7/4/2014,
Общество с ограниченной ответственностью,"ООО"" Промышленное и гражданское строительство-СЕРВИС""",7022011464,,г.Стрежевой,"ул. Ермакова,д.15,стр.17",г.Стрежевой,,ТОМ,005258АЛ00,70МЕ,1460,7/4/2012,7/4/2014,
Общество с ограниченной ответственностью,"ООО ""Дон""",7022012958,,г.Стрежевой,"ул. Энтузиастов, 41",г.Стрежевой,,ТОМ,005328АЛ00,70МЕ,1648,7/11/2012,7/11/2013,
Общество с ограниченной ответственностью,"ООО ""Сказочный Замок""",7022018269,,г.Стрежевой,"3-й мкр., д.300",г.Стрежевой,,ТОМ,005655АЛ00,70МЕ,2279,7/11/2012,7/11/2013,
Общество с ограниченной ответственностью,"ООО ""Агдам""",7022018364,,г.Стрежевой,"2-й мкр., дом 238, кв.86",г.Стрежевой,,ТОМ,005446АЛ00,70МЕ,2020,7/27/2012,7/27/2013,
Общество с ограниченной ответственностью,"ООО ""Элемент-Трейд-Тюмень""",7204086312,,Тюменская обл.,"г. Тюмень, ул. Кремлевская, 39",г.Стрежевой,,ТОМ,005397АЛ00,70МЕ,1706,3/26/2012,3/26/2017,
Общество с ограниченной ответственностью,"ООО ""Стрежевойнефтепродукт""",7022012034,,г.Стрежевой,"ул. Транспортная, 25",г.Стрежевой,,ТОМ,005674АЛ00,70МЕ,2300,9/20/2011,9/20/2014,
Общество с ограниченной ответственностью,"ООО ""Бирма""",7022017836,,г.Стрежевой,"ул. Молодежная, 8",г.Стрежевой,,ТОМ,005528АЛ00,70МЕ,2125,9/20/2011,9/20/2014,
Общество с ограниченной ответственностью,"ООО ""Фабрика кухня""",5403332054,,г. Новосибирск,"ул. Бетонная, 16""а""",г.Стрежевой,,ТОМ,005514АЛ00,70МЕ,2111,12/4/2011,12/4/2012,
Общество с ограниченной ответственностью,"ООО ""Оберег""",8603163472,,Ханты-Мансийский автономный округ-Югра,"г. Нижневаротвск, ул. Северная,д.55",г.Стрежевой,,ТОМ,005540АЛ00,70МЕ,2139,12/4/2011,12/4/2012,
Общество с ограниченной ответственностью,"ООО ""Три Брата""",7022019181,,г.Стрежевой,"Буровиков, 2",г.Стрежевой,,ТОМ,005554АЛ00,70МЕ,2157,12/4/2011,12/4/2012,
,,,,,,,,,,,,12/4/2011,12/4/2012,
,,,,,,,,,,,,12/4/2011,12/4/2012,
,,,,,,,,,,,,4/16/2012,4/16/2014,
,,,,,,,,,,,,4/16/2012,4/16/2014,
,,,,,,,,,,,,4/16/2012,4/16/2014,
,,,,,,,,,,,,6/19/2012,6/19/2017,
,,,,,,,,,,,,6/19/2012,6/19/2017,
,,,,,,,,,,,,6/19/2012,6/19/2017,
,,,,,,,,,,,,6/19/2012,6/19/2017,
,,,,,,,,,,,,10/29/2007,10/29/2012,
,,,,,,,,,,,,10/29/2007,10/29/2012,
,,,,,,,,,,,,11/8/2007,11/8/2012,
,,,,,,,,,,,,11/8/2007,11/8/2012,
,,,,,,,,,,,,12/13/2011,4/7/2013,
,,,,,,,,,,,,11/11/2008,11/11/2013,
,,,,,,,,,,,,11/11/2008,11/11/2013,
,,,,,,,,,,,,4/6/2009,11/11/2013,
,,,,,,,,,,,,12/10/2008,12/10/2013,
,,,,,,,,,,,,12/10/2008,12/10/2013,
,,,,,,,,,,,,4/15/2010,12/29/2013,
,,,,,,,,,,,,6/9/2010,12/29/2013,
,,,,,,,,,,,,12/29/2008,12/29/2013,
,,,,,,,,,,,,12/29/2008,12/29/2013,
,,,,,,,,,,,,12/29/2008,12/29/2013,
,,,,,,,,,,,,12/29/2008,12/29/2013,
,,,,,,,,,,,,12/29/2008,12/29/2013,
,,,,,,,,,,,,12/29/2008,12/28/2013,
,,,,,,,,,,,,2/2/2012,12/29/2013,
,,,,,,,,,,,,1/29/2009,1/29/2014,
,,,,,,,,,,,,1/29/2009,1/29/2014,
,,,,,,,,,,,,1/29/2009,1/29/2014,
,,,,,,,,,,,,4/6/2009,4/6/2014,
,,,,,,,,,,,,4/6/2009,4/6/2014,
,,,,,,,,,,,,4/6/2009,4/6/2014,
,,,,,,,,,,,,4/6/2009,4/6/2014,
,,,,,,,,,,,,4/3/2009,4/3/2014,
,,,,,,,,,,,,4/3/2009,4/3/2014,
,,,,,,,,,,,,4/3/2009,4/3/2014,
,,,,,,,,,,,,4/15/2010,4/3/2014,
,,,,,,,,,,,,4/6/2009,4/6/2014,
,,,,,,,,,,,,4/6/2009,4/6/2014,
,,,,,,,,,,,,4/6/2009,4/6/2014,
,,,,,,,,,,,,4/6/2009,4/6/2014,
,,,,,,,,,,,,4/6/2009,4/6/2014,
,,,,,,,,,,,,4/30/2009,4/30/2014,
,,,,,,,,,,,,4/30/2009,4/30/2014,
,,,,,,,,,,,,4/30/2009,4/30/2014,
,,,,,,,,,,,,4/30/2009,4/30/2014,
,,,,,,,,,,,,4/30/2009,4/30/2014,
,,,,,,,,,,,,4/30/2009,4/30/2014,
,,,,,,,,,,,,4/30/2009,4/30/2014,
,,,,,,,,,,,,6/15/2009,6/15/2014,
,,,,,,,,,,,,6/15/2009,6/15/2014,
,,,,,,,,,,,,6/15/2009,6/15/2014,
,,,,,,,,,,,,6/15/2009,6/15/2014,
,,,,,,,,,,,,8/19/2009,6/15/2014,
,,,,,,,,,,,,8/19/2009,6/15/2014,
,,,,,,,,,,,,8/21/2009,8/21/2014,
,,,,,,,,,,,,8/21/2009,8/21/2014,
,,,,,,,,,,,,11/27/2009,11/27/2014,
,,,,,,,,,,,,11/27/2009,11/27/2014,
,,,,,,,,,,,,11/27/2009,11/27/2014,
,,,,,,,,,,,,5/27/2008,5/27/2013,
,,,,,,,,,,,,11/27/2009,5/27/2013,
,,,,,,,,,,,,12/15/2009,12/15/2014,
,,,,,,,,,,,,12/15/2009,12/15/2014,
,,,,,,,,,,,,12/15/2009,12/15/2014,
,,,,,,,,,,,,12/15/2009,12/15/2014,
,,,,,,,,,,,,2/18/2011,2/18/2013,
,,,,,,,,,,,,2/18/2011,2/18/2013,
,,,,,,,,,,,,4/22/2011,2/18/2013,
,,,,,,,,,,,,6/16/2012,6/16/2015,
,,,,,,,,,,,,6/16/2012,6/16/2015,
,,,,,,,,,,,,8/26/2011,8/26/2016,
,,,,,,,,,,,,8/26/2011,8/26/2016,
,,,,,,,,,,,,4/8/2011,4/8/2016,
,,,,,,,,,,,,4/8/2011,4/8/2016,
,,,,,,,,,,,,6/8/2012,6/8/2013,
,,,,,,,,,,,,6/8/2012,6/8/2013,
,,,,,,,,,,,,12/16/2011,12/16/2012,
,,,,,,,,,,,,12/16/2011,12/16/2012,
,,,,,,,,,,,,12/2/2011,12/2/2014,
,,,,,,,,,,,,12/2/2011,12/2/2014,
,,,,,,,,,,,,12/29/2011,12/29/2013,
,,,,,,,,,,,,12/29/2011,12/29/2013,
,,,,,,,,,,,,2/6/2012,2/6/2014,
,,,,,,,,,,,,2/6/2012,2/6/2014,
