41180,28-Sep-12,,,,,,,,,,,,,
Орг_Прав_Форма,Краткое Наименование,ИНН,Код_ОКПО,Город,Улица,ГородФ,УлицаФ,Поле86,Номер лиценз,Серия бланка,Бланк,Начало действ лицензии,Конец действия лицензии,Конец Срока Продления
Общество с ограниченной ответственностью,"ООО""Южанка""",7017229112,,Томск,"ул. Энергетическая, 2""а""",Кожевниковский район,"636160 с. Кожевниково, ул. 8 Марта, 51",ТОМ,005143АЛ02,70МЕ,2077,12/16/2011,12/16/2012,
Общество с ограниченной ответственностью,"ООО ""АлЕко""",7017231305,,г. Томск,"Иркутский тракт, д. 17, кв. 256",Кожевниковский район,"с. Кожевниково, ул. 8 Марта, 2",ТОМ,005169АЛ18,70МЕ,1334,12/16/2011,12/16/2012,
Общество с ограниченной ответственностью,"ООО ""Черемушки""",7008007498,,Кожевниковский район,"с. Чилино, ул. Кустарная, дом 1а, пом.3,4",Кожевниковский район,,ТОМ,005181АЛ00,70МЕ,1353,12/16/2011,12/16/2012,
Общество с ограниченной ответственностью,"ООО ""Ксения""",7008007240,,Кожевниковский район,"с. Кожевниково, ул. Гагарина, д.15, пом.21",Кожевниковский район,,ТОМ,005207АЛ00,70МЕ,1385,12/16/2011,12/16/2012,
Общество с ограниченной ответственностью,"ООО ""К-плюс3""",7017242064,,г. Томск,"ул. Мокрушина, 24 кв. 116",Кожевниковский район,"с. Вороново, ул. Уткина, д. 17а",ТОМ,005230АЛ11,70МЕ,1416,8/22/2012,12/16/2012,
Общество с ограниченной ответственностью,"ООО ""К-плюс4""",7017248370,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Кожевниковский район,"с. Осиновка, ул. Советская 64а",ТОМ,005255АЛ78,70МЕ,1455,9/26/2012,9/26/2017,
Общество с ограниченной ответственностью,"ООО ""К-плюс 5""",7017253676,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Кожевниковский район,"с. Песочнодубровка, ул. Молодежная, 13, пом.2",ТОМ,005286АЛ44,70МЕ,1502,9/26/2012,9/26/2017,
Общество с ограниченной ответственностью,"ООО ""МСК""",7017274940,,г. Томск,"пер. Карский, 70, кв. 74",Кожевниковский район,"с. Базой, ул. М. Горького, 1",ТОМ,005375АЛ45,70МЕ,1624,9/26/2012,9/26/2017,
Общество с ограниченной ответственностью,"ООО ""К-плюс 6""",7017277370,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Кожевниковский район,"с. Киреевск, ул. К.Маркса, 26, пом. 3",ТОМ,005583АЛ103,70МЕ,2196,9/26/2012,9/26/2017,
Общество с ограниченной ответственностью,"ООО ""К-плюс 7""",7017285854,,г. Томск,"ул. Мокрушина, 24-116",Кожевниковский район,"с. Кожевниково, ул. Зеленая, 49а",ТОМ,005742АЛ93,70МЕ,2384,8/21/2012,8/21/2017,
Общество с ограниченной ответственностью,"ООО ""К-плюс 8""",7017299529,,г. Томск,"ул. Мокрушина, 24-116",Кожевниковский район,"с. Кожевниково, ул. 8 Марта, д. 5, пом. 1-5 (магазин);",ТОМ,005582АЛ11,70МЕ,2195,8/21/2012,8/21/2017,
Общество с ограниченной ответственностью,"ООО ""Солнечный берег""",7014053809,,г. Томск,"ул. Мичурина, 47, офис 90",Кожевниковский район,"636160, с. Кожевниково, ул. Калинина, 72а пом.2",ТОМ,005614АЛ03,70МЕ,2230,9/27/2012,8/21/2017,
Общество с ограниченной ответственностью,"ООО ""Сибиряк""",7017303091,,г. Томск,"ул. Белинского,58а",Кожевниковский район,"с. Кожевниково,пер.Дзержинского,4",ТОМ,005623АЛ02,70МЕ,2240,5/3/2011,3/18/2013,
Общество с ограниченной ответственностью,"ООО ""ШИНа 1""",7024032558,,г. Томск,"ул. Шпальная, 1",Кожевниковский район,"д. Ерестная, пер. Торговый, 8",ТОМ,005336АЛ19,70МЕ,2304,9/26/2011,3/18/2013,
,,,,,,,,,,,,1/19/2012,3/18/2013,
,,,,,,,,,,,,1/19/2012,3/18/2013,
,,,,,,,,,,,,4/21/2008,4/21/2013,
,,,,,,,,,,,,4/21/2008,4/21/2013,
,,,,,,,,,,,,5/21/2009,11/10/2013,
,,,,,,,,,,,,7/27/2012,11/10/2013,
,,,,,,,,,,,,7/27/2012,11/10/2013,
,,,,,,,,,,,,7/27/2012,11/10/2013,
,,,,,,,,,,,,7/27/2012,11/10/2013,
,,,,,,,,,,,,7/27/2012,11/10/2013,
,,,,,,,,,,,,7/27/2012,11/10/2013,
,,,,,,,,,,,,7/27/2012,11/10/2013,
,,,,,,,,,,,,7/27/2012,11/10/2013,
,,,,,,,,,,,,7/27/2012,11/10/2013,
,,,,,,,,,,,,9/19/2012,11/10/2013,
,,,,,,,,,,,,10/26/2011,12/25/2013,
,,,,,,,,,,,,4/25/2012,2/2/2014,
,,,,,,,,,,,,4/25/2012,2/2/2014,
,,,,,,,,,,,,4/25/2012,2/2/2014,
,,,,,,,,,,,,4/26/2012,2/2/2014,
,,,,,,,,,,,,4/16/2012,2/2/2014,
,,,,,,,,,,,,4/16/2012,2/2/2014,
,,,,,,,,,,,,7/25/2012,2/2/2014,
,,,,,,,,,,,,7/25/2012,2/2/2014,
,,,,,,,,,,,,7/6/2012,2/2/2014,
,,,,,,,,,,,,7/6/2012,2/2/2014,
,,,,,,,,,,,,3/10/2009,3/10/2014,
,,,,,,,,,,,,3/10/2009,3/10/2014,
,,,,,,,,,,,,5/7/2009,5/7/2014,
,,,,,,,,,,,,5/7/2009,5/7/2014,
,,,,,,,,,,,,7/27/2012,8/18/2014,
,,,,,,,,,,,,4/21/2010,12/8/2014,
,,,,,,,,,,,,5/6/2010,12/8/2014,
,,,,,,,,,,,,5/6/2010,12/8/2014,
,,,,,,,,,,,,5/6/2010,12/8/2014,
,,,,,,,,,,,,5/4/2010,12/8/2014,
,,,,,,,,,,,,5/4/2010,12/8/2014,
,,,,,,,,,,,,5/4/2010,12/8/2014,
,,,,,,,,,,,,5/14/2010,12/8/2014,
,,,,,,,,,,,,6/18/2010,12/8/2014,
,,,,,,,,,,,,12/18/2009,12/8/2014,
,,,,,,,,,,,,1/13/2010,12/8/2014,
,,,,,,,,,,,,2/3/2010,12/8/2014,
,,,,,,,,,,,,9/3/2010,1/25/2015,
,,,,,,,,,,,,9/3/2010,1/25/2015,
,,,,,,,,,,,,10/1/2010,1/25/2015,
,,,,,,,,,,,,10/7/2010,1/25/2015,
,,,,,,,,,,,,5/10/2011,12/29/2015,
,,,,,,,,,,,,6/6/2011,12/29/2015,
,,,,,,,,,,,,6/6/2011,12/29/2015,
,,,,,,,,,,,,7/5/2011,12/29/2015,
,,,,,,,,,,,,7/18/2011,12/29/2015,
,,,,,,,,,,,,7/21/2011,12/29/2015,
,,,,,,,,,,,,8/26/2011,12/29/2015,
,,,,,,,,,,,,12/14/2011,12/29/2015,
,,,,,,,,,,,,12/14/2011,12/29/2015,
,,,,,,,,,,,,5/18/2012,3/18/2017,
,,,,,,,,,,,,3/18/2012,3/18/2017,
,,,,,,,,,,,,3/18/2012,3/18/2017,
,,,,,,,,,,,,3/18/2012,3/18/2017,
,,,,,,,,,,,,3/23/2012,3/18/2017,
,,,,,,,,,,,,3/23/2012,3/18/2017,
,,,,,,,,,,,,3/23/2012,3/18/2017,
,,,,,,,,,,,,4/13/2012,3/18/2017,
,,,,,,,,,,,,5/18/2012,3/18/2017,
,,,,,,,,,,,,5/18/2012,3/18/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,5/21/2012,3/13/2017,
,,,,,,,,,,,,3/13/2012,3/13/2017,
,,,,,,,,,,,,6/5/2012,3/13/2017,
,,,,,,,,,,,,4/13/2012,4/13/2013,
,,,,,,,,,,,,4/25/2012,4/25/2017,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
