41180,28-Sep-12,,,,,,,,,,,,,
Орг_Прав_Форма,Краткое Наименование,ИНН,Код_ОКПО,Город,Улица,ГородФ,УлицаФ,Поле86,Номер лиценз,Серия бланка,Бланк,Начало действ лицензии,Конец действия лицензии,Конец Срока Продления
Общество с ограниченной ответственностью,"ООО ""Аида""",7001002395,44230600,Александровский район,"с. Александровское, ул.Мира, д.39",Александровский район,,ТОМ,003797АЛ00,70МЕ,1720,5/1/2011,5/1/2013,
Потребительское общество,"ПО ""Александровское""",7022010380,55722453,Александровский район,"с.Александровское, ул.Лебедева, д.14",Александровский район,"с. Александровское , ул. Гоголя 17а (магазин);",ТОМ,005684АЛ03,70МЕ,2313,6/21/2012,6/21/2013,
Общество с ограниченной ответственностью,"ООО ""Сибирь""",7022014715,,Александровский район,"с. Александровское,ул.Юргина,19-1",Александровский район,,ТОМ,005617АЛ00,70МЕ,2233,5/2/2012,5/2/2013,
Общество с ограниченной ответственностью,"ООО ""Северянка""",7022014754,,Александровский район,"с. Александровское, пер. Школьный, д.14",Александровский район,,ТОМ,005628АЛ00,70МЕ,2246,5/11/2012,5/11/2013,
Общество с ограниченной ответственностью,"ООО ""Никадан""",7017118758,,г. Томск,"Рабочая, 66",Александровский район,"с. Александровское, ул. Трудовая, 20б",ТОМ,003906АЛ18,70МЕ,1816,12/16/2011,6/7/2013,
Общество с ограниченной ответственностью,"ООО ""Ковчег""",7022014970,,Александровский район,"с. Александровское, ул. Юргина, 21-2",Александровский район,,ТОМ,004138АЛ00,70МЕ,1921,7/3/2011,7/3/2013,
Общество с ограниченной ответственностью,"ООО ""Заря""",7022015035,,Александровский район,"с. Александровское, ул. Таежная, 19 а-8",Александровский район,"ул.Таежная, 19",ТОМ,005734АЛ01,70МЕ,2376,7/11/2012,7/11/2014,
Общество с ограниченной ответственностью," ООО ""Дружба""",7022015349,,Александровский район,"с. Александровское, мкр. Казахстан, д. 17",Александровский район,,ТОМ,005775АЛ00,70МЕ,2420,7/30/2012,7/30/2013,
Общество с ограниченной ответственностью,"ООО""Альянс""",7022016166,,Александровский район,"с.Александровское, ул. Ленина,12",Александровский район,,ТОМ,005015АЛ00,70МЕ,1055,4/10/2008,4/10/2013,
Общество с ограниченной ответственностью,"ООО ""Фея""",7022016705,,Александровский район,"с. Александровское, ул. Юргина 56, кв 15",Александровский район,,ТОМ,005057АЛ00,70МЕ,1135,8/6/2008,8/6/2013,
Общество с ограниченной ответственностью,"ООО ""Норд""",7022015405,,Александровский район,"с. Александровское, ул. Советская, 5",Александровский район,,ТОМ,005102АЛ00,70МЕ,1210,10/30/2008,10/30/2013,
Общество с ограниченной ответственностью,"ООО ""Газпром торг Томск""",5610057871,,Томский район,"с. Богашево, пер. Школьный, 2а",Александровский район,"с. Александровское, ул. Толпарова, д.35 (столовая №21).",ТОМ,005113АЛ05,70МЕ,1227,12/18/2008,11/20/2013,
Общество с ограниченной ответственностью,"ООО ""К-плюс3""",7017242064,,г. Томск,"ул. Мокрушина, 24 кв. 116",Александровский район,"с. Лукашкин Яр, ул. Центральная, 38-1;",ТОМ,005230АЛ22,70МЕ,1416,7/27/2012,8/18/2014,
Общество с ограниченной ответственностью,"ООО ""Легенда+""",7022017850,,Александровский район,"с. Александровское,ул. Засаймочная, д.33",Александровский район,,ТОМ,005248АЛ00,70МЕ,1440,12/1/2009,12/1/2014,
Общество с ограниченной ответственностью,"ООО ""К-плюс 6""",7017277370,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Александровский район,"п. Октябрьский, пер. Лесной, 1а (магазин);",ТОМ,005583АЛ63,70МЕ,2196,3/18/2012,3/18/2017,
Общество с ограниченной ответственностью,"ООО ""Кедр""",7022018967,,Александровский район,"с. Александровское, ул. Юргина, д.45, кв.5",Александровский район,,ТОМ,005526АЛ00,70МЕ,2123,12/14/2011,12/14/2012,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
