,,,,,,,,,,,
,"Реестр лицензий, текущий статус которых ""действует"" по состоянию на 08 октября 2012 г.",,,,,,,,,,
,,,,,,,,,,,
,,Параметры отбора:,,,,,,,,,
,,Статус лицензий = Действует,,,,,,,,,
,№,Лицензиант,ИНН,КПП,Данные лицензии,,,,,,Юридический адрес
,,,,,Номер ,Серия,Дата выдачи,Дата начала,Дата окончания,Текущий статус,
,203,"Общество с ограниченной ответственностью ""АУРУМ""",2130032127,213001001,"831,568",Г,11.03.2009,11.03.2009,10.03.2014,Действует,"428020, Чувашская Респ, , Чебоксары г, , Базовый проезд, 3, , "
,204,"Общество с ограниченной ответственностью ""Афанасьев и Ко""",2109001341,210901001,719,ЛГ,30.12.2011,30.12.2011,29.12.2014,Действует,"429620, Чувашская Респ, Красноармейский р-н, , Красноармейское с, Комсомольский пер, 2, , "
,205,"Общество с ограниченной ответственностью ""Афина""",2119005507,211901001,"831,457",Г,19.08.2008,19.08.2008,18.08.2013,Действует,"429080, Чувашская Респ, Ядринский р-н, , Кукшумы д, Шоссейная ул, 2, , "
,206,"Общество с ограниченной ответственностью ""БАЙКАЛ-Алко""",2130071528,213001001,671,ЛГ,22.12.2011,22.12.2011,21.12.2012,Действует,"428024, Чувашская Респ, , Чебоксары г, , Гаражный проезд, 7, , "
,207,"Общество с ограниченной ответственностью ""Баишевское""",2117021415,211701001,889,ЛГN,20.04.2012,20.04.2012,19.04.2013,Действует,"429175, Чувашская Респ, Шемуршинский р-н, , Бичурга-Баишево с, Мичурина ул, 3 ""а"", ,"
,208,"Общество с ограниченной ответственностью ""Баклан""",2127300915,212701001,"1,200",ЛГN,28.09.2012,28.09.2012,27.09.2013,Действует,"428024, Чувашская Респ, , Чебоксары г, , Хевешская ул, 31а, ,"
,209,"Общество с ограниченной ответственностью ""Балтика Чебоксары""",2127330250,213001001,"831,689",Г,17.12.2009,17.12.2009,16.12.2014,Действует,"428000, Чувашская Респ, , Чебоксары г, , Лапсарский проезд, 2, , "
,210,"Общество с ограниченной ответственностью ""Бар Босс""",2130064305,213001001,812,ЛГN,06.03.2012,06.03.2012,05.03.2013,Действует,"428020, Чувашская Респ, , Чебоксары г, , Федора Гладкова ул, 3, , "
,211,"Общество с ограниченной ответственностью ""Барс""",2130100240,213001001,946,ЛГN,29.05.2012,29.05.2012,28.05.2013,Действует,"428000, Чувашская Респ, , Чебоксары г, , М.Горького пр-кт, 51, помещение № 4, , "
,212,"Общество с ограниченной ответственностью ""Бастр""",2127318662,213001001,"830,932",Г,21.03.2008,21.03.2008,20.03.2013,Действует,"428012, Чувашская Респ, , Чебоксары г, , Гагарина ул, 41, ,"
,213,"Общество с ограниченной ответственностью ""Батыр""",2116496279,211601001,979,ЛГN,15.06.2012,30.06.2012,29.06.2014,Действует,"429500, Чувашская Респ, Чебоксарский р-н, , Кугеси рп, Тепличная ул, 8 Б, , "
,214,"Общество с ограниченной ответственностью ""Батыръ""",2105005271,210501001,"831,642",Г,01.09.2009,01.09.2009,31.08.2014,Действует,"429705, Чувашская Респ, Ибресинский р-н, , Новое Чурашево с, Ворошилова ул, 26, , "
,215,"Общество с ограниченной ответственностью ""Бекар""",2130066239,213001001,"1,213",ЛГN,07.09.2012,07.09.2012,11.02.2013,Действует,"428008, Чувашская Респ, , Чебоксары г, , Текстильщиков ул, 13а, , "
,216,"Общество с ограниченной ответственностью ""Белочка""",2111007630,211101001,"1,083",ЛГN,20.07.2012,31.08.2012,30.08.2013,Действует,"429562, Чувашская Респ, Мариинско-Посадский р-н, , Бичурино с, Новая ул, 20, ,"
,217,"Общество с ограниченной ответственностью ""Берег""",2107902196,210701001,"830,967",Г,07.06.2008,07.06.2008,06.06.2013,Действует,"429430, Чувашская Респ, Козловский р-н, Козловка г, , Свободной России ул, 5, ,"
,218,"Общество с ограниченной ответственностью ""Березка""",2116001293,211601001,"1,203",ЛГN,30.08.2012,30.08.2012,29.08.2014,Действует,"429520, Чувашская Респ, Чебоксарский р-н, , Курмыши д, 9 Пятилетки ул, 5, , 1"
,219,"Общество с ограниченной ответственностью ""Березка""",2122006444,212201001,408,ЛГ N,04.08.2011,04.08.2011,24.12.2014,Действует,"429811, Чувашская Респ, Алатырский р-н, , Миренки с, Советская 2-я ул, 43, , "
,220,"Общество с ограниченной ответственностью ""Березка""",2121000908,212101001,"830,901",Г,18.01.2008,18.01.2008,17.01.2013,Действует,"429282, Чувашская Респ, Янтиковский р-н, , Яншихово-Норваши с, Ленина ул, 52, ,"
,221,"Общество с ограниченной ответственностью ""Березка""",2117021486,211701001,280,ЛГ,28.06.2011,28.06.2011,27.06.2013,Действует,"429170, Чувашская Респ, Шемуршинский р-н, , Шемурша с, Урукова ул, 11, ,"
,222,"Общество с ограниченной ответственностью ""Березка""",2123001199,212301001,564,ЛГN,11.11.2011,11.11.2011,24.08.2013,Действует,"429333, Чувашская Респ, , Канаш г, , Фрунзе ул, 13, ,"
,223,"Общество с ограниченной ответственностью ""Березка""",2114903659,211401001,756,ЛГ,20.01.2012,20.01.2012,19.01.2013,Действует,"429405, Чувашская Респ, Урмарский р-н, , Старое Муратово д, Центральная ул, 6а, , "
,224,"Общество с ограниченной ответственностью ""Березка""",2106000766,210601001,699,ЛГN,26.12.2011,26.12.2011,25.12.2012,Действует,"429295, Чувашская Респ, Канашский р-н, , Сугайкасы д, Шоссейная ул, 2, ,"
,225,"Общество с ограниченной ответственностью ""Березки""",2116496092,211601001,"1,147",ЛГN,22.08.2012,22.08.2012,21.08.2013,Действует,"429526, Чувашская Респ, Чебоксарский р-н, , Вурманкасы  д, Березовая роща ул, 2, , "
,226,"Общество с ограниченной ответственностью ""Беркут""",2128707044,213001001,"831,482",Г,21.10.2008,21.10.2008,20.10.2013,Действует,"428012, Чувашская Респ, , Чебоксары г, , Гоголя ул, 5, 1, "
,227,"Общество с ограниченной ответственностью ""Беркут21""",2130102920,213001001,"1,225",ЛГ,11.09.2012,11.09.2012,10.09.2013,Действует,"428000, Чувашская Респ, , Чебоксары г, , Тракторостроителей пр-кт, 101 б, , "
,228,"Общество с ограниченной ответственностью ""Бествей""",2130049554,213001001,"831,603",Г,22.05.2009,22.05.2009,21.05.2014,Действует,"428022, Чувашская Респ, , Чебоксары г, , Молодежный пер, 1, , 55"
,229,"Общество с ограниченной ответственностью ""Бизнес-Партнер""",2128705431,212801001,"831,640",Г,28.08.2009,28.08.2009,27.08.2014,Действует,"428000, Чувашская Респ, , Чебоксары г, , М.Горького пр-кт, 32/25, 9, "
,230,"Общество с ограниченной ответственностью ""БОГАТЫЙ МИР""",2124029831,212401001,582,ЛГ,18.11.2011,18.11.2011,14.12.2013,Действует,"429960, Чувашская Респ, , Новочебоксарск г, , Воинов-интернационалистов ул, 43, , "
,231,"Общество с ограниченной ответственностью ""Бонус""",2129044488,212901001,"831,845",Г,07.12.2010,07.12.2010,06.12.2015,Действует,"428000, Чувашская Респ, , Чебоксары г, , Гузовского ул, 21, , 46"
,232,"Общество с ограниченной ответственностью ""Брависсимо""",2130049970,213001001,"831,532",Г,26.12.2008,26.12.2008,25.12.2013,Действует,"428000, Чувашская Респ, , Чебоксары г, , М.Горького пр-кт, 19, , "
,233,"Общество с ограниченной ответственностью ""Бригантина""",2122005465,212201001,15,ЛГ,27.12.2010,27.12.2010,26.12.2015,Действует,"429826, Чувашская Респ, , Алатырь г, , Транспортная ул, 21, , "
,234,"Общество с ограниченной ответственностью ""Бриз""",2127026765,212701001,"1,166",ЛГN,24.08.2012,24.08.2012,23.08.2014,Действует,"428000, Чувашская Респ, , Чебоксары г, , Тракторостроителей пр-кт, 71, ,"
,235,"Общество с ограниченной ответственностью ""Букет Чувашии""",2120003342,212001001,"1,183",ЛГN,31.08.2012,31.08.2012,06.07.2014,Действует,"429380, Чувашская Респ, Яльчикский р-н, , Яльчики с, Буинское шоссе ул, 2, ,"
,236,"Общество с ограниченной ответственностью ""Булат""",2107902799,210701001,358,ЛГN,19.07.2011,19.07.2011,18.07.2016,Действует,"429430, Чувашская Респ, Козловский р-н, Козловка г, , Шоссейная ул, 12, ,"
,237,"Общество с ограниченной ответственностью ""Буревестник""",2120003328,212001001,986,ЛГN,22.06.2012,23.06.2012,22.06.2013,Действует,"429391, Чувашская Респ, Яльчикский р-н, , Кошки-Куликеево д, Кирова ул, 14, ,"
,238,"Общество с ограниченной ответственностью ""Быт""",2116001127,211601001,919,ЛГN,14.05.2012,14.05.2012,13.05.2013,Действует,"429520, Чувашская Респ, Чебоксарский р-н, , Ишлеи с, Советская ул, 45, , "
,239,"Общество с ограниченной ответственностью ""БЫТОВИК""",2119000844,211901001,"830,977",Г,03.07.2008,03.07.2008,02.07.2013,Действует,"429061, Чувашская Респ, Ядринский р-н, Ядрин г, , К.Маркса ул, 14, , "
,240,"Общество с ограниченной ответственностью ""Валдай""",2124035507,212401001,"1,013",ЛГN,29.06.2012,29.06.2012,28.03.2013,Действует,"429950, Чувашская Респ, , Новочебоксарск г, , Ельниковский проезд, 1, , "
,241,"Общество с ограниченной ответственностью ""Валентина""",2104005906,210401001,909,ЛГN,22.05.2012,22.05.2012,01.01.2013,Действует,"429209, Чувашская Респ, Вурнарский р-н, , Одиково д, Советская ул, 48, ,"
,242,"Общество с ограниченной ответственностью ""Валентина""",2122005698,212201001,"1,191",ЛГN,31.08.2012,31.08.2012,30.08.2013,Действует,"429826, Чувашская Респ, , Алатырь г, , Ленина ул, 30, ,"
,243,"Общество с ограниченной ответственностью ""Валентина""",2130000735,213001001,592,ЛГ,17.11.2011,17.11.2011,24.07.2014,Действует,"428000, Чувашская Респ, , Чебоксары г, , Пролетарская ул, 9, ,"
,244,"Общество с ограниченной ответственностью ""Васнар""",2109902890,210901001,"831,619",Г,09.07.2009,09.07.2009,08.07.2014,Действует,"429620, Чувашская Респ, Красноармейский р-н, Васнары д, Васнарская ул, 18"
,245,"Общество с ограниченной ответственностью ""ВАШ СТИЛЬ""",2128038851,212801001,"830,894",Г,06.12.2007,06.12.2007,05.12.2012,Действует,"428009, Чувашская Респ, , Чебоксары г, , Лебедева ул, 25, ,"
,246,"Общество с ограниченной ответственностью ""ВВС""",2127028089,212701001,"1,274",ЛГN,03.10.2012,03.10.2012,02.10.2013,Действует,"428000, Чувашская Респ, , Чебоксары г, , Мира пр-кт, 54а, , "
,247,"Общество с ограниченной ответственностью ""Вега""",2104007702,210401001,"831,538",Г,30.12.2008,30.12.2008,29.12.2013,Действует,"429220, Чувашская Респ, Вурнарский р-н, , Вурнары пгт, А.Иванова ул, 15, , "
,248,"Общество с ограниченной ответственностью ""Вега""",2116498854,211601001,"831,693",Г,22.12.2009,22.12.2009,21.12.2014,Действует,"429521, Чувашская Респ, Чебоксарский р-н, , Ишаки с, Центральная ул, 19, , "
,249,"Общество с ограниченной ответственностью ""Вега""",2130083869,213001001,"1,216",ЛГN,13.09.2012,13.09.2012,12.09.2013,Действует,"428000, Чувашская Респ, , Чебоксары г, , Речников пл, 5, , "
,250,"Общество с ограниченной ответственностью ""Вектор плюс""",2128705537,212801001,"1,060",ЛГN,19.07.2012,19.07.2012,18.07.2014,Действует,"428014, Чувашская Респ, , Чебоксары г, , Чапаева ул, 28, , "
,251,"Общество с ограниченной ответственностью ""Велес""",2103904717,210301001,808,ЛГN,02.03.2012,24.03.2012,23.03.2016,Действует,"429350, Чувашская Респ, Батыревский р-н, , Батырево с, Ленина пр-кт, 32, , "
,252,"Общество с ограниченной ответственностью ""Венсте""",2130002884,213001001,435,ЛГ,24.08.2011,24.08.2011,23.08.2014,Действует,"428000, Чувашская Респ, , Чебоксары г, , Гражданская ул, 101, ,"
,253,"Общество с ограниченной ответственностью ""Вера""",2127026420,213001001,82,ЛГ,24.01.2011,24.01.2011,23.01.2016,Действует,"428000, Чувашская Респ, , Чебоксары г, , Сапожникова ул, 8, ,"
,254,"Общество с ограниченной ответственностью ""Вероника""",2105005063,210501001,"831,502",Г,01.12.2008,01.12.2008,30.11.2013,Действует,"429712, Чувашская Респ, Ибресинский р-н, , Большие Абакасы д, Мира ул, 16, , "
,255,"Общество с ограниченной ответственностью ""Версаль""",2128706876,213001001,878,ЛГ,18.04.2012,03.05.2012,02.05.2016,Действует,"428025, Чувашская Респ, , Чебоксары г, , Эльгера ул, 11, , "
,256,"Общество с ограниченной ответственностью ""Весна""",2129050019,213001001,842,ЛГN,30.03.2012,30.03.2012,29.03.2013,Действует,"428014, Чувашская Респ, , Чебоксары г, , Ашмарина ул, 19, ,"
,257,"Общество с ограниченной ответственностью ""Весна""",2112389798,211201001,"1,129",ЛГN,14.08.2012,25.08.2012,24.08.2013,Действует,"429532, Чувашская Респ, Моргаушский р-н, , Шептаки д, Центральная ул, 33, а,"
,258,"Общество с ограниченной ответственностью ""Ветерок""",2125007622,212501001,858,ЛГN,04.04.2012,06.04.2012,05.04.2014,Действует,"429122, Чувашская Респ, , Шумерля г, , Октябрьская ул, 55А, , "
,259,"Общество с ограниченной ответственностью ""Вечер""",2123010813,210601001,"831,792",Г,24.08.2010,24.08.2010,27.12.2013,Действует,"429303, Чувашская Респ, Канашский р-н, , Задние Яндоуши д, Школьная ул, 19, , "
,260,"Общество с ограниченной ответственностью ""Виват""",2130041869,213001001,"1,210",ЛГN,07.09.2012,07.09.2012,15.04.2014,Действует,"428000, Чувашская Респ, Чебоксары г, Мира пр-кт, 90, 1, "
,261,"Общество с ограниченной ответственностью ""Викинг Луксор""",2124022018,212401001,219,ЛГ,27.06.2011,27.06.2011,26.06.2016,Действует,"429950, Чувашская Респ, , Новочебоксарск г, , Винокурова ул, 42, ,"
,262,"Общество с ограниченной ответственностью ""Викинг""",2122005433,212201001,12,ЛГ,26.12.2010,26.12.2010,25.12.2013,Действует,"429826, Чувашская Респ, , Алатырь г, , Московская ул, 60, 57,"
,263,"Общество с ограниченной ответственностью ""Викинг""",2114903458,211401001,769,ЛГ,31.01.2012,31.01.2012,09.04.2014,Действует,"429400, Чувашская Респ, Урмарский р-н, Урмары п, Заводская ул, 36а"
,264,"Общество с ограниченной ответственностью ""Вико""",2122005715,212201001,503,ЛГ,28.09.2011,28.09.2011,27.09.2016,Действует,"429826, Чувашская Респ, , Алатырь г, , Сурский тракт ул, 1, в,"
,265,"Общество с ограниченной ответственностью ""Виктория плюс""",2129060539,213001001,"1,071",ЛГ N,25.07.2012,25.07.2012,24.07.2013,Действует,"428017, Чувашская Респ, , Чебоксары г, , Т.Кривова ул, 4а, , "
,266,"Общество с ограниченной ответственностью ""Виктория""",2106007472,210601001,"831,660",Г,29.10.2009,29.10.2009,28.10.2014,Действует,"429323, Чувашская Респ, Канашский р-н, , Шакулово с, Овражная ул, 40б, , "
,267,"Общество с ограниченной ответственностью ""Виктория""",2123012176,212301001,707,ЛГ,28.12.2011,28.12.2011,27.12.2012,Действует,"429290, Чувашская Респ, , Канаш г, , Ленина пр-кт, 95, помещение 4, , "
,268,"Общество с ограниченной ответственностью ""Винная карта""",2128704389,213001001,662,ЛГ,20.12.2011,20.12.2011,29.12.2015,Действует,"428000, Чувашская Респ, , Чебоксары г, , Н. Сверчкова ул, 15, , "
,269,"Общество с ограниченной ответственностью ""Винный дом""",2127326864,213001001,632,ЛГN,15.12.2011,15.12.2011,20.01.2013,Действует,"428000, Чувашская Респ, , Чебоксары г, , Московский проспект, 43, , "
,270,"Общество с ограниченной ответственностью ""Винтаж""",2130084703,213001001,757,ЛГ,25.01.2012,25.01.2012,24.01.2013,Действует,"428018, Чувашская Респ, , Чебоксары г, , Бондарева ул, 15, помещение №2, , "
,271,"Общество с ограниченной ответственностью ""Витас""",2130066158,213001001,837,ЛГN,26.03.2012,29.03.2012,28.03.2014,Действует,"428034, Чувашская Респ, , Чебоксары г, , Междуреченская ул, 54, , "
,272,"Общество с ограниченной ответственностью ""ВиТэкс""",2124025636,212401001,779,ЛГ,06.02.2012,12.02.2012,11.02.2017,Действует,"429950, Чувашская Респ, , Новочебоксарск г, , Советская ул, 9, ,"
,273,"Общество с ограниченной ответственностью ""Витязь""",2109902106,210901001,"1,002",ЛГN,22.06.2012,27.06.2012,26.06.2013,Действует,"429628, Чувашская Респ, Красноармейский р-н, , Караево с, , , ,"
,274,"Общество с ограниченной ответственностью ""Вкус востока""",2130095504,213001001,758,ЛГ,01.02.2012,01.02.2012,31.01.2017,Действует,"428018, Чувашская Респ, , Чебоксары г, , К.Иванова ул, 91, помещение №5, , "
,275,"Общество с ограниченной ответственностью ""Вкус""",2127025722,212701001,"1,130",ЛГN,09.08.2012,09.08.2012,21.11.2012,Действует,"428012, Чувашская Респ, , Чебоксары г, , Урукова ул, 17 , "
,276,"Общество с ограниченной ответственностью ""Вкус""",2128706080,213001001,42,ЛГ,27.12.2010,27.12.2010,26.12.2013,Действует,"428000, Чувашская Респ, , Чебоксары г, , Гражданская ул, 105, ,"
,277,"Общество с ограниченной ответственностью ""Вкус""",2128033282,213001001,"1,099",ЛГN,31.07.2012,31.07.2012,30.07.2013,Действует,"428000, Чувашская Респ, , Чебоксары г, , Ф.Энгельса ул, 11, ,"
,278,"Общество с ограниченной ответственностью ""Вкусный дом""",2130079260,213001001,"1,150",ЛГN,22.08.2012,22.08.2012,21.08.2013,Действует,"428000, Чувашская Респ, , Чебоксары г, , М.Горького пр-кт, 38/2, , "
,279,"Общество с ограниченной ответственностью ""Влад""",2114901972,211401001,241,ЛГ,03.07.2011,03.07.2011,02.07.2013,Действует,"429400, Чувашская Респ, Урмарский р-н, , Урмары пгт, Ленина ул, 8, ,"
,280,"Общество с ограниченной ответственностью ""ВлаНа""",2130063686,213001001,"831,726",Г,18.02.2010,18.02.2010,17.02.2015,Действует,"428000, Чувашская Респ, , Чебоксары г, , Мате Залка ул, 13, помещение 12, , "
,281,"Общество с ограниченной ответственностью ""ВЛАР""",2106004760,212301001,"830,961",Г,28.05.2008,28.05.2008,27.05.2013,Действует,"429335, Чувашская Респ, , Канаш г, , Железнодорожная ул, 89, 14, "
,282,"Общество с ограниченной ответственностью ""ВММ""",2102421040,210201001,427,ЛГ N,15.08.2011,15.08.2011,14.08.2016,Действует,"429250, Чувашская Респ, Аликовский р-н, , Аликово с, Октябрьская ул, 17, ,"
,283,"Общество с ограниченной ответственностью ""Воддорстрой""",2115003788,211501001,569,ЛГ,08.11.2011,01.12.2011,30.11.2013,Действует,"429914 ЧР, Цивильский район, с.Чурачики, ул.Мелиораторов,17"
,284,"Общество с ограниченной ответственностью ""Водолей""",2123007296,212301001,212,ЛГ,07.06.2011,07.06.2011,06.06.2016,Действует,"429335, Чувашская Респ, , Канаш г, , Кооперативная ул, 6, ,"
,285,"Общество с ограниченной ответственностью ""Водолей""",2121000136,212101001,"1,222",ЛГN,07.09.2012,07.09.2012,06.09.2015,Действует,"429290, Чувашская Респ, Янтиковский р-н, , Янтиково с, К.Иванова ул, 1а, , "
,286,"Общество с ограниченной ответственностью ""Водолей""",2130093391,213001001,736,ЛГ,16.01.2012,16.01.2012,15.01.2013,Действует,"428003, Чувашская Респ, , Чебоксары г, , Байдула ул, 9, , 5"
,287,"Общество с ограниченной ответственностью ""Водолей""",2103904393,210301001,"831,551",Г,22.01.2009,22.01.2009,21.01.2014,Действует,"429350, Чувашская Респ, Батыревский р-н, , Батырево с, Ленина пр-кт, 42 ""А"", , "
,288,"Общество с ограниченной ответственностью ""Волга Премиум Отель""",2130089236,213001001,"1,177",ЛГN,29.08.2012,14.09.2012,13.09.2013,Действует,"428000, Чувашская Респ, , Чебоксары г, , Ярославская ул, 23, 1, "
,289,"Общество с ограниченной ответственностью ""Волга""",2106005980,210601001,"831,633",Г,13.08.2009,13.08.2009,12.08.2014,Действует,"429315, Чувашская Респ, Канашский р-н, , Кошноруй д, Ленина ул, 33, , "
,290,"Общество с ограниченной ответственностью ""Волга""",2130028787,213001001,"830,955",Г,08.05.2008,08.05.2008,07.05.2013,Действует,"428018, Чувашская Респ, , Чебоксары г, , К.Иванова ул, 55а, , "
,291,"Общество с ограниченной ответственностью ""Волгадорсервис""",2116497610,211601001,"830,843",Г,26.10.2007,26.10.2007,25.10.2012,Действует,"429512, Чувашская Респ, Чебоксарский р-н, , Хыркасы с, Ресторанная ул, 1в, ,"
,292,"Общество с ограниченной ответственностью ""Волгафильм""",2130039676,213001001,"831,720",Г,04.02.2010,04.02.2010,03.02.2015,Действует,"428008, Чувашская Респ, , Чебоксары г, , И.Франко ул, 18, , "
,293,"Общество с ограниченной ответственностью ""Волготранссервис""",2128026430,211601001,"830,876",Г,30.12.2007,30.12.2007,29.12.2012,Действует,", Чувашская Респ, Чебоксарский р-н, , трасса ""Волга"" 647 км+0,95 около д. Б.Карачуры, , , ,"
,294,"Общество с ограниченной ответственностью ""Волнушка""",2117021172,211701001,"831,831",Г,11.11.2010,11.11.2010,10.11.2015,Действует,"429140, Чувашская Респ, Комсомольский р-н, , Комсомольское с, Мира ул, 15, ,"
,295,"Общество с ограниченной ответственностью ""Восторг""",2123010877,212301001,"1,043",ЛГN,11.07.2012,11.07.2012,27.12.2013,Действует,"429337, Чувашская Респ, , Канаш г, , Машиностроителей ул, 3, ,"
,296,"Общество с ограниченной ответственностью ""Восход плюс""",2109903082,210901001,"831,489",Г,01.11.2008,01.11.2008,31.10.2013,Действует,"429620, Чувашская Респ, Красноармейский р-н, , Красноармейское с, Ленина ул, 16, , "
,297,"Общество с ограниченной ответственностью ""ВОСХОД-ЛЮКС""",2130059785,213001001,853,ЛГN,05.04.2012,05.04.2012,04.04.2013,Действует,"428018, Чувашская Респ, , Чебоксары г, , Красина ул, 2, , "
,298,"Общество с ограниченной ответственностью ""Встреча""",2113004120,211301001,692,ЛГN,26.12.2011,26.12.2011,25.12.2012,Действует,"429026, Чувашская Респ, Порецкий р-н, , Анастасово с, Анастасово-2 ул, 109, , "
,299,"Общество с ограниченной ответственностью ""Встреча""",2108007012,210801001,458,ЛГ,28.08.2011,28.08.2011,27.08.2014,Действует,"429150, Чувашская Респ, Комсомольский р-н, , Асаново д, Кооперативная ул, 25а, ,"
,300,"Общество с ограниченной ответственностью ""Выбор""",2113003831,211301001,605,ЛГN,22.11.2011,22.11.2011,30.01.2013,Действует,"429020, Чувашская Респ, Порецкий р-н, , Порецкое с, Ленина ул, 131, ,"
,301,"Общество с ограниченной ответственностью ""Выбор""",2122005419,212201001,64,ЛГ,31.12.2010,31.12.2010,30.12.2015,Действует,"429826, Чувашская Респ, , Алатырь г, , Гоголя ул, 117, , 129"
,302,"Общество с ограниченной ответственностью ""Выбор""",2103903544,210301001,"1,252",ЛГN,25.09.2012,25.09.2012,24.09.2016,Действует,"429350, Чувашская Респ, Батыревский р-н, , Батырево с, Дружбы ул, 20, ,"
,303,"Общество с ограниченной ответственностью ""Выбор""",2104005134,210401001,"830,940",Г,01.04.2008,01.04.2008,31.03.2013,Действует,"429220, Чувашская Респ, Вурнарский р-н, , Вурнары пгт, К.Маркса ул, 49а, ,"
,304,"Общество с ограниченной ответственностью ""Галактика""",2127314273,213001001,66,ЛГ,28.12.2010,28.12.2010,27.12.2012,Действует,"428022, Чувашская Респ, , Чебоксары г, , 50 лет Октября ул, 13, , "
,305,"Общество с ограниченной ответственностью ""ГЕБ""",2101004559,210101001,"1,114",ЛГN,06.08.2012,06.08.2012,05.08.2013,Действует,"429841, Чувашская Респ, Алатырский р-н, , Атрать с, Первомайская ул, 2, ,"
,306,"Общество с ограниченной ответственностью ""Гермес""",2114902790,211401001,190,ЛГ,30.05.2011,30.05.2011,29.05.2014,Действует,"429400, Чувашская Респ, Урмарский р-н, , Урмары пгт, Ленина ул, 8, 2,"
,307,"Общество с ограниченной ответственностью ""Гермес""",2124026301,212401001,689,ЛГN,26.12.2011,26.12.2011,29.10.2013,Действует,"429950, Чувашская Респ, , Новочебоксарск г, , Гидростроителей б-р, 4, ,"
,308,"Общество с ограниченной ответственностью ""Гермес""",2122005585,212201001,684,ЛГ,26.12.2011,26.12.2011,25.12.2012,Действует,"429826, Чувашская Респ, , Алатырь г, , Ленина ул, 40, ,"
,309,"Общество с ограниченной ответственностью ""Гермес""",2125006629,212501001,269,ЛГ,26.06.2011,26.06.2011,25.06.2014,Действует,"429950, Чувашская Респ, , Новочебоксарск г, , Гидростроителей б-р, 4, , "
,310,"Общество с ограниченной ответственностью ""Глория""",2122001767,212201001,"831,562",Г,16.02.2009,16.02.2009,15.02.2014,Действует,"429826, Чувашская Респ, , Алатырь г, , Комсомола ул, 18, , "
,311,"Общество с ограниченной ответственностью ""Глянец""",2130083749,213001001,"1,262",ЛГN,27.09.2012,27.09.2012,22.08.2013,Действует,"428018, Чувашская Респ, , Чебоксары г, , Водопроводная ул, 22, , "
,312,"Общество с ограниченной ответственностью ""Горизонт""",2130036844,213001001,"830,946",Г,21.04.2008,21.04.2008,20.04.2013,Действует,"428000, Чувашская Респ, , Чебоксары г, , Шумилова ул, 20в, ,"
,313,"Общество с ограниченной ответственностью ""Гостиница ""Дубрава""",2130076614,213001001,611,ЛГ,24.11.2011,24.11.2011,23.11.2014,Действует,"428000, Чувашская Респ, , Чебоксары г, , Космонавта Николаева А.Г. ул, 2, строение 1, , "
,314,"Общество с ограниченной ответственностью ""Гравитон""",2127312170,213001001,"1,061",ЛГN,18.07.2012,18.07.2012,17.07.2013,Действует,"428000, Чувашская Респ, , Чебоксары г, , Дубравная ул, 4, , "
,315,"Общество с ограниченной ответственностью ""Гранд Плюс""",2116498251,211601001,"830,969",Г,20.06.2008,20.06.2008,19.06.2013,Действует,"429500, Чувашская Респ, Чебоксарский р-н, , Кугеси п, Шоршелская ул, 1а, , "
,316,"Общество с ограниченной ответственностью ""Гранд Сити""",2124023050,212401001,"1,031",ЛГN,05.07.2012,05.07.2012,31.07.2016,Действует,"429950, Чувашская Респ, , Новочебоксарск г, , Советская ул, 15, ,"
,317,"Общество с ограниченной ответственностью ""Гранд""",2101005111,210101001,574,ЛГ,11.11.2011,16.11.2011,15.11.2016,Действует,"429809, Чувашская Респ, Алатырский р-н, , Сойгино с, К.Маркса ул, 31, ,"
,318,"Общество с ограниченной ответственностью ""Гранит""",2123003118,212301001,189,ЛГ,05.06.2011,05.06.2011,04.06.2013,Действует,"429336, Чувашская Респ, , Канаш г, , Восточный район, 6, ,"
,319,"Общество с ограниченной ответственностью ""ГРАНИТ""",2128703427,213001001,"830,904",Г,29.01.2008,29.01.2008,28.01.2013,Действует,"428000, Чувашская Респ, , Чебоксары г, , К.Маркса ул, 51, ,"
,320,"Общество с ограниченной ответственностью ""Гранит""",2106000822,210601001,"1,121",ЛГN,08.08.2012,08.08.2012,12.07.2016,Действует,"429310, Чувашская Респ, Канашский р-н, , Сиделево д, Ленина ул, 9, ,"
,321,"Общество с ограниченной ответственностью ""Гранит""",2128052736,213001001,"1,256",ЛГN,25.09.2012,03.10.2012,02.10.2014,Действует,"428012, Чувашская Респ, , Чебоксары г, , Гагарина ул, 29, ,"
,322,"Общество с ограниченной ответственностью ""Гривис""",2116460096,211601001,906,ЛГN,28.04.2012,08.05.2012,07.05.2017,Действует,"429500, Чувашская Респ, Чебоксарский р-н, , Кугеси рп, Шоссейная ул, 17а, ,"
,323,"Общество с ограниченной ответственностью ""ГРИНКО""",2124025153,212401001,187,ЛГ,02.06.2011,02.06.2011,01.06.2013,Действует,"429950, Чувашская Респ, , Новочебоксарск г, , Промышленная ул, 73, 2, "
,324,"Общество с ограниченной ответственностью ""Давид""",2128706259,212801001,781,ЛГ,07.02.2012,07.02.2012,06.02.2013,Действует,"428000, Чувашская Респ, , Чебоксары г, , Шевченко ул, 27, , "
,325,"Общество с ограниченной ответственностью ""Данила""",2116499590,211601001,586,ЛГ,14.11.2011,15.11.2011,14.11.2012,Действует,"429521, Чувашская Респ, Чебоксарский р-н, , Чиганары д, Калинина ул, 40""а"", , "
