,Реестр действующих лицензий на право розничной продажи алкогольной продукции,,,,,,
,по состоянию на 02.10.2012г.,,,,,,
,,,,,,,
,№ п/п,Наименование организации (предприятия),"Адрес, директор, телефон","Торговые точки, адрес",Номер лицензии,Срок действия лицензии,Вид лицензируемой алкогольной продукции
,,,,"6 620,Магазин, Сурский район, р.п.Сурское, ул.Ленина, 80",,,
,,,,"6 621,Магазин, Сурский район, р.п.Сурское, ул.Комсомольская, 52 А",,,
,,,,"6 300,Магазин, г.Ульяновск, пр-т Нариманова, 1",,,
,,,,"6 302,Магазин, г.Ульяновск, ул.Луначарского, 17",,,
,,,,"6 334,Магазин, г.Ульяновск, угол улиц Деева и Тимуровской",,,
,,,,"7 243,Магазин, г.Ульяновск, пр-т Врача Сурова, 1 а",,,
,,,,"7 290,Магазин, г.Ульяновск, ул.Стасова, 11 А",,,
,,,,"7 291,Магазин, Тереньгульский район, с.Скугареевка, ул.Центральная, 2",,,
,,,,"7 292,Магазин, Кузоватовский район, с.Коромысловка, ул.Центральная, 51 А",,,
,,,,"7 295,Магазин, Барышский район, р.п.Старотимошкино, ул.Пролетарская, 2 А",,,
,,,,"7 297,Кафе, Чердаклинский район, пос.Мирный, ул.Димитровградская, 39",,,
,,,,"7 298,Магазин, Чердаклинский район, пос.Мирный, ул.Димитровградская, 39",,,
,,,,"7 299,Магазин, г.Ульяновск, ул.Корунковой, 15",,,
,,,,"7 300,Магазин, Новоспасский район, р.п.Новоспасское в 27 м северо-восточнее домовладения №42 по ул.70 лет ВЛКСМ",,,
