41180,28-Sep-12,,,,,,,,,,,,,
Орг_Прав_Форма,Краткое Наименование,ИНН,Код_ОКПО,Город,Улица,ГородФ,УлицаФ,Поле86,Номер лиценз,Серия бланка,Бланк,Начало действ лицензии,Конец действия лицензии,Конец Срока Продления
Общество с ограниченной ответственностью,"ООО ""К-плюс 7""",7017285854,,г. Томск,"ул. Мокрушина, 24-116",Каргасокский район,"с. Каргасок, ул. Учебная, 34а, пом. 8",ТОМ,005742АЛ64,70МЕ,2384,1/28/2010,1/28/2015,
Общество с ограниченной ответственностью,"ООО""Колорит Т""",7017285830,,г. Томск,"пер.Типографский,д.1А,пом.1024-1026",Каргасокский район,"п. Каргасок, ул.Садовая,26",ТОМ,005436АЛ12,70МЕ,1997,1/28/2010,1/28/2015,
Общество с ограниченной ответственностью,"ООО ""Абсолют-А""",7017292555,,г. Томск,"ул. Бердская, 27, строение 1",Каргасокский район,"с. Новоюгино, ул. Центральная, 40",ТОМ,005505АЛ10,70МЕ,2102,7/19/2011,7/19/2013,
Общество с ограниченной ответственностью,"ООО ""К-плюс 8""",7017299529,,г. Томск,"ул. Мокрушина, 24-116",Каргасокский район,"с. Усть-Тым, ул. Береговая, 7 (магазин);",ТОМ,005582АЛ12,70МЕ,2195,12/27/2011,12/27/2012,
,,,,,,,,,,,,12/27/2011,12/27/2012,
,,,,,,,,,,,,12/18/2007,12/18/2012,
,,,,,,,,,,,,12/18/2007,12/18/2012,
,,,,,,,,,,,,1/29/2008,1/29/2013,
,,,,,,,,,,,,1/29/2008,1/29/2013,
,,,,,,,,,,,,3/4/2008,3/4/2013,
,,,,,,,,,,,,3/4/2008,3/4/2013,
,,,,,,,,,,,,9/19/2008,3/4/2013,
,,,,,,,,,,,,4/1/2011,3/18/2013,
,,,,,,,,,,,,5/6/2011,3/18/2013,
,,,,,,,,,,,,5/6/2011,3/18/2013,
,,,,,,,,,,,,7/26/2011,3/18/2013,
,,,,,,,,,,,,10/5/2011,3/18/2013,
,,,,,,,,,,,,3/21/2008,3/21/2013,
,,,,,,,,,,,,3/21/2008,3/21/2013,
,,,,,,,,,,,,3/28/2008,3/28/2013,
,,,,,,,,,,,,3/28/2008,3/28/2013,
,,,,,,,,,,,,3/28/2008,3/28/2013,
,,,,,,,,,,,,3/31/2008,3/31/2013,
,,,,,,,,,,,,3/31/2008,3/31/2013,
,,,,,,,,,,,,4/14/2008,4/14/2013,
,,,,,,,,,,,,4/25/2008,4/25/2013,
,,,,,,,,,,,,4/25/2008,4/25/2013,
,,,,,,,,,,,,8/1/2008,8/1/2013,
,,,,,,,,,,,,8/1/2008,8/1/2013,
,,,,,,,,,,,,10/13/2008,10/13/2013,
,,,,,,,,,,,,10/13/2008,10/13/2013,
,,,,,,,,,,,,8/7/2009,10/13/2013,
,,,,,,,,,,,,4/7/2010,10/13/2013,
,,,,,,,,,,,,12/18/2008,11/20/2013,
,,,,,,,,,,,,12/11/2008,12/11/2013,
,,,,,,,,,,,,12/11/2008,12/11/2013,
,,,,,,,,,,,,12/23/2008,12/23/2013,
,,,,,,,,,,,,10/26/2011,12/25/2013,
,,,,,,,,,,,,12/25/2008,12/25/2013,
,,,,,,,,,,,,12/25/2008,12/25/2013,
,,,,,,,,,,,,8/11/2009,8/11/2014,
,,,,,,,,,,,,8/11/2009,8/11/2014,
,,,,,,,,,,,,7/27/2012,8/18/2014,
,,,,,,,,,,,,7/27/2012,8/18/2014,
,,,,,,,,,,,,7/27/2012,8/18/2014,
,,,,,,,,,,,,12/18/2009,12/8/2014,
,,,,,,,,,,,,12/28/2009,12/8/2014,
,,,,,,,,,,,,12/28/2009,12/8/2014,
,,,,,,,,,,,,2/25/2010,12/8/2014,
,,,,,,,,,,,,2/19/2010,12/8/2014,
,,,,,,,,,,,,3/2/2011,1/25/2015,
,,,,,,,,,,,,1/25/2010,1/25/2015,
,,,,,,,,,,,,2/15/2011,1/25/2015,
,,,,,,,,,,,,2/15/2011,1/25/2015,
,,,,,,,,,,,,3/2/2011,1/25/2015,
,,,,,,,,,,,,4/6/2011,1/25/2015,
,,,,,,,,,,,,3/18/2012,3/18/2017,
,,,,,,,,,,,,3/18/2012,3/18/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/19/2012,7/12/2017,
,,,,,,,,,,,,7/19/2012,7/12/2017,
,,,,,,,,,,,,9/27/2011,7/20/2014,
,,,,,,,,,,,,9/27/2011,7/20/2014,
,,,,,,,,,,,,10/12/2011,7/20/2014,
,,,,,,,,,,,,10/12/2011,7/20/2014,
,,,,,,,,,,,,10/12/2011,7/20/2014,
,,,,,,,,,,,,10/12/2011,7/20/2014,
,,,,,,,,,,,,11/25/2011,7/20/2014,
,,,,,,,,,,,,11/25/2011,7/20/2014,
,,,,,,,,,,,,11/25/2011,7/20/2014,
,,,,,,,,,,,,11/25/2011,7/20/2014,
,,,,,,,,,,,,11/25/2011,7/20/2014,
,,,,,,,,,,,,11/25/2011,7/20/2014,
,,,,,,,,,,,,11/25/2011,7/20/2014,
,,,,,,,,,,,,11/25/2011,7/20/2014,
,,,,,,,,,,,,11/25/2011,7/20/2014,
,,,,,,,,,,,,11/25/2011,7/20/2014,
,,,,,,,,,,,,11/25/2011,7/20/2014,
,,,,,,,,,,,,11/25/2011,7/20/2014,
,,,,,,,,,,,,11/25/2011,7/20/2014,
,,,,,,,,,,,,12/28/2011,7/20/2014,
,,,,,,,,,,,,12/28/2011,7/20/2014,
,,,,,,,,,,,,2/10/2012,7/20/2014,
,,,,,,,,,,,,3/20/2012,7/20/2014,
,,,,,,,,,,,,5/14/2012,7/20/2014,
,,,,,,,,,,,,5/14/2012,7/20/2014,
,,,,,,,,,,,,8/23/2012,7/20/2014,
,,,,,,,,,,,,8/23/2012,7/20/2014,
,,,,,,,,,,,,8/23/2012,7/20/2014,
,,,,,,,,,,,,7/9/2012,7/20/2014,
,,,,,,,,,,,,7/31/2012,7/20/2014,
,,,,,,,,,,,,7/31/2012,7/20/2014,
,,,,,,,,,,,,12/8/2011,11/23/2012,
,,,,,,,,,,,,1/31/2012,11/23/2012,
,,,,,,,,,,,,2/27/2012,11/23/2012,
,,,,,,,,,,,,5/5/2012,11/23/2012,
,,,,,,,,,,,,5/5/2012,11/23/2012,
,,,,,,,,,,,,5/2/2012,11/23/2012,
,,,,,,,,,,,,5/2/2012,11/23/2012,
,,,,,,,,,,,,5/24/2012,11/23/2012,
,,,,,,,,,,,,7/12/2012,11/23/2012,
,,,,,,,,,,,,5/21/2012,3/13/2017,
,,,,,,,,,,,,4/11/2012,3/13/2017,
,,,,,,,,,,,,4/11/2012,3/13/2017,
,,,,,,,,,,,,7/6/2012,3/13/2017,
