,Реестр действующих лицензий на розничную продажу алкогольной продукции на территории Астраханской области по состоянию на 01.04.2011,,,,,,,,,,
,,,,,,,,,,,
№,Наименование организации,Место нахождения организации,ИНН,Район деятельности,Рег. номер лицезии,Серия лицензии,Номер лицензии,Дата начала действия лицензии,Дата окончания действия лицензии,Место осуществления деятельности,Тип территориально обособленного объекта
1,Бахтемирское ПО,"с. Бахтемир, ул. Суворова, 3, ,",3004000568,"Астраханская область, Икрянинский район,",013-И,А,069501,01.12.09,08.05.14,",416355,Астраханская обл,Икрянинский р-н,,Бахтемир с,Ленина ул,12 ""а"",,",магазин
2,Бахтемирское ПО,"с. Бахтемир, ул. Суворова, 3, ,",3004000568,"Астраханская область, Икрянинский район,",013-И,А,069501,01.12.09,08.05.14,",416355,Астраханская обл,Икрянинский р-н,,Бахтемир с,Некрасова ул,4 ""а"",,",магазин
3,Бахтемирское ПО,"с. Бахтемир, ул. Суворова, 3, ,",3004000568,"Астраханская область, Икрянинский район,",013-И,А,069501,01.12.09,08.05.14,",416356,Астраханская обл,Икрянинский р-н,,Красные Баррикады пгт,Чехова ул,10,,",магазин
4,Волго-Каспийское поселковое потребительское общество,"п. Волго-Каспийский, ул. Ленина, 11, ,",3005000352,"Астраханская область, Камызякский район,",045-К,А,083343,14.07.07,14.07.12,",416309,Астраханская обл,Камызякский р-н,,Волго-Каспийский пгт,Ленина ул,6,,",магазин
5,Волго-Каспийское поселковое потребительское общество,"п. Волго-Каспийский, ул. Ленина, 11, ,",3005000352,"Астраханская область, Камызякский район,",045-К,А,083343,14.07.07,14.07.12,",416309,Астраханская обл,Камызякский р-н,,Волго-Каспийский пгт,Ленина ул,11,б,",магазин
6,Волго-Каспийское поселковое потребительское общество,"п. Волго-Каспийский, ул. Ленина, 11, ,",3005000352,"Астраханская область, Камызякский район,",045-К,А,083343,14.07.07,14.07.12,"416305, Астраханская обл, Камызякский р-н, Никольское с,  Советская ул, 13",магазин
7,Волго-Каспийское поселковое потребительское общество,"п. Волго-Каспийский, ул. Ленина, 11, ,",3005000352,"Астраханская область, Камызякский район,",045-К,А,083343,14.07.07,14.07.12,",416305,Астраханская обл,Камызякский р-н,,Никольское с,Морская ул,3,,",магазин
8,Володарское районное рыболовецкое потребительское общество,"Астраханская область, Володарский район, п.володарский, ул. Чайковского, 23",3002005384,"Астраханская область, Володарский район,",012-В/1,А,083001,20.12.06,20.12.11,",416170,Астраханская обл,,,Володарский пгт,Маяковского ул,2,а,",кафе
