ИНН из файла,Тип найденного клиента из КС,Название из КС,ИНН из КС,КПП из КС,СЦ по продукту Контур-Экстерн,СЦ по РАР,Статус,Регион СЦ,Горе,,,,
7726244948,не найдено,,,,,нет,нет,,,,,,
7726259486,не найдено,,,,,нет,нет,,,,,,
7726267423,не найдено,,,,,нет,нет,,,,,,
7726274501,не найдено,,,,,нет,нет,,,,,,
7726275390,не найдено,,,,,нет,нет,,,,,,
7726284884,не найдено,,,,,нет,нет,,,,,,
7726290599,не найдено,,,,,нет,нет,,,,,,
7726294970,не найдено,,,,,нет,нет,,,,,,
7726303590,не найдено,,,,,нет,нет,,,,,,
7726304192,не найдено,,,,,нет,нет,,,,,,
7726304308,не найдено,,,,,нет,нет,,,,,,
7726305372,не найдено,,,,,нет,нет,,,,,,
7726310005,не найдено,,,,,нет,нет,,,,,,
7726311947,не найдено,,,,,нет,нет,,,,,,
7726320109,не найдено,,,,,нет,нет,,,,,,
7726320116,не найдено,,,,,нет,нет,,,,,,
7726320148,не найдено,,,,,нет,нет,,,,,,
7726321046,не найдено,,,,,нет,нет,,,,,,
7726321279,не найдено,,,,,нет,нет,,,,,,
7726321737,не найдено,,,,,нет,нет,,,,,,
7726324128,не найдено,,,,,нет,нет,,,,,,
7726326090,не найдено,,,,,нет,нет,,,,,,
7726326510,не найдено,,,,,нет,нет,,,,,,
7726326630,не найдено,,,,,нет,нет,,,,,,
7726329447,не найдено,,,,,нет,нет,,,,,,
7726331189,не найдено,,,,,нет,нет,,,,,,
7726334503,не найдено,,,,,нет,нет,,,,,,
7726502589,не найдено,,,,,нет,нет,,,,,,
7726507185,не найдено,,,,,нет,нет,,,,,,
7726508830,не найдено,,,,,нет,нет,,,,,,
7726513100,не найдено,,,,,нет,нет,,,,,,
7726514190,не найдено,,,,,нет,нет,,,,,,
7726518003,не найдено,,,,,нет,нет,,,,,,
7726518412,не найдено,,,,,нет,нет,,,,,,
7726518814,не найдено,,,,,нет,нет,,,,,,
7726520073,не найдено,,,,,нет,нет,,,,,,
7726528033,не найдено,,,,,нет,нет,,,,,,
7726535337,не найдено,,,,,нет,нет,,,,,,
7726535778,не найдено,,,,,нет,нет,,,,,,
7726537630,не найдено,,,,,нет,нет,,,,,,
7726540986,не найдено,,,,,нет,нет,,,,,,
7726542969,не найдено,,,,,нет,нет,,,,,,
7726543585,не найдено,,,,,нет,нет,,,,,,
7726546321,не найдено,,,,,нет,нет,,,,,,
7726548953,не найдено,,,,,нет,нет,,,,,,
7726554107,не найдено,,,,,нет,нет,,,,,,
7726557250,не найдено,,,,,нет,нет,,,,,,
7726560862,не найдено,,,,,нет,нет,,,,,,
7726565229,не найдено,,,,,нет,нет,,,,,,
7726566078,не найдено,,,,,нет,нет,,,,,,
7726566303,не найдено,,,,,нет,нет,,,,,,
7726567875,не найдено,,,,,нет,нет,,,,,,
7726579599,не найдено,,,,,нет,нет,,,,,,
7726584817,не найдено,,,,,нет,нет,,,,,,
7726590881,не найдено,,,,,нет,нет,,,,,,
7726591444,не найдено,,,,,нет,нет,,,,,,
7726592279,не найдено,,,,,нет,нет,,,,,,
7726595760,не найдено,,,,,нет,нет,,,,,,
7726596273,не найдено,,,,,нет,нет,,,,,,
7726596971,не найдено,,,,,нет,нет,,,,,,
7726597598,не найдено,,,,,нет,нет,,,,,,
7726604196,не найдено,,,,,нет,нет,,,,,,
7726605129,не найдено,,,,,нет,нет,,,,,,
7726622660,не найдено,,,,,нет,нет,,,,,,
7726624675,не найдено,,,,,нет,нет,,,,,,
7726633260,не найдено,,,,,нет,нет,,,,,,
7726636448,не найдено,,,,,нет,нет,,,,,,
7726639590,не найдено,,,,,нет,нет,,,,,,
7726643533,не найдено,,,,,нет,нет,,,,,,
7726644209,не найдено,,,,,нет,нет,,,,,,
7726646485,не найдено,,,,,нет,нет,,,,,,
7726647993,не найдено,,,,,нет,нет,,,,,,
7726648468,не найдено,,,,,нет,нет,,,,,,
7726660024,не найдено,,,,,нет,нет,,,,,,
7726670135,не найдено,,,,,нет,нет,,,,,,
7726681480,не найдено,,,,,нет,нет,,,,,,
7726683409,не найдено,,,,,нет,нет,,,,,,
7727011248,не найдено,,,,,нет,нет,,,,,,
7727021937,не найдено,,,,,нет,нет,,,,,,
7727052244,не найдено,,,,,нет,нет,,,,,,
7727053294,не найдено,,,,,нет,нет,,,,,,
7727053470,не найдено,,,,,нет,нет,,,,,,
7727057524,не найдено,,,,,нет,нет,,,,,,
7727058091,не найдено,,,,,нет,нет,,,,,,
7727060069,не найдено,,,,,нет,нет,,,,,,
7727067057,не найдено,,,,,нет,нет,,,,,,
7727072040,не найдено,,,,,нет,нет,,,,,,
7727079704,не найдено,,,,,нет,нет,,,,,,
7727081870,не найдено,,,,,нет,нет,,,,,,
7727119675,не найдено,,,,,нет,нет,,,,,,
7727122075,не найдено,,,,,нет,нет,,,,,,
7727139390,не найдено,,,,,нет,нет,,,,,,
7727148010,не найдено,,,,,нет,нет,,,,,,
7727149158,не найдено,,,,,нет,нет,,,,,,
7727151460,не найдено,,,,,нет,нет,,,,,,
7727161349,не найдено,,,,,нет,нет,,,,,,
7727171812,не найдено,,,,,нет,нет,,,,,,
7727178818,не найдено,,,,,нет,нет,,,,,,
7727181151,не найдено,,,,,нет,нет,,,,,,
7727192107,не найдено,,,,,нет,нет,,,,,,
7727194136,не найдено,,,,,нет,нет,,,,,,
7727197560,не найдено,,,,,нет,нет,,,,,,
7727209424,не найдено,,,,,нет,нет,,,,,,
7727209463,не найдено,,,,,нет,нет,,,,,,
7727211310,не найдено,,,,,нет,нет,,,,,,
7727219486,не найдено,,,,,нет,нет,,,,,,
7727221333,не найдено,,,,,нет,нет,,,,,,
7727222390,не найдено,,,,,нет,нет,,,,,,
7727224969,не найдено,,,,,нет,нет,,,,,,
7727228890,не найдено,,,,,нет,нет,,,,,,
7727232060,не найдено,,,,,нет,нет,,,,,,
7727235921,не найдено,,,,,нет,нет,,,,,,
7727237140,не найдено,,,,,нет,нет,,,,,,
7727239468,не найдено,,,,,нет,нет,,,,,,
7727240456,не найдено,,,,,нет,нет,,,,,,
7727242326,не найдено,,,,,нет,нет,,,,,,
7727244404,не найдено,,,,,нет,нет,,,,,,
7727256054,не найдено,,,,,нет,нет,,,,,,
7727262019,не найдено,,,,,нет,нет,,,,,,
7727266091,не найдено,,,,,нет,нет,,,,,,
7727270348,не найдено,,,,,нет,нет,,,,,,
7727502535,не найдено,,,,,нет,нет,,,,,,
7727510286,не найдено,,,,,нет,нет,,,,,,
7727510409,не найдено,,,,,нет,нет,,,,,,
7727511868,не найдено,,,,,нет,нет,,,,,,
7727521190,не найдено,,,,,нет,нет,,,,,,
7727528727,не найдено,,,,,нет,нет,,,,,,
7727532770,не найдено,,,,,нет,нет,,,,,,
7727533607,не найдено,,,,,нет,нет,,,,,,
7727534897,не найдено,,,,,нет,нет,,,,,,
7727539126,не найдено,,,,,нет,нет,,,,,,
7727560223,не найдено,,,,,нет,нет,,,,,,
7727562968,не найдено,,,,,нет,нет,,,,,,
7727563753,не найдено,,,,,нет,нет,,,,,,
7727566169,не найдено,,,,,нет,нет,,,,,,
7727569547,не найдено,,,,,нет,нет,,,,,,
7727569755,не найдено,,,,,нет,нет,,,,,,
7727569949,не найдено,,,,,нет,нет,,,,,,
7727571909,не найдено,,,,,нет,нет,,,,,,
7727573582,не найдено,,,,,нет,нет,,,,,,
7727574339,не найдено,,,,,нет,нет,,,,,,
7727577467,не найдено,,,,,нет,нет,,,,,,
7727578982,не найдено,,,,,нет,нет,,,,,,
7727581449,не найдено,,,,,нет,нет,,,,,,
7727586013,не найдено,,,,,нет,нет,,,,,,
7727588050,не найдено,,,,,нет,нет,,,,,,
7727588878,не найдено,,,,,нет,нет,,,,,,
7727594462,не найдено,,,,,нет,нет,,,,,,
7727599083,не найдено,,,,,нет,нет,,,,,,
7727602321,не найдено,,,,,нет,нет,,,,,,
7727605724,не найдено,,,,,нет,нет,,,,,,
7727609133,не найдено,,,,,нет,нет,,,,,,
7727611020,не найдено,,,,,нет,нет,,,,,,
7727619685,не найдено,,,,,нет,нет,,,,,,
7727630181,не найдено,,,,,нет,нет,,,,,,
7727639032,не найдено,,,,,нет,нет,,,,,,
7727642116,не найдено,,,,,нет,нет,,,,,,
7727648171,не найдено,,,,,нет,нет,,,,,,
7727649055,не найдено,,,,,нет,нет,,,,,,
7727654760,не найдено,,,,,нет,нет,,,,,,
7727658130,не найдено,,,,,нет,нет,,,,,,
7727663941,не найдено,,,,,нет,нет,,,,,,
7727668629,не найдено,,,,,нет,нет,,,,,,
7727668900,не найдено,,,,,нет,нет,,,,,,
7727670674,не найдено,,,,,нет,нет,,,,,,
7727671903,не найдено,,,,,нет,нет,,,,,,
7727671910,не найдено,,,,,нет,нет,,,,,,
7727682550,не найдено,,,,,нет,нет,,,,,,
7727689837,не найдено,,,,,нет,нет,,,,,,
7727691385,не найдено,,,,,нет,нет,,,,,,
7727691762,не найдено,,,,,нет,нет,,,,,,
7727694675,не найдено,,,,,нет,нет,,,,,,
7727698197,не найдено,,,,,нет,нет,,,,,,
7727700350,не найдено,,,,,нет,нет,,,,,,
7727701410,не найдено,,,,,нет,нет,,,,,,
7727702580,не найдено,,,,,нет,нет,,,,,,
7727707349,не найдено,,,,,нет,нет,,,,,,
7727707701,не найдено,,,,,нет,нет,,,,,,
7727710729,не найдено,,,,,нет,нет,,,,,,
7727712564,не найдено,,,,,нет,нет,,,,,,
7727713215,не найдено,,,,,нет,нет,,,,,,
7727713656,не найдено,,,,,нет,нет,,,,,,
7727714201,не найдено,,,,,нет,нет,,,,,,
7727718380,не найдено,,,,,нет,нет,,,,,,
7727727786,не найдено,,,,,нет,нет,,,,,,
7727727874,не найдено,,,,,нет,нет,,,,,,
7727732659,не найдено,,,,,нет,нет,,,,,,
7727738467,не найдено,,,,,нет,нет,,,,,,
7727738724,не найдено,,,,,нет,нет,,,,,,
7727740018,не найдено,,,,,нет,нет,,,,,,
7727742093,не найдено,,,,,нет,нет,,,,,,
7727742375,не найдено,,,,,нет,нет,,,,,,
7727744380,не найдено,,,,,нет,нет,,,,,,
7727750827,не найдено,,,,,нет,нет,,,,,,
7727751330,не найдено,,,,,нет,нет,,,,,,
7727753183,не найдено,,,,,нет,нет,,,,,,
7727753539,не найдено,,,,,нет,нет,,,,,,
7727755695,не найдено,,,,,нет,нет,,,,,,
7728005342,не найдено,,,,,нет,нет,,,,,,
7728016104,не найдено,,,,,нет,нет,,,,,,
7728016866,не найдено,,,,,нет,нет,,,,,,
7728018750,не найдено,,,,,нет,нет,,,,,,
7728024000,не найдено,,,,,нет,нет,,,,,,
7728024240,не найдено,,,,,нет,нет,,,,,,
7728029456,не найдено,,,,,нет,нет,,,,,,
7728033893,не найдено,,,,,нет,нет,,,,,,
7728044817,не найдено,,,,,нет,нет,,,,,,
7728118699,не найдено,,,,,нет,нет,,,,,,
7728136553,не найдено,,,,,нет,нет,,,,,,
7728143857,не найдено,,,,,нет,нет,,,,,,
7728154577,не найдено,,,,,нет,нет,,,,,,
7728158170,не найдено,,,,,нет,нет,,,,,,
7728158268,не найдено,,,,,нет,нет,,,,,,
7728159141,не найдено,,,,,нет,нет,,,,,,
7728163395,не найдено,,,,,нет,нет,,,,,,
7728170265,не найдено,,,,,нет,нет,,,,,,
7728196841,не найдено,,,,,нет,нет,,,,,,
7728206994,не найдено,,,,,нет,нет,,,,,,
7728211070,не найдено,,,,,нет,нет,,,,,,
7728214272,не найдено,,,,,нет,нет,,,,,,
7728220364,не найдено,,,,,нет,нет,,,,,,
7728223728,не найдено,,,,,нет,нет,,,,,,
7728232592,не найдено,,,,,нет,нет,,,,,,
7728239397,не найдено,,,,,нет,нет,,,,,,
7728240515,не найдено,,,,,нет,нет,,,,,,
7728247687,не найдено,,,,,нет,нет,,,,,,
7728249003,не найдено,,,,,нет,нет,,,,,,
7728250432,не найдено,,,,,нет,нет,,,,,,
7728252165,не найдено,,,,,нет,нет,,,,,,
7728252486,не найдено,,,,,нет,нет,,,,,,
7728252630,не найдено,,,,,нет,нет,,,,,,
7728255173,не найдено,,,,,нет,нет,,,,,,
7728256762,не найдено,,,,,нет,нет,,,,,,
7728259072,не найдено,,,,,нет,нет,,,,,,
7728267203,не найдено,,,,,нет,нет,,,,,,
7728269680,не найдено,,,,,нет,нет,,,,,,
7728281889,не найдено,,,,,нет,нет,,,,,,
7728285153,не найдено,,,,,нет,нет,,,,,,
7728288972,не найдено,,,,,нет,нет,,,,,,
7728301528,не найдено,,,,,нет,нет,,,,,,
7728500435,не найдено,,,,,нет,нет,,,,,,
7728503475,не найдено,,,,,нет,нет,,,,,,
7728515833,не найдено,,,,,нет,нет,,,,,,
7728530581,не найдено,,,,,нет,нет,,,,,,
7728535565,не найдено,,,,,нет,нет,,,,,,
7728543037,не найдено,,,,,нет,нет,,,,,,
7728548074,не найдено,,,,,нет,нет,,,,,,
7728560811,не найдено,,,,,нет,нет,,,,,,
7728563756,не найдено,,,,,нет,нет,,,,,,
7728573578,не найдено,,,,,нет,нет,,,,,,
7728575286,не найдено,,,,,нет,нет,,,,,,
7728579107,не найдено,,,,,нет,нет,,,,,,
7728579523,не найдено,,,,,нет,нет,,,,,,
7728580889,не найдено,,,,,нет,нет,,,,,,
7728582798,не найдено,,,,,нет,нет,,,,,,
7728590100,не найдено,,,,,нет,нет,,,,,,
7728601627,не найдено,,,,,нет,нет,,,,,,
7728604748,не найдено,,,,,нет,нет,,,,,,
7728607682,не найдено,,,,,нет,нет,,,,,,
7728611713,не найдено,,,,,нет,нет,,,,,,
7728618476,не найдено,,,,,нет,нет,,,,,,
7728627431,не найдено,,,,,нет,нет,,,,,,
7728627833,не найдено,,,,,нет,нет,,,,,,
7728630120,не найдено,,,,,нет,нет,,,,,,
7728638994,не найдено,,,,,нет,нет,,,,,,
7728645198,не найдено,,,,,нет,нет,,,,,,
7728645328,не найдено,,,,,нет,нет,,,,,,
7728658895,не найдено,,,,,нет,нет,,,,,,
7728662122,не найдено,,,,,нет,нет,,,,,,
