№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание,,,,,,,
,,,,,"215110, Смоленская область, Вяземский район, п. Новое Село (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215280, Смоленская область, г. Сычевка, ул. Пушкина, д. 11 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, Вяземский район, с. Туманово (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215280, Смоленская область, г. Сычевка, ул. Луначарского, д. 54 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215100, Смоленская область, г. Вязьма, ул. П. Осипенко, д. 25 9магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Сычевка, ул. Ст. Шоссе, д. 5 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215113, Смоленская область,г. Вязьма, ул. Московская, д. 9-а (отдел в магазине), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Кронштадская, д. 37-а (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Ленина, д. 3 (отдел в магазине), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215280, Смоленская область, г. Сычевка, ул. Б. Советская, д. 1 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215280, Смоленская область, г. Сычевка, ул. Пионерская, д. 37 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215280, Смоленская область, г. Сычевка, ул. Комсомольская, д. 31 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Ленина, д. 23 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. 25 Октября, д. 29 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Полины Осипенко, д.1 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Путевая, д. 7 (отдел в магазине), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215280, Смоленская область, г. Сычевка, Станционное шоссе, б/н (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215280, Смоленская область, г. Сычевка, ул. Карла Маркса, д. 16 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Плетниковка, д. 9 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, с. Новодугино, ул. Советская, д. 1-а (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Восстания, д. 9 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215650, Смоленская область, п. Холм-Жирковский, ул. Нахимовская, д. 42 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Смоленская, д. 31-а (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, с. Новодугино, ул. Чкалова, д. 39 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215280, Смоленская область, г. Сычевка, ул. Ломоносова, д. 5 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
5,"ООО ""Алмаз""",6722018953,1066722006790,"215110, Смоленская область, г. Вязьма, ул. П. Осипенко, д. 3-а, кв. 36","215100, Смоленская область, г. Вязьма, ул. Дзержинского Привокзальная площадь (магазин), до 15%",№ 1038                 Б 005767,30 июня 2006,по 30 июня 2011,до 11 июля 2012,,,,,,,,,,,,,,
6,"ООО ""Людмила""",6722019322,1066722007296,"215137, Смоленская область, Вяземский район, с. Исаково, ул. Ленина, 19","215137, Смоленская область, Вяземский район, с. Исаково, ул. Ленина, д. 19 (магазин)",№ 1160                     Б 005953,19 июля 2006,по 19 июля 2011,до 20июля 2014,,,,,,,,,,,,,,
,,,,,"215137,Смоленская область, Вяземский район, с. Исаково, ул. Мельникова (магазин)",,,,,,,,,,,,,,,,,,
,,,,,"215137, Смоленская область, Вяземский район, ул. Мельникова, д. 2 (закусочная)",,,,,,,,,,,,,,,,,,
7,"ООО ""Марк""",6722019153,1066722007120,"215110, Смоленская область, г. Вязьма, ул. Воинов-интернационалистов, д. 1","215110, Смоленская область, г. Вязьмя, ул. Воинов-интернационалистов, д. 1 (магазин), без ограничений",№ 1042              Б 005762,30 июня 2006,по 30 июня 2011,до 01 июля 2013,,,,,,,,,,,,,,
8,"ООО ""НАДЕЖДА""",6722019019,1066722006867,"215108, Смоленская область, Вяземский район, д. Юшково, д. 1","215108, Смоленская область, Вяземский район, д. Юшково (магазин), без ограничений",№ 850                  Б 005623,19 июня 2006,по 19 июня 2011,до 20 июня 2016,,,,,,,,,,,,,,
,,,,,"215108, Смоленская область,Вяземский район, д. Ефремово (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215108, Смоленская область, Вяземский район, д. Шуйское (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215108, Смоленская область, Вяземский район, д. Лосьмино (торговый павильон), без ограничений",,,,,,,,,,,,,,,,,,
9,"ООО ""НОРАИР""",6722018456,1066722000531,"215110, Смоленская область, с. Вязьма-Брянская, ул. 50 лет Победы, д. 19, кв. 32","215110, Смоленская область, г. Вязьма, ул. П. Осипенко, д. 3-а (магазин), без ограничений",№ 836                 Б 005617,19 июня 2006,по 19 июня 2011,до 20 июня 2012,,,,,,,,,,,,,,
10,"ООО ""Феникс""",6722019393,1066722007406,"215110, Смоленская область, г. Вязьма, ул. Кирова, 4","215240, Смоленская область, Новодугинский район, с. Новодугино, ул. Моисеенко, д. 5 (магазин), без ограничений",№ 1152                Б 005924,17 июля 2006,по 17 июля 2011,до 18 июля 2012,,,,,,,,,,,,,,
11,"ООО ""СОКОЛ""",6722019178,1066722007142,"215116, Смоленская область, г. Вязьма, ул. Смоленская, д. 9","215116, Смоленская область, г. Вязьма, ул. Смоленская, д. 9 (магазин), без ограничений",№ 1028                     Б 005798,30 июня 2006,по 30 июня 2011,до 01 июля 2012,,,,,,,,,,,,,,
12,"ООО ""Каролина""",6722019241,1066722007208,"215107, Смоленская область, Вяземский район, п. вязьма-Брянская, ул. 50 лет Победы, 8, 9","215110, Смоленская область, Вяземский район, Вязьма-Брянский сельский округ, пос. Певное, д. б/н (магазин), без ограничений",№ 1122                Б 005899,13 июля 2006,по 13 июля 2011,до 14 июля 2012,,,,,,,,,,,,,,
13,"ООО ""Квант""",6722019121,1066722007087,"215110, Смоленская область, г. Вязьма, ул. Спортивная, д. 5","215111, Смоленская область, г. Вязьма, ул. Спортивная, д. 7 (магазин), без ограничений",№ 1041                Б 005764,30 июня 2006,по 30 июня 2011,до 01 июля 2012,,,,,,,,,,,,,,
14,"ООО ""Лакомка""",6722019080,1066722007054,"215110, Смоленская область, г. Вязьма, пер. Нахимова, д. 2","215110, Смоленская область, г. Вязьма, ул. Нахимова, д. 2 (магазин), без ограничений",№ 1045 Б 005769,30 июня 2006,по 30 июня 2011,до 01 июля 2012,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Дзержинского, д. 2 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
15,"ООО ""Ветерок""",6722019146,1066722007098,"215110, Смоленская область, г. Вязьма, ул. Калинина, д. 4, кв. 22","215110, Смоленская область, г. Вязьма, ул. Полины Осипенко, д.1-в (магазин), без ограничений",№ 1043               Б 005763,30 июня 2006,по 30 июня 2011,до 01 июля 2012,,,,,,,,,,,,,,
16,"ООО ""Водопад изобилия""",6722019266,1066722007220,"215110, Смоленская область, г. Вязьма, ул. 25 Октября, д. 23","215110, Смоленская область, г. Вязьма, ул. 25-го Октября, д. 23 (кафе), без ограничений",№ 1053                Б 005813,04 июля 2006,по 04 июля 2011,до 05 июля 2016,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. 25-го Октября, д. 23 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Парижской коммуны, д. 1 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
17,"ООО ""СЛАВИЯ""",6722019192,1066722007164,"215119, Смоленская область, г. Вязьма, ул. Воинов-интернационалистов, д. 10","215110, Смоленская область, г. Вязьма, ул. Воинов-интернационалистов, д. 10 (магазин), без ограничений",№ 1024                 Б 005773,30 июня 2006,по 30 июня 2011,до 01 июля 2012,,,,,,,,,,,,,,
18,"ООО ""Капитал""",6722018576,1066722002533,"215100, Смоленская область, г. Вязьма, ул. 25 Октября, д. 4","215110, Смоленская область, г. Вязьма, ул. 25-го Октября, д. 4 (магазин), без ограничений",№ 757                 Б 005517,01 июля 2006, по 01 июля 2011,до 02 июля 2012,,,,,,,,,,,,,,
19,"ООО ""Консул""",6722019202,1066722007186,"215110, Смоленская область, г. Вязьма, ул. Ленина, д. 5","215110, Смоленская область, г. Вязьма, ул. Ленина, д. 5 (кафе), без ограничений",№ 1040                  Б 005765,30 июня 2006,по 30 июня 2011,до 01 июля 2012,,,,,,,,,,,,,,
20,"ООО ""Веста""",6722019040,1066722006922,"215110, Смоленская область, г. Вязьма, ул. Строителей, д. 2, кв. 3","215110, Смоленская область, г. Вязьма, ул. Ленина, д. 20-а (магазин), без ограничений",№ 1039                    Б 005766,30 июня 2006,по 30 июня 2011,до 01 июля 2012,,,,,,,,,,,,,,
21,"ООО ""Маяк""",6722018336,1056708190142,"215116, Смоленская область,г. Вязьма, ул. Докучаева, д. 35-а","215116, Смоленская область, г. Вязьма, ул. Докучаева, д. 35-а (магазин)",№1937                Б 005277,03 января 2011,по 02 января 2016,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Лннина, д. 63 (магазин)",,,,,,,,,,,,,,,,,,
22,"ООО ""Дикая Орхидея""",6722018992,1066722006834,"215110, Смоленская область, г. Вязьма, ул. Плетниковка, д, 19","215100, Смоленская область, г. Вязьма, ул. Полевая, д. 1 (кафе-бар)",№ 1037                Б 005768,30 июня 2006,по 30 июня 2011,,,,,,,,,,,,,,,
,,,,,"215100, Смоленская область, г. Вязьма, ул. Юбилейная, д. 17 (бар)",,,,,,,,,,,,,,,,,,
24,"ООО ""Симальянс""",6722019097,1066722007043,"215110, Смоленская область, г. Вязьма, ул. Ленина, 62","215110, Смоленская область, г. Вязьма, ул. Ленина, д. 69 (магазин), без ограничений",№ 1295                   Б 004890,14 октября 2011,до 06 сентября 2012,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, Вяземская район, д. Относово, ул. Школьная, д. 13 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
25,"ООО ""БАЛУ""",6722018833,1066722006658,"215119, Смоленская область, г. Вязьма, ул. Строителей, д. 12, кв. 56","Смоленская область, 225 км автодороги Москва-Беларусь (кафе ""Балу"")",№ 750                Б 005504,24 мая 2006,по 24 мая 2011,,,,,,,,,,,,,,,
,,,,,"215100, Смоленская область, г. Вязьма, 225 км автодороги Москва-Беларусь (кафе ""Балу"")",,,,,,,,,,,,,,,,,,
26,"ООО ""Колосок""",6722018791,1066722006560,"215110, Смоленская область, г. Вязьма, Сычевское шщссе, д. 4","215110, Смоленская область, г. Вязьма, Сычевское шоссе, д. 4 (магазин), без ограничений",№ 754                Б 005516,07 июня 2006,по 07 июня 2011,до 08 июня 2012,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, Вяземский район, п. Поляново (магазин), без ограничений",,,,,,,,,,,,,,,,,,
27,"ООО ""Дон""",6722019114,1066722007065,"215113, Смоленская область, г. Вязьма, ул. Московская, д. 38","215113, Смоленская область, г. Вязьма, ул. Полевая, д. 1 (магазин), без ограничений",№ 892                 Б 005685,29 июня 2006,по 29 июня 2011,до 30 июня 2016,,,,,,,,,,,,,,
,,,,,"215113, Смоленская область, г. Вязьма, ул. Московская, д. 38 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215113 Смоленская область, г. Вязьма, ул. Машинистов, д. 9 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215113, Смоленская область, г. Вязьма, ул. Кронштадтская, д. 23 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
28,"ООО ""Сокол""",6722018985,1066722006823,"215100, Смоленская область, г. Вязьма, ул. Московская, д. 16, кв. 42","215106, Смоленская область, Вяземский район, с. Новый (магазин), без ограничений",№ 2042                Б 004763,21 июля 2011,до 21 июля 2016,,,,,,,,,,,,,,,
29,"ООО ""Дорогобужхимстрой Инвест""",6722012550,1026700858920,"215100, Смоленская область, г. Вязьма, ул. Строителей, 13","215500, Смоленская область, г. Сафоново, ул. Советская, д. 37 (магазин), без ограничений",№ 1185                      Б 005968,24 июля 2006,по 24 июля 2011,до 25 июля 2012,,,,,,,,,,,,,,
30,"ООО ""Продукты""",6722019509,1066722007967,"215113, Смоленская область, г. Вязьма, ул. Московская, 9-а","215113, Смоленская область, г. Вязьма, ул. Московская, д. 9 А (магазин), без ограничений",№ 1256                   Г 254892,11 августа 2006,по 11 августа 2011,до 12 августа 2013,,,,,,,,,,,,,,
31,"ООО ""Амброзия""",6722019234,1066722007219,"215110, Смоленская область, г. Вязьма, ул. Пушкина, 22","215110, Смоленская область, г. Вязьма, ул. Пушкина, д. 22 (магазин), без ограничений",№ 1245                      Г 254878,08 августа 2006,по 08 августа 2011,до 09 августа 2012,,,,,,,,,,,,,,
32,"ООО ""Русский продукт""",6722025485,1106722001220,"215107, Смоленская область, Вяземский район, с. Вязьма-Брянская, ул. 50 лет Победы, ТБЦ","215240, Смоленская область, Новодугинский район, с. Новодугино, территория военного городка (магазин), без ограничений",№ 2003                Б 005475,12 мая 2011,до 12 мая 2012,,,,,,,,,,,,,,,
33,"ООО ""КВАНТ""",6722019121,1066722007087,"215110, Смоленская область, г. Вязьма, ул. Спортивная, д. 7","215140, Смоленская область, г. Вязьма, ул. Спортивная, д. 7 (магазин), без ограничений",№ 1041                 Б 004752,05 августа 2011,до 01 июля 2012,,,,,,,,,,,,,,,
34,"ООО ""ВИННЫЙ МИР""",6722016160,1046706000318,"215111, Смоленская область, г. Вязьма, Дворцовый переулок, д. 1, кв. 9","215500, Смоленская область, г. Сафоново, ул. Заозерная, д. 8 (магазин), без ограничений",№ 833                 Б 004976             ( Б 004995)                 ( Г 301965),10 июня 2011,по 19 июня 2011,до 20 июня 2012,,,,,,,,,,,,,,
,,,,,"215111, Смоленская область, Угранский район, д. Русаново (отдел в магазине), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215100, Смоленская область, г. Вязьма, микрорайон Березы, д. 4 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, с. Новодугино, ул. Советская, д. 14 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215100, Смоленская область, Угранский район, с. Знаменка, ул. Флерова (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215100, Смоленская область, г. Вязьма, Дворцовый пер., д. 1 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215010, Смоленская область, г. Сычевка,ул. Б. Пролетарская, д. б/н (магазин) без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215100, Смоленская область, г. Вязьма, ул. Ленина, д. 68 (магазин), без ограничений",,,,,23 января 2012 включение объекта,,,,,,,,,,,,,
35,"ООО ""МАНИФИК""",6722018329,1056708190087,"215110, Смоленская область, г. Вязьма, ул. Комсомонавтов, д. 8","215110, Смоленская область, г. Вязьма, ул. Красноармейское шоссе, д. 1 (магазин), без ограничений",№ 799                     Б 005543,09 июня 2006,по 09 июня 2011,до 10 июня 2013,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Комсомольская, д. 1 (кафе), без ограничений",,,,,,,,,,,,,,,,,,
36,"ООО ""Лидия""",6722019139,1066722007110,"215110, Смоленская область, г. Вязьма, ул. Кирова, 4","215110, Смоленская область, г. Вязьма, ул. Строителей, д. 18 (магазин), без ограничений",№ 1150                  Б 005927,17 июля 2006,по 17 июля 2011,до 17 июля 2012,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Кирова, д. 4 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, Вяземский район, Ермолинский сельский округ, дер. Ново-Никольское (магазин), без ограничений",,,,,,,,,,,,,,,,,,
37,"ООО ""ЮВЕНТА""",6722019160,1066722007131,"215111, Смоленская область, г. Вязьма, ул. Спортивная, 2-а","215111, Смоленская область, г. Вязьма, ул. Спортивная, д. 2-а (магазин), без ограничений",№ 1142                 Б 005925,17 июля 2006,по 17 июля 2011,до 18 июля 2014,,,,,,,,,,,,,,
38,"ООО ""Кафетерий""",6722025573,1106722001440,"215110, Смоленская область, г. Вязьма, ул. 1-го Марта, д. 68","215110, Смоленская область, г. Вязьма, ул. Восстания, д. 9 (кафетерий), без ограничений",№ 1948                Б 005303,28 декабря 2010,по 28 декабря 2011,,,,,,,,,,,,,,,
39,"ООО ""Лиза""",67220180865,1066722006702,"215110, Смоленская область, г. Вязьма, ул. Заслонова","215110, Смоленская область, г. Вязьма, ул. Московская, д. 31 (магазин)",№ 1069               Б 005830,05 июля 2006,по 05 июля 2011,до 06 июля 2013,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, г. Вязьма, ул. Заслонова, около д. 24 (магазин)",,,,,,,,,,,,,,,,,,
40,"ООО ""Весна""",6722023047,1086722001475,"215111, Смоленская область, г. Вязьма, ул. Машинистов, д. 6","215111, Смоленская область, г. Вязьма, ул. Машинистов, д. 6 (магазин), без ограничений",№ 1712                 Б 004909,15 июня 2011,по 01 октября 2013,,,,,,,,,,,,,,,
,,,,,"215111, Смоленская область, г. Вязьма, ул. Юбилейная, д. 9 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215111, Смоленская область, г. Вязьма, ул. Юбилейная, д. 8 а/2 (магазин), без ограничений ",,,,,,,,,,,,,,,,,,
41,"ООО ""Ника плюс""",6722026383,1116722000658,"215110, Смоленская область, г. Вязьма, ул. Кашена, д. 5","215110, Смоленская область. Г. Вязьма, ул. Кашена, д. 5 (магазин), без ограничений",№ 2021                      Б 004757,05 августа 2011,до 05 августа 2012,,,,,,,,,,,,,,,
43,"ООО ""Василек"" ",6727016050,1056715170665,"215800, Смоленская область, г. Ярцево, ул. Прохорова, д. 52-а","215800, Смоленская область, г. Ярцево, ул. Прохорова, д. 52-а (закусочная)",№ 1071               Б 005828,05 июля 2006,по 05 июля 2011,,,,,,,,,,,,,,,
44,"ООО ""ГРАЧЬЯ""",6722019555,1066722008011,"215110, Смоленская область, г. Вязьма, ул. Комсомольская, 13","215110, Смоленская область, г. Вязьма, ул. Комсомольская, д. 13 (магазин), без ограничений",№ 1273                Г 254908,17 августа 2006,по 17 августа 2011,до 18 августа 2014,,,,,,,,,,,,,,
45,"ООО ""ТТ""",6727019816,1086727001448,"215806, Смоленская область, г. Ярцево, ул. Рокоссовского, д. 63-б","215806, Смоленская область, г. Ярцево, ул. Рокоссовского, д. 63-б",№ 1773                Б 005034,10 декабря 2008,по 10 декабря 2013,,,,,,,,,,,,,,,
46,"ООО ""Встреча""",6722018671,1066722005063,"215113, Смоленская область, г. Вязьма, ул. Московская, д. 15-а, кв. 48","215113, Смоленская область, г. Вязьма, ул. Млсклвская, д. 9-а (магазин)",№ 864                   Б 005640,22 июня 2006,по 22 июня 2011,,,,,,,,,,,,,,,
,,,,,"215113, Смоленская область, г. Вязьма, ул. Московская, д. 18-а (магазин),  без ограничений",,,,,,,,,,,,,,,,,,
47,"ООО ""ДИОНИС""",6722018819,1066722006603,"215119, Смоленская область, г. Вязьма, ул. Строителей, д. 7","215119, Смоленская область, г. Вязьма, ул. Кронштадская, д. 15 (магазин)",№ 855                   Б 005625,22 июня 2006,по 22 июня 2011,,,,,,,,,,,,,,,
,,,,,"215119, Смоленская область, г. Вязьма, ул. Комсомольская, д. 52 (магазин)",,,,,,,,,,,,,,,,,,
,,,,,"215119, Смоленская область, г. Вязьма, ул. Строителей, д. 7 (магазин)",,,,,,,,,,,,,,,,,,
48,"ООО ""Капитал""",6722018576,1066722002533,"215100, Смоленская область, г. Вязьма, ул. 25 Октября, д. 4","215100, Смоленская область, г. Вязьма, ул. 25 Октября, д. 4 (магазин)",№ 757                  Б 005517,01 июля 2006,по 01 июля 2011,до 02 июля 2012,,,,,,,,,,,,,,
49,"ООО ""Тройка""",6722018505,1066722001059,"215134, Смоленская область, Вяземский район, ст. Семлево, ул. Советская","215134, Смоленская область, Вяземский район, ст. Семлево, ул. Полевая (магазин), без ограничений",№ 650                 Г 679249                (№ 2102                       Г 244462),16 марта 2006                           06 февраля 2012,по 16 марта 2011              (до 18 марта 2013),до 17 марта 2012,исключение объекта             06 февраля 2012,,,,,,,,,,,,,
,,,,,"215134, Смоленская область, Вяземский район, ст. Семлево, ул. Советская (магазин), без ограничений",,,,,,,,,,,,,,,,,,
50,"ООО ""Ивето""",6722017893,1056708184807,"215133, Смоленская область,  Вяземский район, пос. Семлево, ул. Советская, д. 2","215133, Смоленская область, Вяземский район, Семлевский сельский административный округ, с. Семлево (кафе-бар), без ограничений",№ 641                Г 679239,10 марта 2006,по 10 марта 2011,до 11 марта 2016,,,,,,,,,,,,,,
51,"ООО ""СОЮЗ-СЕРВИС""",6722013916,1026700853860,"215111, Смоленская область, г. Вязьма, шоссе москва-Минск, 225 км","215111, Смоленская область,  Вяземский район, шоссе Москва-Минск, 225 км. (магазин), без ограничений",№ 631                    Г 679691,20 мая 2008,по 27 февраля 2011,до 28 февраля 2012,,,,,,,,,,,,,,
,,,,,"215111, Смоленская область,  Вяземский район, шоссе Москва-Минск, 225 км. (кафе), без ограничений",,,,,,,,,,,,,,,,,,
52,"МТП ""МЕРКУРИЙ""",6726000474,1026700948592,"215700, Смоленская область, г. Сафоново, 1-ый микрорайон, д. 20","215500, Смоленская область, г. Сафоново, 1-ый микрорайон, д. 20 (магазин ""Меркурий"")",№ 612                  Г 679210,06 февраля 2006,по 06 февраля 2011,,,,,,,,,,,,,,,
53,"ООО ""Универсал""",6730052443,1026700854840,"215110, Смоленская область, г. Вязьма, ул. Комсомольская, д. 26","215100, Смоленская область, г. Вязьма, ул. Комсомольская, д. 26 (магазин), без ограничений",№ 604                  Г 301856,01 декабря 2011,до 03 февраля 2014,,,,,,,,,,,,,,,
54,"ООО ""Белые ночи""",6722019026,1066722006878,"215110, Смоленская область, г. Вязьма, ул. 25 лет Октября, д. 6, кв. 16","215110, Смоленская область, г. Вязьма, ул. Ленина, д. 14-а (магазин)",№ 1003                Б 005759,30 июня 2006,по 30 июня 2011,до 01 июля 2012,,,,,,,,,,,,,,
55,"ООО ""Исток""",6722019308,1066722007285,"215118, Смоленская область, г. Вязьма, ул. Молодежная,3","215100, Смоленская область, г. Вязьма, ул. Молодежная, д. 3 (магазин)",№ 1151                 Б 005923,17 июля 2006,по 17 июля 2011,до 18 июля 2012,,,,,,,,,,,,,,
56,"ООО ""Орфей плюс""",6722019354,1066722007373,"215110, Смоленская область, г. Вязьма, ул. Спортивная, 13","215110, Смоленская область, г. Вязьма, ул. Спортивная, д. 13 (магазин)",№ 1146                  Б 005926,17 июля 2006,по 17 июля 2011,,,,,,,,,,,,,,,
