41180,28-Sep-12,,,,,,,,,,,,,
Орг_Прав_Форма,Краткое Наименование,ИНН,Код_ОКПО,Город,Улица,ГородФ,УлицаФ,Поле86,Номер лиценз,Серия бланка,Бланк,Начало действ лицензии,Конец действия лицензии,Конец Срока Продления
Общество с ограниченной ответственностью,"ООО""ЛК ИНГУЗЕТ""",7004004930,,Верхнекетский район,"п. Клюквинка,ул. Красноармейская,1",Верхнекетский район,"п. Клюквинка, ул. Северная,17",ТОМ,005507АЛ01,70МЕ,2104,11/23/2011,11/23/2012,
Общество с ограниченной ответственностью,"ООО ""Фаворит""",7004005806,,Верхнекетский район,"р/п Белый Яр, ул. Рабочая, 69",Верхнекетский район,,ТОМ,005538АЛ00,70МЕ,2135,12/27/2011,12/27/2012,
Общество с ограниченной ответственностью,"ООО ""Березка*",7004005620,,Верхнекетский район,"п. Белый Яр, ул. Таежная, 4",Верхнекетский район,,ТОМ,004927АЛ00,70МЕ,406,11/7/2007,11/7/2012,
Общество с ограниченной ответственностью,"ООО ""Карина""",7004006260,,Верхнекетский район,"п. Степановка, ул. Лиханова, д.39, кв.1",Верхнекетский район,,ТОМ,004936АЛ00,70МЕ,416,11/15/2007,11/15/2012,
Общество с ограниченной ответственностью,"ООО ""ШИНа""",7017146829,,г.Северск,"ул. Солнечная, 23, кв. 137",Верхнекетский район,"п. Дружный, дом 16 пом. О-1 (магазин)",ТОМ,005799АЛ11,70МЕ,2450,8/21/2012,8/21/2017,
Общество с ограниченной ответственностью,"ООО ""Вектор""",7004006253,,Верхнекетский район,"р/п Белый Яр, ул. Чапаева, 38",Верхнекетский район,,ТОМ,004948АЛ00,70МЕ,440,12/5/2007,12/5/2012,
Общество с ограниченной ответственностью,"ООО ""Стрелец""",7004006246,,Верхнекетский район,"п. Белый Яр, ул. Котовского, 39",Верхнекетский район,,ТОМ,004965АЛ00,70МЕ,463,12/19/2007,12/19/2012,
Общество с ограниченной ответственностью,"ООО ""Телец""",7004006285,,Верхнекетский район,"п. Степановка, ул. Октябрьская, 13-1",Верхнекетский район,,ТОМ,004966АЛ00,70МЕ,464,12/19/2007,12/19/2012,
Общество с ограниченной ответственностью,"ООО""Абсолют-Т""",7017203844,,г. Томск,"ул. Говорова, д.30,кв.51",Верхнекетский район,"р.п. Белый Яр, пер. Фонтанный, 7б, пом. о-1",ТОМ,004996АЛ65,70МЕ,1027,4/1/2011,3/18/2013,
Общество с ограниченной ответственностью,"ООО""Новинка""",7004006479,,Верхнекетский район,"п.Степановка,ул. Сплавная, 8-1",Верхнекетский район,,ТОМ,005035АЛ00,70МЕ,1085,5/20/2008,5/20/2013,
Общество с ограниченной ответственностью,"ООО""Северянка""",7017229088,,г. Томск,"ул. Энергетическая, 2""а""",Верхнекетский район,"636500 р.п. Белый Яр, пер. Банковкий, 5",ТОМ,005146АЛ05,70МЕ,2076,10/26/2011,12/25/2013,
Общество с ограниченной ответственностью,"ООО""22""",7004006623,,Верхнекетский район,"п. Степановка, ул. Комсомольская,д.26, кв.2",Верхнекетский район,,ТОМ,005148АЛ00,70МЕ,1308,12/26/2008,12/26/2013,
Общество с ограниченной ответственностью,"ООО ""К-плюс3""",7017242064,,г. Томск,"ул. Мокрушина, 24 кв. 116",Верхнекетский район,"р.п. Белый Яр, ул. Железнодорожная, д. 3а",ТОМ,005230АЛ13,70МЕ,1416,7/27/2012,8/18/2014,
Общество с ограниченной ответственностью,"ООО ""Сибирь-плюс""",7004006775,,Верхнекетский район,"п. Сайга, ул. О. Кошевого, 12, кв. 1",Верхнекетский район,,ТОМ,005233АЛ00,70МЕ,1420,8/31/2009,8/31/2014,
Общество с ограниченной ответственностью,"ООО ""К-плюс4""",7017248370,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Верхнекетский район,"п. Дружный, ул. Трактовая, д. 5",ТОМ,005255АЛ07,70МЕ,1455,12/14/2009,12/8/2014,
Общество с ограниченной ответственностью,"ООО ""Русич""",7004006831,,Верхнекетский район,"р.п. Белый Яр, ул. Гагарина, д. 96, кв. 2",Верхнекетский район,,ТОМ,005259АЛ00,70МЕ,1464,12/17/2009,12/17/2014,
Общество с ограниченной ответственностью,"ООО ""К-плюс 5""",7017253676,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Верхнекетский район,"р.п. Белый Яр, ул. Гагарина, 57",ТОМ,005286АЛ79,70МЕ,1502,10/25/2010,1/25/2015,
Общество с ограниченной ответственностью,"ООО ""К-плюс 6""",7017277370,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Верхнекетский район,"р.п. Белый Яр, ул. Котовского, 1в",ТОМ,005583АЛ102,70МЕ,2196,5/18/2012,3/18/2017,
Общество с ограниченной ответственностью,"ООО ""К-плюс 7""",7017285854,,г. Томск,"ул. Мокрушина, 24-116",Верхнекетский район,"п. Сайга, ул. Молодогвардейская, 3г",ТОМ,005742АЛ32,70МЕ,2384,7/12/2012,7/12/2017,
Общество с ограниченной ответственностью,"ООО ""Абсолют-А""",7017292555,,г. Томск,"ул. Бердская, 27, строение 1",Верхнекетский район,"636500, р.п. Белый Яр, ул. Светлая, 2",ТОМ,005505АЛ28,70МЕ,2102,2/27/2012,11/23/2012,
Общество с ограниченной ответственностью,"ООО ""К-плюс 8""",7017299529,,г. Томск,"ул. Мокрушина, 24-116",Верхнекетский район,"п. Центральный, ул. Советская, 13, пом. 0-2",ТОМ,005582АЛ10,70МЕ,2195,4/26/2012,3/13/2017,
Областное государственное автономное учреждение,"ООО ""Абсолют-АС""",7017292604,,г. Томск,"пр. Ленина, д. 210, кв. 38",Верхнекетский район,"п. Катайга, ул. Восточная, 1а",ТОМ,005644АЛ04,70МЕ,2266,7/18/2012,5/15/2014,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
