№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание,,,,,,,
1,2,3,4,5,6,7,10,11,12,13,14,15,16,17,18,19,,,,,,,
1,НОВОДУГИНСКОМУ РАЙПО,6711000048,1026700883076,"215240,Смоленская область, с. Новодугино, ул. Моисеенко, д. 14","215240, Смоленская область, с. Новодугино, ул. Чкалова, д. 22 (магазин №1), без ограничений",№ 617                 Г 679217,10 февраля 2006,по 10 февраля 2011,до 11 февраля 2016,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, с. Новодугино, ул. М. Горького, д. 9 (магазин №2), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, с. Новодугино, ул. Ленина, д. 14(магазин №3), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, с. Новодугино, ул. Моисеенко, д. 8 (магазин №4), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, с. Новодугино, ул. Вани Федорова, д. 25 (магазин №5), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, с. Новодугино, ул. Андреевская, д. 40-а (магазин №11), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, с. Новодугино, ул. Механтзаторов, д. 12 (магазин №12), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, с. Новодугино, ул. Советская, д. 1 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, с. Новодугино, ул. Советская, д. 1 (кафе), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215221, Смоленская область, Новодугинский район, д. Торбеево (кафе), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, с. Новодугино, ул. Моисеенко, д. 27 (кафе), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215244, Смоленская область, Новодугинский район, с. Тесово (магазин №1), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215244, Смоленская область, Новодугинский район, сю Тесово (магазин №2), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215250, Смоленская область, Новодугинский район, д. Липецы (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215257, Смоленская область, Новодугинский район, д. Григорьевское (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, Новодугинский район, д. Рябинки (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215246, Смоленская область, Новодугинский район, д. Татарка (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215244, Смоленская область, Новодугинский район, д. Петровская Слобода (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215221, Смоленская область, Новодугинский район, д. Торбеево (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, Новодугинский район, д. Бурцево, д. 16 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215220, Смоленская область, Новодугинский район, д. Минино (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215231, Смоленская область, Новодугинский район, д. Капустино (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215243, Смоленская область, Новодугинский район, д. Селище (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215241, Смоленская область, Новодугинский район, д. Мольгино (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, Новодугинский район, д. Льнозавод (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, Новодугинский район, д. Княжино (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215222, Смоленская область, Новодугинский район, пос, Дом Отдыха Александрино (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215223, Смоленская область, новодугинский район, с. Высокое ( магазин №1), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215223, Смоленская область, новодугинский район, с. Высокое ( магазин №2), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215230, Смоленская область, Новодугинский район, д. Мозжерово (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"216265, Смоленская область, Новодугинский район, с. Днепровское (магазин №1), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"216265, Смоленская область, Новодугинский район, с. Днепровское (магазин №2), без ограничений",,,,,,,,,,,,,,,,,,
