№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание,,,,,,,
,,,,,"216265, Смоленская область, Новодугинский район, с. Днепровское (магазин №4), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"216265, Смоленская область, Новодугинский район, с. Днепровское (закусочная №5), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"216265, Смоленская область, Новодугинский район, с. Днепровское (закусочная №6), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215261, Смоленская областная, Новодугинский район, д. Караваево (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215260, Смоленская область, Новодугинский район, д. Печеничено (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215224, Смоленская область, Новодугинский район, д. Извеково (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215266, Смоленская область, Новодугинский район, д. Большево (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215263, Смоленская область, Новодугинский район, д. Хвощеватое (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215264, Смоленская область, Новодугинский район, д. Мольно (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, новодугинский район, (автомагазин №1- Р 217 ВН 67) д. Зубцово, д. Перчиха, д. Балаево, д. Заднес, д. Никитиха, д. Асеково, д. Головино, д. Курбатово, д. Лашкино, д. Усадище, д. Игнатково, д. Александрино, д. Никольское, д. Щеголево, д. Ключеиха, д. Севальниха, д. Коптево, д. Шаулино, д. Мельниково, д. Чаусово, д. Холм, д. Петровское, д. Лукино, д. Ляды, д. Качаново, до 15%",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, Новодугинский район (автомагазин №3- Р 308 ВУ 67) д. Кожино, д. Гольнево, д. Болтилово, д. Милюково, д. Хохлово, д. Томилиха, д. Дедюрево, д. Дубровка, д. Свакино, д. Однорубково, д. Полютиха, д. Абрамиха, д. Пашечкино, д. Высоково,д. Городня, д. Приказники, д. Чернецы, д. Семенчиха, до 15%",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, Новодугинский район ( автомагазин №4- Р246АМ67) д. Аносово, д. Жегулино, д. Зилово, Корнеево, д. Коробово, д Крупениха, д. Аленино, д. Семенково, д. Шевандино, д. Дикое, п. Аносовского льнозавода, д. Старое Камынино, д. Новое Камынино, д. Слепцово, д. Нейроново, д. Камышкино, до 15%  ",,,,,,,,,,,,,,,,,,
,,,,,"215240, Смоленская область, Новодугинский район (автомагазин №5- Р 555 ВВ 67) д. Мальцево, д. Игнатиха, д. Спасс, д. Кузьмино, д. Кожаново, до 15%",,,,,,,,,,,,,,,,,,
2,"ООО ""Престиж-Н""",6711012540,1086723000814,"215240, Смоленская область, Новодугинский район, с. Новодугино, ул. Кооперативная, д. 22","215240, Смоленская область, Новодугинский район, с. Новодугино, ул. Советская, д. 1-а (магазин), без ограничений",№ 1757                 Б 005009,26 ноября 2008,по 26 ноября 2013,,,,,,,,,,,,,,,
