№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание
63,"ООО ""СИМА""",6723008429,1026700886442,"215016, Смоленская область, Гагаринский район, дер. Потапово","216016, Смоленская область, Гагаринский район, дер. Потапово (Торговый дом), без ограничений",№ 1300                  Г 254943,12 сентября 2006,по 12 сентября 2011,,,,,,,,
64,"ООО ""Тирас""",6723009380,1026700885595,"215010, Смоленская область, г. Гагарин, ул. Строителей, 157, 62","215010, Смоленская область, г. Гагарин, ул. Гагарина, д. 35 (кафе ""Пиццерия""), без ограничений",№ 1735                Г 679796,23 ноября 2008,по 23 ноября 2013,,,,,,,,
,,,,,"215010, Смоленская область, г. Гагарин, ул. Гагарина, д. 35 (кафетерий ""Дольче Вита""), без ограничений",,,,,,,,,,,
65,"ООО ""Меридиан""",6723021733,1086723000671,"215010, Смоленская область, г. Гагарин, ул. Ленина, д. 3","214010, Смоленская область, Гагаринский район, микрорайон Труфаны (кафе ""Белые березы""), без ограничений",№ 1747                 Б 005005,19 ноября 2008,по 19 ноября 2013,,,,,,,,
66,ГАГАРИНСКОЕ РАЙПО,6723000204,1026700882966,"215010, Смоленская область, г. Гагарин, ул. Гагарина, д. 8","215047, Смоленская область, Гагаринский район, д. Кардымово (магазин), без ограничений",№ 1996                 Б 005450,22 апреля 2011,до 22 апреля 2016,,,,,,,,
,,,,,"215030, Смоленская область, Гагаринский район, д. Ашково (магазин), без ограничений",,,,,,,,,,,
,,,,,"215030, Смоленская область, Гагаринский район, д. Златоустово (магазин), без ограничений",,,,,,,,,,,
,,,,,"215034, Смоленская область, Гагаринский район, д. Липцы (магазин), без ограничений",,,,,,,,,,,
,,,,,"215030, Смоленская область, Гагаринский район, д. Ляпино (магазин), без ограничений",,,,,,,,,,,
,,,,,"215033, Смоленская область, Гагаринский район, д. Юрино (магазин), без ограничений",,,,,,,,,,,
,,,,,"215030, Смоленская область, Гагаринский район, д. Тетери (магазин), без ограничений",,,,,,,,,,,
,,,,,"215033, Смоленская область, Гагаринский район, д. Клушино (магазин), без ограничений",,,,,,,,,,,
,,,,,"215034, Смоленская область, Гагаринский район, с. Пречистое (магазин), без ограничений",,,,,,,,,,,
,,,,,"215035, Смоленская область, Гагаринский район, д. Родоманово, ул. Мира, д. 1/1 (магазин), без ограничений",,,,,,,,,,,
,,,,,"215004, Смоленская область, Гагаринский район, д. Астахово(магазин), без ограничений",,,,,,,,,,,
,,,,,"215041, Смоленская область, Гагаринский район, д. Ивино (магазин), без ограничений",,,,,,,,,,,
,,,,,"215037, Смоленская область, Гагаринский район, д. Мальцево (магазин), без ограничений",,,,,,,,,,,
,,,,,"215037, Смоленская область, Гагаринский район, д. Величково (магазин), без ограничений",,,,,,,,,,,
,,,,,"215039, Смоленская область, Гагаринский район, д. Поличня (магазин), без ограничений",,,,,,,,,,,
,,,,,"215037, Смоленская область, Гагаринский район, д. Андреевка (магазин), без ограничений",,,,,,,,,,,
,,,,,"215023, Смоленская область, Гагаринский район, д. Токарево, ул. Центральная, д. 8 (закусочная), без ограничений",,,,,,,,,,,
,,,,,"215023, Смоленская область, Гагаринский район, д. Токарево, ул. Центральная, д. 8 (магазин), без ограничений",,,,,,,,,,,
,,,,,"215037, Смоленская область, Гагаринский район, д. Мишино (магазин), без ограничений",,,,,,,,,,,
,,,,,"215026, Смоленская область, Гагаринский район, д. Молченево (магазин), без ограничений",,,,,,,,,,,
,,,,,"215017, Смоленская область, гагаринский район, д. Пышково (магазин), без ограничений",,,,,,,,,,,
,,,,,"215027, Смоленская область, Гагаринский район, д. Никольское, ул. Центральная (магазин), без ограничений",,,,,,,,,,,
,,,,,"215047, Смоленская область, Гагаринский район, пос. Благодатное (магазин), без ограничений",,,,,,,,,,,
,,,,,"215047, Смоленская область, Гагаринский район, д. Староселье (магазин), без ограничений",,,,,,,,,,,
,,,,,"215032, Смоленская область, Гагаринский район, д. Самуйлово (магазин), без ограничений",,,,,,,,,,,
,,,,,"215049, Смоленская область, Гагаринский район, д. Петушки (магазин), без ограничений",,,,,,,,,,,
,,,,,"215037, Смоленская область, Гагаринский район, д. Мишино (магазин), без ограничений",,,,,,,,,,,
,,,,,"215044, Смоленская область, Гагаринский район, д. Ельня (магазин), без ограничений",,,,,,,,,,,
,,,,,"215047, Смоленская область, Гагаринский район, д. Карманово, ул. Августовская, д. 27 (магазин), без ограничений",,,,,,,,,,,
,,,,,"215047, Смоленская область, Гагаринский район, д. Карманово, ул. Советская, д. 26 (магазин), без ограничений",,,,,,,,,,,
,,,,,"215026, Смоленская область, Гагаринский район, д. Потапово (магазин), без ограничений",,,,,,,,,,,
,,,,,"215026, Смоленская область, Гагаринский район, с. Серго-Ивановское (магазин), без ограничений",,,,,,,,,,,
,,,,,"215050, Смоленская область, Гагаринский район, д. Мамоново (магазин), без ограничений",,,,,,,,,,,
67,"ООО ""Транском""",6723008147,1026700883450,"215010, Смоленская область, г. Гагарин, ул. Ленина, д. 3","Смоленская область, Гагаринский район, микрорайон Труфаны (закусочная ""Белые березы"")",№ 1515                 Г 679511,26 июня 2007,по 26 июня 2012,,,,,,,,
68,"ООО ""Аристократ""",6723023000,1106722001099,"215010, Смоленская область, Гагаринский район, г. Гагарин, пер. Советский, д. 3","215010, Смоленская область, г. Гагарин, пер. Советский, д. 3 (кафе), без ограничений",№ 2075                    Г 301932,09 декабря 2011,до 09 декабря 2014,,,,,,,,
69,"ООО ""Заречье""",6723023272,1116722000449,"215047, Смоленская область, Гагаринский район, с. Карманово, ул. Заводская, д. 12, стр. 2","215047, Смоленская область, Гагаринский район, с. Карманова, ул. Заводская, д. 12, стр. 2 (бар), без ограничений",№ 2065                Г 301797,27 октября 2011,до 27 декабря 2012,,,,,,,,
