"Реестр выданных лицензий, лицензий, действие которых приостановлено, и аннулированных лицензий на розничную продажу алкогольной продукции, а также зарегистрированных лицензий, выданных на территории иных муниципальных образований Иркутской области, по МО Куйтунский район",,,,,,,,,,
по состоянию на 1 августа 2012 года,,,,,,,,,,
,,,,,,,,,,
№ п/п ,"Наименование лицензиата, ИНН",Место государственной регистрации лицензиата,"Серия, номер бланка лицензии, 
номер, дата выдачи и 
срок действия лицензии
","Местонахождение территориально обособленных объектов, на которых осуществляется лицензируемый вид деятельности","Дата приостановления лицензии, на какой срок",Дата возобновления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования лицензии,Место выдачи лицензии (в случае выдачи лицензии иными муниципальными образованиями),
1,2,3,4,5,6,7,8,9,10,
37.,"ООО ""Крепость Юг""                       ИНН 3805712373   переоформление","г. Братск, ж.р. Энергетик, ул. Наймушина,24 помещение № 1001",№ 949 38МЕ 006524 от 27.07.2012  взамен № 711 от 23.03.2011 г.  до 22.03.2012 г.   Взамен: МЕ 006395 № 822 от 05.09.2011               Взамен:  38 МЕ 006464 № 888 от 28.03.2012 до 27.03.2013г. Взамен:38 МЕ 006470 №893 от 19.04.2012г. до  27.03.2013г.  Взамен: 38 МЕ 006479 №903 от 04.05.2012г. по 27.03.2013г.   Взамен: 38 МЕ 006489 №914 от 28.05.2012г. по 27.03.2013г.,"Иркутская область,Куйтунский район,п.жд.ст.Тулюшка, Ленина ул.,1А",,,,,г. Братск,
,,,,"Иркутская область,Куйтунский район,с.Карымск, ул.Советская,7,    Иркутская область,Куйтунский район,с.Карымск, ул.Рабочая,23,Иркутская область,Куйтунский район,с.Каразей, Мира ул.,52А                                                                ",,,,,,
38.,"ООО ""Алмаз-Тулун""ИНН 3816012180 переоформление","Иркутская область, г.Тулун, микрорайон Угольщиков,36",№14-Пр от 04.06.2012г. А 174159 до 12.08.2012г.,"с.Сулкет, ул.Трактовая, 23 – отдел в магазине",,,,,,
39.,"ООО ""Авангард"" ИНН 3814012233     переоформление","Иркутская область, г. Саянск, м-н Строителей, д.8 офис 146", №20-07/Пр11 38 МЕ 005361 от 04.07.2012 взамен № 20-07/Пр9 от 23.11.2011 38 МЕ 005342 до 16.12.2012г.Взамен: 38 МЕ 005353 № 20-Пр 10 от 01.04.2012г. до 16.12.2012г. ,"Иркутская область,Куйтунский район,р.п.Куйтун,ул.Красного Октября,56",,,,,г. Саянск,
40.,ООО «Канон»                ИНН 38140009625   окончание срока действия лицензии,"Иркутская область,      Куйтунский район, р.п. Куйтун, ул.Красный Октябрь, 27                           МИФНС №14",А 173594 №2 от  07.03.2006г. до 07.03.2011г.,"р.п. Куйтун, ул.Красного Октября, 27 - отдел  в магазине        ",,,08.03.2011г.,,,
,,,,"ст. Тулюшка, ул. Мира, 20 а – отдел в магазине",,,,,,
41.,ООО «Елена»               ИНН 3814010170  окончание срока действия лицензии,"с.Харик , Молодежная, 18-1                         МИНФС №14",А 244901 № 54 от 27.01.2011 до 27.006.2011,"с. Харик, ул. Молодежная, 16 п. 1 – магазин",,,6/27/2011,,,
,,,,"с.Тихорут,ул Озерная, 23 – отдел",,,,,,
,,,,"р.п. Куйтун, ул. Фрунзе, 2 литер В - отдел",,,,,,
42.,ООО «Лена»                 ИНН 3814009632          окончание срока действия лицензии,"  р.п.Куйтун  ул.Лермонтова, 19  ",А173597 №5 29.06.2006г.-29.06.2011г.,"р.п. Куйтун, ул. Карла Маркса – магазин",,,6/30/2011,,,
,,,,"ст. Куйтун, ул. Гоголя – магазин",,,,,,
43.,ООО «Согласие»          ИНН 3814011078       окончание срока действия лицензии        ,"Иркутская область,      Куйтунский район, с.Каразей, ул.Зеленая, 9                         МИФНС №14 ",А244881 №17 от 01.12.2009г. до  17.08.2011г.,"с.Каразей, ул.Мира, 52а- отдел",,,8/18/2011,,,
,,,,"п.Уховский, ул.Гагарина, 32б – отдел",,,,,,
,,,,"с. Каразей, ул.Мира, 87а – отдел",,,,,,
44.,"ООО ""Витория"" ИНН 3814015072 окончание срока действия лицензии","Иркутская область, Куйтунский район, с.Кундуй, ул.Ленина,98",А 244898 №44 от 07.12.2010 г. до 07.12.2011г.   Взамен А 244900 №49 от 22.12.2010 до 07.12.2011г.,"с.Кундуй, ул.Ленина, 155 – магазин №1",,,12/7/2011,,,
,,,,"с.Кундуй, ул.Ленина, 96 - магазин №2",,,,,,
,,,,"с.Кундуй, ул. Комсомольская, 26А - магазин №3",,,,,,
,,,,"д. Александро-Невская Станица, ул. Центральная, 41 - магазин №4",,,,,,
,,,,"с.Амур, ул. Центральная, 37В - магазин №5",,,,,,
,,,,"р.п. Куйтун, ул. Красного Октября, 21-1 - магазин №7",,,,,,
,,,,"р.п. Куйтун, ул. Фрунзе, 12 - магазин №10",,,,,,
45.,ООО «Марина»          ИНН 3814011455 окончание срока действия лицензии,"Иркутская обл.,      Куйтунский р-он,   с.Карымск,              ул. Советская, 7 МИНФС№14",А 244836  № 13 13.12.2006г.-13.12.2011г.,"с.Карымск, ул.Советская,7 – магазин",,,12/13/2011,,,
46.,ООО «Берёзка»          ИНН 3814011409  окончание срока действия лицензии,"Иркутская обл.,      Куйтунский р-он,   р.п.Куйтун, ул.25-го Партсьезда, 14-1         МИФНС №14",А 244867 №8 от 31.07.2008г.-26.12.2011г.,"р.п.Куйтун, ул.Фрунзе, 4 – отдел",,,12/26/2011,,,
47.,ООО «Транзит»        ИНН 3814011487 окончание срока действия лицензии,"Иркутская обл.,      Зиминский р-он,   г. Саянск, мкр. Центральный, 11-116                                         МИНФС№14",А 244840 № 17 от 28.12.2006 до 28.12.2011,Куйтунский  район автодорога Красноярск-Иркутск 1579км+600м вправо и автодорога Куйтун–Уян-Новая Када-Харик-Карымск-Иркутск-Красноярск-14м+200м влево – Кафе «У Веры»,,,12/28/2011,,,
48.,ООО «Метелица»            ИНН 3814009706 окончание срока действия лицензии,"Иркутская область,      Куйтунский район,   р.п.Куйтун, ул.Красный Октябрь, 125 «а»                                                 МИФНС №14",А 173592 № 13 от 29.12.2005 до 29.12.2010   Продлена: 18.12.2010 до 29.12.2011,"р.п. Куйтун, ул.Красного Октября, 125а – кафе «Метелица»",,,12/29/2011,,,
49.,"ООО ""Наш регион"" ИНН 3805703964    окончание срока действия лицензии","Иркутская область, г. Братск, ж.р. Гидростроитель, ул. Гайнулина, д.1 А/1",38 МЕ 006185 №617 от 14.05.2010г. до 03.11.2011г. ,"р.п. Куйтун, ул.Калинина, 20 – отдел",,,11/3/2011,,г. Братск,
50.,"ООО ""Сибирский Бизнес Регион""     ИНН 3814012138       окончание срока действия лицензии","Иркутская область, г. Зима, ул. Ульяны Громовой, 56",А 002273 №4 от 25.02.2011г. до 31.12.2011г.   Взамен   А 002277 № 10 от 22.06.2011 г. до 31.12.2011 г.    Взамен А 002280 № 19 от 28.07.2011 до 31.12.2011    Взамен: А 002290 №2 от 28.02.2012г. до 01.01.2013г.,"р.п. Куйтун, ул. Фрунзе, 2 строение Е - отдел",,,12/31/2011,,г. Зима,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,"р.п. Куйтун, ул. Красного Октября, 17 - отдел",,,,,,
,,,,"п. Харик, ул. К.Маркса, 45 - отдел",,,,,,
,,,,"п. Харик, ул. Вокзальная, 23 - отдел",,,,,,
,,,,"с. Харик, ул. Молодежная, 18-1 – отдел",,,,,,
51,ООО «Энергия» ИНН 3814009689           переоформление,"Иркутская обл.,      Куйтунский р-он,   р.п.Куйтун, ул.Красный Октябрь, 23-2 МИНФС№14",27 А 242671 от 24.07.2012 по 24.07.2017,"Иркутская область,Куйтунский район,р.п.Куйтун,ул.Нахимова,4",,,,,,
,,,,"Иркутская область,Куйтунский район,р.п.Куйтун,ул.Красного Октября,23,пом.2",,,,,,
,,,,"Иркутская область,Куйтунский район,р.п.Куйтун,ул.Красного Октября,128 ""а""",,,,,,
,,,,"Иркутская область,Куйтунский район,р.п.Куйтун,ул.Тургенева 2 ""а""",,,,,,
,,,,"Иркутская область,Куйтунский район,р.п.Куйтун,ул.Белинского 8 ""а""",,,,,,
,,,,"Иркутская область,Куйтунский район,р.п.Куйтун,ул.22-я Годовщина Октября,2 ""а""""",,,,,,
