"СВЕДЕНИЯ ИЗ РЕЕСТРА ДЕЙСТВУЮЩИХ ЛИЦЕНЗИЙ на розничную продажу алкогольной продукции от 3 июля 2012 г., необходимые для регистрации личных кабинетов организациями, осуществляющими розничную продажу алкогольной продукции в региональной системе приема деклараций.",,,,,,,
,,,,,,,
,Наименование объекта,Адрес объекта,,,,,
,"Магзин ""Импульс""","Орловская область, Урицкий район, с. Подзавалово",,,,,
,Страница,45,,,,,
,,,,,,,
,Предприятие :,ООО,"""КофеДим""",Руководитель,Филимонова Елена Геннадьевна,,
,"302028, РФ, г. Орел, ул. Тургенева, д. 35, оф. 21",Телефон:,43-54-86,Сов,ИНН,5753038700,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,43,5/3/2011,6/29/2012,6/29/2013,Кол-во объектов,2
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""КофеДим""","г. Орел, наб.Дубровинского, д.62, пом.№203",,,,,
,"закусочная ""КофеДим""","Орловская область, г. Орел, ул. Октябрьская, д. 27, пом. 34",,,,,
,Предприятие :,ООО,"""Аманд""",Руководитель,Луговская Наталья Александровна,,
,"302038, Россия, Орловская область,  г. Орел, ул. Космонавтов, д. 1 Б",Телефон:,Сев,ИНН,5754005190,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,48,5/11/2011,6/6/2012,6/6/2013,Кол-во объектов,2
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Вина Тамани""","Орловская область, г. Орел, ул. Машкарина, д. 16, пом. 1",,,,,
,"магазин ""Вина,коньяки""","Орловская область,г.Орел, ул.Космонавтов, д. 1б",,,,,
,Предприятие :,ООО,"""Форсаж""",Руководитель,Ермакова Светлана Ивановна,,
,"303500, Орловская область, Новосильский район, г. Новосиль, ул. Пионерская, ",Телефон:,  2-12-16,Нвсл,ИНН,5719003546,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,50,5/12/2011,5/12/2012,5/12/2014,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Продукты""","Орловская область, Новосильский район, ",,,,,
,"г. Новосиль, ул. Пионерская, д. 22",,,,,,
,Предприятие :,ООО,"""Адриатика""",Руководитель,Худоева Светлана Викторовна,,
,"302530, Орловская область, Орловский район, д. Жилина",Телефон:,45-44-22,Орло,ИНН,5720015641,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,53,5/16/2011,5/16/2012,5/16/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Адриатика""","Орловская область, Орловский район, с/п Неполодское,  д. ",,,,,
,"Жилина, лит. А",,,,,,
,Предприятие :,ООО,"""ДИОН""",Руководитель,Андреева Оксана Анатольевна,,
,"Российская Федерация, г. Орёл, бульвар Молодежи, д. 8",Телефон:,Зав,ИНН,5752054097,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,51,5/16/2011,5/16/2012,5/16/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Манго""","Орловская область,  г. Орёл, бульвар Молодежи, д. 8, лит. А1, пом.",,,,,
,217,,,,,,
,Предприятие :,ООО,"""Перекресток""",Руководитель,Живчиков Александр Анатольевич,,
,"303240, Орловская область, Дмитровский район, г. Дмитровск, ул. Советская, ",Телефон:,  2-24-55,Дмит,ИНН,5707004150,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,52,5/16/2011,5/16/2012,5/16/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Перекресток""","Орловская область, Дмитровский район, г. Дмитровск, ул. ",,,,,
,"Советская, д. 75",,,,,,
,Предприятие :,ООО,"""Стимул""",Руководитель,Марахин Владимир Михайлович,,
,"303752, Россия, Орловская область, Должанский район, д. Евланово",Телефон:,  2-13-17,Долж,ИНН,5708003230,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,49,5/16/2011,6/7/2014,Кол-во объектов,7,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Зябревский""","Орловская область, Должанский район,  д. Зябрево",,,,,
,"магазин ""Кривцово-Плотский""","Орловская область, Должанский район, с. Кривцово-Плота",,,,,
,"магазин ""Кудиновский""","Орловская область, Должанский район,  д. Донец",,,,,
,"магазин ""Дубровский""","Орловская область, Должанский район, Дубровское с/п, д. ",,,,,
,"Дубровка, литера АА1",,,,,,
,"магазин ""Стимул""","Орловская область, Должанский район, Кудиновское с/п, пос. Шлях",,,,,
,"магазин ""Евлановский""","Орловская область, Должанский район,  д. Евланово",,,,,
,Страница,46,,,,,
,,,,,,,
,"магазин ""Никольский""","Орловская область, Должанский район, Кудиновское с/п, ",,,,,
,"с.Никольское, литера А",,,,,,
,Предприятие :,ООО,"""Аквилон""",Руководитель,Честнихина Елена Александровна,,
,"302012, г. Орёл, ул. 1-я Курская, д. 210",Телефон:,55-60-11,Жел,ИНН,5753012967,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,55,5/19/2011,6/30/2011,6/30/2016,Кол-во объектов,9
,Наименование объекта,Адрес объекта,,,,,
,торговый киоск,"Орловская область, г. Орёл, ул. Степана Разина, д. 16 а",,,,,
,"магазин ""Аист""","Орловская область, г. Орёл, ул. Ливенская, ",,,,,
,"д. 30 б, строение 1, лит. А, А1",,,,,,
,"магазин ""Славянская трапеза""","Орловская область, г. Орёл, ул. Ливенская, д. 2 б, лит. А1, А6, ",,,,,
,"А7,а, пом.2",,,,,,
,"магазин ""Изюминка""","Орловская область, г. Орёл, ул. 1-я Курская, д.210 а",,,,,
,"магазин ""Белоснежка""","Орловская область, г. Орёл, ул. Степана Разина, д. 11 а, пом. 2",,,,,
,торговый киоск,"Орловская область, г. Орёл, ул. Рощинская д. 5 б, лит. А",,,,,
,"магазин ""Белый лебедь""","Орловская область, г. Орёл, ул. Революции, д. 30 б",,,,,
,торговый киоск,"Орловская область, г. Орёл, ул. Горького, д. 115 б",,,,,
,"магазин ""Ника""","Орловская область, г. Орёл, ул. Матвеева, д. 29 а",,,,,
,Предприятие :,ООО,"""Карачевский""",Руководитель,Миночкина Людмила Георгиевна,,
,"303140, Россия, Орловская область, г. Болхов, ул. Добровольцев Урала, д. 76 ",Телефон:,Болх,ИНН,5704005580,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,58,5/19/2011,5/19/2012,5/19/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Карачевский""","Орловская область, г. Болхов, ул. Добровольцев Урала, д. 76 А",,,,,
,Предприятие :,ООО,"""ТриО""",Руководитель,Иванов Руслан Николаевич,,
,"г. Орёл, пер. Маслозаводской, д. № 10",Телефон:,72-17-27,Зав,ИНН,5752047082,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,59,5/19/2011,7/28/2012,Кол-во объектов,2,
,Наименование объекта,Адрес объекта,,,,,
,"закусочная ""Трактир Флинта""","г. Орел, ул. Игнатова, 31",,,,,
,"закусочная ""Бирария""","Орловская область, г. Орёл, ул. Машкарина, д. 10, пом. 190",,,,,
,Предприятие :,ООО,"""Талисман""",Руководитель,Мамедова Елена Сергеевна,,
,"302042, г. Орёл, ул. Машкарина, д.16",Телефон:,72-59-63,Зав,ИНН,5752041490,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,60,5/23/2011,2/26/2012,2/26/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"Кафе ""Купеческий трактир""","Орловская область, г. Орёл, шоссе Наугорское, д. 17, лит. Л",,,,,
,Предприятие :,ООО,"""Перспектива""",Руководитель,Щербаков Александр Викторович,,
,"РФ, г.Орёл, Московское шоссе, д.137",Телефон:,72-17-82,Сев,ИНН,5754003637,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,65,5/27/2011,1/31/2013,Кол-во объектов,7,
,Наименование объекта,Адрес объекта,,,,,
,"Магазин ""Сытый и пряный""","г. Орел, ул. Комсомольская, д.247",,,,,
,"Магазин ""Торговая горка""","Орловская область, г. Орел, ул. Комсомольская, д.257",,,,,
,"Магазин ""Торговая горка""","Орловская область, г. Орел, Московское шоссе, д.168",,,,,
,"Магазин ""Сытый и пряный""","Орловская область, г. Орел, ул. Металлургов, д.19",,,,,
,"Магазин ""Сытый и пряный""","Орловская область, г.Орел, Московское шоссе, д. 137, корп. 5а, ",,,,,
,пом. 1,,,,,,
,"Магазин ""Сытый и пряный""","Орловская область, г. Орел, ул. Матвеева, д.13",,,,,
,"Супермаркет ""Бон Аппети""","Орловская область, г. Орёл, ул. Покровская, д. 13а, пом. 1",,,,,
,Предприятие :,ООО,"""Росинка""",Руководитель,Мехдиева Галина Васильевна,,
,"303140, Россия, Орловская область, г. Болхов, ул. Василия Ермакова, д. 6, пом.",Телефон:,  2-17-62,Болх,ИНН,5704002998,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,63,5/27/2011,5/27/2012,5/27/2013,Кол-во объектов,2
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Росинка""","Орловская область, Болховский район, г. Болхов, ул. Василия ",,,,,
,"Ермакова, д. 6, пом. 3",,,,,,
,Страница,47,,,,,
,,,,,,,
,"магазин ""Росинка""","Орловская область, Болховский район, Багриновский с/с, с. ",,,,,
,"Фатнево, ул. Центральная, д.16",,,,,,
,Предприятие :,ООО,"""На Привале""",Руководитель,Амелин Олег Иванович,,
,"РФ, г. Орёл, ул. Карачевское шоссе, д.112 а",Телефон:,72-65-84,Зав,ИНН,5752039282,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,66,5/30/2011,6/30/2011,6/30/2015,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"Кафе ""На Привале""","Орловская область, г. Орёл, Карачевское шоссе, д. 112 а, литер ",,,,,
,"АА1, литер Е",,,,,,
,Предприятие :,ООО,"""Феникс""",Руководитель,Портнов Владимир Иванович,,
,"Орловская область, Залегощенский район, пгт Залегощь, ул. Привокзальная, 5",Телефон:,Зале,ИНН,5709003787,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,106,5/31/2011,6/15/2012,6/15/2013,Кол-во объектов,3
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Визит""","Орловская область, Залегощенский район, пгт Залегощь, ул. М. ",,,,,
,"Горького, д. 33а, Лит. А",,,,,,
,магазин,"Орловская область, Залегощенский район, Красненское с/п, ",,,,,
,"с.Красное, ул. Центральная, д. 13, лит. А",,,,,,
,магазин,"Орловская область, Залегощенский район, пгт.Залегощь, ул. ",,,,,
,"Панюшкина, д. 2",,,,,,
,Предприятие :,ООО,"""Эстеком""",Руководитель,Курдюков Владимир Николаевич,,
,"302030, РФ, Орловская область,  г. Орел, ул. Пушкина,  8-8",Телефон:,54-39-17,Жел,ИНН,5753027191,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,70,6/3/2011,4/10/2014,Кол-во объектов,2,
,Наименование объекта,Адрес объекта,,,,,
,"ресторан I класса ""Лабиринт""","Орловская область,г.Орел, ул.Пушкина, д.6, пом. №1",,,,,
,"кафе ""3 Этаж""","Орловская область, г. орел, ул. Пушкина, д. 6, лит. р, пом. № 14",,,,,
,Предприятие :,ООО,"""Новинка""",Руководитель,Егорцева Ирина Сергеевна,,
,"Орловская область,  пгт Кромы, пер. Пушкарский, д.8 а",Телефон:,  2-17-03,Кром,ИНН,5714005067,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,72,6/10/2011,6/30/2011,6/30/2013,Кол-во объектов,5
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Продукты""","Орловская область, Кромской район, пгт Кромы, ул. Карла Маркса,",,,,,
, д. 24,,,,,,
,"магазин ""Наш дворик""","Орловская область, Кромской район, пгт Кромы, пер. ",,,,,
,"Газопроводский, д. 10 А",,,,,,
,"магазин ""Все к столу""","Орловская область, Кромской район, пгт Кромы, пер. Куренцова, д.",,,,,
, 4 а,,,,,,
,"кафе ""Лакомка""","Орловская область, Кромской район, пгт Кромы, пер. Пушкарский, ",,,,,
,д. 8,,,,,,
,"магазин ""Торговый центр""","Орловская область, Кромской район, пгт Кромы, пер. Пушкарский, ",,,,,
,д. 8а,,,,,,
,Предприятие :,ООО,"""ВИНТОРГ""",Руководитель,Власов Валерий Васильевич,,
,"г. Орел, ул. 5-ой Орловской стрелковой дивизии, д. 2, лит. А, пом. 98",Телефон:,Зав,ИНН,5752054682,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,77,6/17/2011,6/17/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""ВИНТОРГ""","Орловская область, г. Орел, ул. 5-ой Орловской стрелковой ",,,,,
,"дивизии, д. 2, лит. А, пом. 98",,,,,,
,Предприятие :,ООО,"""Зеро""",Руководитель,Меньшиков Сергей Анатольевич,,
,"Орловская область,г.Ливны, ул.Орловская, д. 110-П",Телефон:,  7-20-66,ЛивГ,ИНН,5702007782,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,76,6/20/2011,3/6/2012,3/6/2015,Кол-во объектов,5
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Макс""","Орловская область, г.Ливны, ул. Орловская, 10 ""Б""",,,,,
,"магазин ""Удобный""","Орловская область,г.Ливны, ул.Московская, д.58",,,,,
,"магазин ""Микс""","Орловская область, г. Ливны, ул. Гайдара, д. 14-а, лит. А",,,,,
,"магазин ""Мегас""","Орловская область, г. Ливны, ул. Свердлова, д. 61а",,,,,
,"магазин ""Анастасия""","Орловская область, г.Ливны, ул. Орловская, 110 ""П""",,,,,
,Страница,48,,,,,
,,,,,,,
,Предприятие :,ООО,"""РИАЛ""",Руководитель,Савасина Римма Александровна,,
,"г. Орел, ул.Гайдара, д.46. пом.61",Телефон:,46-69-09,Сев,ИНН,5751033834,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,79,6/27/2011,12/7/2012,Кол-во объектов,2,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Продукты""","Орловская область, г. Орел, ул. Гайдара, д.46, пом.61",,,,,
,"закусочная ""Посошок""","Орловская облсть, г. Орел, ул. Гайдара, д. 46, пом  65, 66",,,,,
,Предприятие :,ООО,"""ГРОСС""",Руководитель,Юрков Геннадий Васильевич,,
,"Российская Федерация, Орловская область, Орловский район, п. Стрелецкий,    ",Телефон:,Орло,ИНН,5720015634,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,84,6/29/2011,4/12/2012,4/12/2013,Кол-во объектов,2
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Вишенка""","Орловская область, Орловский район, с/п Пахомовское, п. ",,,,,
,"Стрелецкий, ул. Вишнёвая, д. 2 а, лит. А",,,,,,
,Предприятие :,ООО,"""Браво""",Руководитель,Бравикова Мария Николаевна,,
,"302000, г. Орёл, ул. Новосильская, д.70, пом.2",Телефон:,42-60-69,Жел,ИНН,5751030826,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,134,6/30/2011,6/30/2012,6/30/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Продукты""","Орловская обл., г. Орел, ул. Новосильская, д.70, пом.2",,,,,
,Предприятие :,ОАО,"""ГМС Насосы""",Руководитель,Дворядкин Анатолий Федорович,,
,"303851, Российская Федерация, Орловская область, г.Ливны, ул.Мира, д.231",Телефон:,  7-12-00,ЛивГ,ИНН,5702000265,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,87,6/30/2011,6/30/2012,6/30/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""Наше""","Орловская область, г. Ливны, ул. Дружбы Народов, 119-а",,,,,
,Предприятие :,ООО,"""Сатурн""",Руководитель,Шилов Николай Михайлович,,
,"303801, Орловская область, Ливенский район, поселок Сахзаводской",Телефон:,Ливе,ИНН,5715004637,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,86,6/30/2011,6/30/2012,6/30/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Сатурн""","Орловская область, Ливенский район, пос. Сахзаводской на ",,,,,
,автодороге Ливны-Крутое,,,,,,
,Предприятие :,ООО,"""Возрождение""",Руководитель,Бутусова Наталья Анатольевна,,
,"302011, Российская Федерация, г. Орёл,  Новосильское шоссе, д. 10",Телефон:,54-39-47,Жел,ИНН,5751010724,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,78,7/1/2011,7/1/2016,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Петрович""","Орловская область, г.Орёл, Московское шоссе, д. 162а",,,,,
,Предприятие :,ООО,"""ГЕРМЕС""",Руководитель,Олефиров Анатолий Анатольевич,,
,"302004, Орловская область, г. Орёл, ул. 3-я Курская, 1",Телефон:,42-02-22,Жел,ИНН,5751040510,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,88,7/5/2011,7/5/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"павильон ""Трёшка""","Орловская область, г. Орёл, ул. 3-я Курская, 1",,,,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,88,7/5/2011,7/5/2012,7/5/2013,Кол-во объектов,1
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Трёшка""","Орловская область, г. Орёл, ул. 3-я Курская, 1",,,,,
,Страница,49,,,,,
,,,,,,,
,Предприятие :,ООО,"""Аленушка""",Руководитель,Беспалова Ольга Алексеевна,,
,"303841, Орловская область, Ливенский район, д.Вахново, ул.Центральная, 42-а",Телефон:,  7-45-67,Ливе,ИНН,5715004725,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,91,7/12/2011,8/3/2011,8/3/2012,Кол-во объектов,2
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Аленушка""","Орловская область,Ливенский район,д.Вахново,ул.Центральная, ",,,,,
,42-а,,,,,,
,"магазин ""Березка""","Орловская область, Ливенский район, с. Бараново, ул. Войнова, ",,,,,
,47а,,,,,,
,Предприятие :,ООО,"""Аква-ритейл""",Руководитель,Саруханов Сергей Сергеевич,,
,"302043, РФ, Орловская область, г. Орёл, ул. Комсомольская, д. 235 а, пом. 44",Телефон:,72-22-24,Зав,ИНН,5752049700,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,95,7/15/2011,4/8/2015,Кол-во объектов,3,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Зайди""","Орловская область, г. Орел, ул. Комсомольская, д. 235 а, пом. 44",,,,,
,"магазин ""Зайди""","Орловская область, г. Орел, ул. Рощинская, д. 17 а, пом. 61",,,,,
,"магазин ""Зайди""","Орловская область, г. Орел, Наугорское шоссе, д. 40",,,,,
,Предприятие :,ООО,"""Жемчужинка""",Руководитель,Демидов Александр Егорович,,
,"303808, Орловская область, Ливенский район, с. Сергиевское, ул. Пентюхова, ",Телефон:,Ливе,ИНН,5715005609,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,99,7/21/2011,7/21/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Жемчужинка""","Орловская область, Ливенский район, с. Сергиевское, ул. ",,,,,
,"Пентюхова, д. 1",,,,,,
,Предприятие :,ООО,"""Мария""",Руководитель,Воронина Лидия Павловна,,
,"302006, РФ, Орловская область, г. Орёл, ул. Орджоникидзе, д. 2",Телефон:,42-89-89,Жел,ИНН,5751030551,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,96,7/21/2011,7/21/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""Мария""","Орловская область, г. Орёл, ул. Орджоникидзе, д.2",,,,,
,Предприятие :,ООО,"""Слон""",Руководитель,Хоботов Владимир Сергеевич,,
,"Орловская область, Орловский район, с/п Образцовское, д. Гать, ул. ",Телефон:,Орло,ИНН,5720018191,,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,98,7/21/2011,7/21/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,магазин,"Орловская область, Орловский район, с/п Образцовское, д. Гать, ",,,,,
,"ул. Городская, д. 67, Лит. А",,,,,,
,Предприятие :,ООО,"""Торгстрой""",Руководитель,Морозова Елена Викторовна,,
,"г. Орёл, ул. Грузовая, д.117",Телефон:,54-13-28,Жел,ИНН,5751020289,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,105,7/21/2011,7/21/2012,Кол-во объектов,2,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Продмаркет""","Орловская обалсть,г.Орел,ул.Поселковая, д.4",,,,,
,"магазин ""Продукты""","Орловская область,г.Орел,ул.Металлургов, д.36а",,,,,
,Предприятие :,ООО,"""Каден""",Руководитель,Моисей Надежда Ивановна,,
,"303100, Орловская  область, Знаменский район, с. Знаменское, ул. Совхозная, ",Телефон:,  2-10-06,Знам,ИНН,5710001946,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,102,7/22/2011,6/30/2013,Кол-во объектов,3,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Новинка""","Орловская обл., Знаменский р-н, с. Знаменское, ул. Совхозная, д.1а",,,,,
,"магазин ""Новинка""","Орловская область, Знаменский район, с. Селихово, ул. ",,,,,
,"Центральная, д. 1а",,,,,,
,"магазин ""На Шаумяна""","г. Орёл,  ул. Сурена Шаумяна, д. 32, пом. 58",,,,,
,Страница,50,,,,,
,,,,,,,
,Предприятие :,ООО,"""Перспектива""",Руководитель,Задорина Любовь Викторовна,,
,"302001, г. Орёл, ул. Панчука, д.52",Телефон:,48-58-45,Зав,ИНН,5752040200,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,101,7/22/2011,7/22/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Орлей""","Орловская область, г. Орёл, ул. Панчука, д. 52",,,,,
,Предприятие :,ООО,"""Лада""",Руководитель,Шихахмедов Тельман Ярахмедович,,
,"Россия, 303031, Орловская область, г. Мценск, ул. Гагарина, д. 72",Телефон:,  4-12-92,МцеГ,ИНН,5703013210,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,104,7/27/2011,7/27/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Продукты""","Орловская область, г. Мценск, ул. Гагарина, д. 72",,,,,
,Предприятие :,ООО,"""Выгодный""",Руководитель,Петрова Мария Ивановна,,
,"г. Орел, ул. Комсомольская, д.235 а",Телефон:,72-03-24,Зав,ИНН,5752040658,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,289,8/3/2011,8/3/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Выгодный""","Орловская область, г. Орел, ул. Комсомольская, д. 235 а",,,,,
,Предприятие :,ООО,"""КАФЕ""",Руководитель,Лаврикова Алина Николаевна,,
,"302029, город Орёл, Московское шоссе, дом 54, помещение 2",Телефон:,33-75-05,Сев,ИНН,5751030181,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,37,8/3/2011,8/3/2014,Кол-во объектов,3,
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""Бест""","Орловская обл., г. Орел, Московское шоссе, д.54, пом.2",,,,,
,"кафе ""Бест""","Орловская область, г. Орел, ул. Генерала Родина, д. 14, лит. А",,,,,
,"кафе ""Бест""","Орловская область, г. Орел, ул. Тургенева, д.42",,,,,
,Предприятие :,ООО,"ТЦ ""Золото Черноземья""",Руководитель,Суханов Дмитрий Геннадьевич,,
,"302030, Россия, г. Орёл, ул. Степана Разина, д.10 Г",Телефон:,55-28-98,Жел,ИНН,5751030463,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,13,8/4/2011,8/4/2012,Кол-во объектов,2,
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""Сытный Дворик""","Орловская обл., г. Орел, ул. Степана Разина, д. 10 ""г""",,,,,
,"закусочная ""Сытный Дворик""","Орловская область, г. Орел, ул. Комсомольская, д. 308, лит. ""Д"", ",,,,,
,пом. №  15,,,,,,
,Предприятие :,ООО,"""Трасса""",Руководитель,Карлова Евгения Борисовна,,
,"Орловская обл.,Орловский р-н, установлено относительно ориентира ",Телефон:,55-60-11,Орло,ИНН,5720013073,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,114,8/9/2011,8/9/2013,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"закусочная ""Трасса""","Орл. обл.,Орл. р-н, лит. А, установлено относительно ориентира ",,,,,
,349 км.+340 автодор. Москва-Харьков,,,,,,
,Предприятие :,ООО,"""Новый день""",Руководитель,Данилов Сергей Николаевич,,
,"303140, Россия, Орловская область, г. Болхов, ул. Ленина, д. 43",Телефон:,  2-30-86,БолГ,ИНН,5704004956,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,111,8/10/2011,8/10/2012,Кол-во объектов,3,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Продукты""","Орловская обл., Болховский р-н, г. Болхов, ул. Некрасова, д.151 ""а""",,,,,
,"кафе ""Золотой бар""","Орловская обл., Болховский р-н, г. Болхов, ул. Ленина, д.47",,,,,
,"закусочная ""Кондитерское""","Опрловская обл., Болховский р-н, г. Болхов, ул. Ленина, д.47",,,,,
,Страница,51,,,,,
,,,,,,,
,Предприятие :,ООО,"""Купер""",Руководитель,Илюхина Анна Анисимовна,,
,"302004, РФ, г. Орёл, ул.Фомина, д.10",Телефон:,54-16-48,Жел,ИНН,5751030819,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,115,8/11/2011,8/11/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"кафе ""Виктория""","Орловская область,г.Орёл, ул.Фомина,д.10,пом.7",,,,,
,Предприятие :,ООО,"""МАРТ""",Руководитель,Мартынов Василий Викторович,,
,"Российская Федерация, Орловская область, г.Орёл, ул.Нормандия-Неман, д.10 ",Телефон:,77-06-13,Зав,ИНН,5752038923,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,113,8/11/2011,8/11/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Продукты""","Орловская область,г.Орел,ул.Нормандия-Неман, д. 10а",,,,,
,Предприятие :,ООО,"""Три орешка""",Руководитель,Неврова Марина Николаевна,,
,"302014,г.Орёл, ул. Достоевского, д.6, пом. 22",Телефон:,72-54-87,Зав,ИНН,5752040087,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,110,8/11/2011,8/11/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Три орешка""","г.Орёл, ул. Достоевского, д. 6, ул. Достоевского, д. 6, пом. 22",,,,,
,Предприятие :,ООО,"""Л.Е.В.""",Руководитель,Левковец Евгений Владимирович,,
,"303180, РФ, Орловская область, Покровский район, с. Дросково, ул. Советская,",Телефон:,  2-62-20,Свер,ИНН,5721006304,
,Лицензия:,Срок действия,Дата переоформления,,,,
ОРЛ-01,/,46,8/13/2011,8/13/2012,Кол-во объектов,1,
,Наименование объекта,Адрес объекта,,,,,
,"магазин ""Дросковский""","Орловская область, Покровский район, Дросковский с/с, с. ",,,,,
