41180,28-Sep-12,,,,,,,,,,,,,
Орг_Прав_Форма,Краткое Наименование,ИНН,Код_ОКПО,Город,Улица,ГородФ,УлицаФ,Поле86,Номер лиценз,Серия бланка,Бланк,Начало действ лицензии,Конец действия лицензии,Конец Срока Продления
Общество с ограниченной ответственностью,"Научно-коммерческое предприятие ""СВЕН""",7018012708,36286756,г. Томск,"пр. Ленина, 36, корпус 2, кв. 2",г.Томск,,ТОМ,005590АЛ00,70МЕ,2205,6/14/2012,6/14/2013,
Общество с ограниченной ответственностью,"ООО ""Бистро Молодежное""",7017010257,49397150,г. Томск,"ул. Тверская, д.88, кв.19",г.Томск,,ТОМ,005652АЛ00,70МЕ,2275,3/18/2012,3/18/2013,
Общество с ограниченной ответственностью,"ООО ""РИК-С""",7020017020,36304537,г. Томск,"ул. Ивановского, 13",г.Томск,,ТОМ,005441АЛ00,70МЕ,2026,3/18/2012,3/18/2013,
Общество с ограниченной ответственностью,"ООО ""Ве-Ра""",7017046687,2089047,г. Томск,"ул. Р. Люксембург 56а, стр.1",г.Томск,"ул.Нахимова, д.15",ТОМ,005804АЛ10,70МЕ,2461,5/23/2012,5/23/2013,
Общество с ограниченной ответственностью,"ООО ""Магазин ""Елочка""",7017001453,20682094,г. Томск,"ул.Красноармейская,101",г.Томск,,ТОМ,005440АЛ00,70МЕ,2463,5/23/2012,5/23/2013,
Общество с ограниченной ответственностью,"ООО ""Экстра-М""",7017058971,58915460,г. Томск,"ул.Герцена, 68, стр.2",г.Томск,,ТОМ,005468АЛ00,70МЕ,2048,5/23/2012,5/23/2013,
Общество с ограниченной ответственностью,"ООО ""Сократ""",7021044996,44227905,г. Томск,"ул. Красноармейская. 114 ""б""",г.Томск,,ТОМ,005635АЛ00,70МЕ,2256,5/23/2012,5/23/2013,
Общество с ограниченной ответственностью,"ООО ""Магазин ""Русский""",7017008593,49395300,г. Томск,"ул. Матросова, 10",г.Томск,,ТОМ,005783АЛ00,70МЕ,2429,5/23/2012,5/23/2013,
Общество с ограниченной ответственностью,"ООО ""ВаСта""",7021060437,20892868,г. Томск,"ул. Гагарина, д. 31",г.Томск,,ТОМ,005303АЛ00,70МЕ,1519,5/23/2012,5/23/2013,
Общество с ограниченной ответственностью,"ООО ""САНЬЕ""",7019012250,28846543,г. Томск,"ул. Учительская, 62",г.Томск,"пр. Ленина, 194",ТОМ,005316АЛ06,70МЕ,1534,5/23/2012,5/23/2013,
Общество с ограниченной ответственностью,"ООО ""Тайм""",7021059664,25968793,г. Томск,"ул. Советская, 47",г.Томск,,ТОМ,005494АЛ00,70МЕ,2089,4/4/2012,4/4/2013,
Общество с ограниченной ответственностью,"ООО ""Торговый дом ""Томскгазстрой""",7017005105,28825601,г. Томск,"пр. Фрунзе, д.98, кв. 241",г.Томск,,ТОМ,003496АЛ00,70МЕ,1188,6/1/2012,6/1/2014,
Общество с ограниченной ответственностью,"ООО ""ГРАН""",7020008096,124400046,г. Томск,"ул. Белинского, д. 53",г.Томск,"634050, пл. Ново-Соборная, 2 (Внрхний гастроном)",ТОМ,005532АЛ01,70МЕ,2128,6/1/2012,6/1/2014,
Общество с ограниченной ответственностью,"ООО ""КАССИОПЕЯ""",7017006660,49392164,г. Томск,"ул. Пушкина, 27 Б",г.Томск,,ТОМ,005537АЛ00,70МЕ,2134,6/1/2012,6/1/2014,
Общество с ограниченной ответственностью,"ООО ""Немецкий хлеб   ""НИКЕС""",7017011074,49398818,г. Томск,"ул.Красноармейская, д.18",г.Томск,,ТОМ,004957АЛ00,70МЕ,454,6/21/2012,6/21/2013,
Общество с ограниченной ответственностью,"ООО ""Магазин Ласточка""",7017061999,20695470,г. Томск,"Иркутский тракт, 162",г.Томск,,ТОМ,005543АЛ00,70МЕ,2143,6/21/2012,6/21/2013,
Общество с ограниченной ответственностью,"ООО ""Ладья ТМ""",7018045478,46627678,г. Томск,"пер. Нахимова,2",г.Томск,,ТОМ,005556АЛ00,70МЕ,2161,8/1/2012,6/21/2013,
Общество с ограниченной ответственностью,"ООО ""Торговый дом ""Каравай""",7019039460,49388406,г. Томск,"ул. Лебедева, 104",г.Томск,,ТОМ,005555АЛ00,70МЕ,2158,6/27/2012,6/27/2013,
Общество с ограниченной ответственностью,"ООО ""Братья Коцоевы""",7018011824,20680988,г. Томск,"ул. Белинского, 58 а",г.Томск,,ТОМ,005593АЛ00,70МЕ,2208,6/27/2012,6/27/2013,
Общество с ограниченной ответственностью,"ООО ""Маргпром""",7020030479,44238085,г. Томск,"ул. Сергея Лазо, 3 б, стр. 2",г.Томск,,ТОМ,005659АЛ00,70МЕ,2284,6/14/2012,6/14/2014,
Общество с ограниченной ответственностью,"ООО ""Магазин ""Юбилейный""",7017000146,20682071,г. Томск,"ул. Елизаровых, 41",г.Томск,,ТОМ,005645АЛ00,70МЕ,2268,6/14/2012,6/14/2014,
Общество с ограниченной ответственностью,"ООО ""Кирева""",7019034616,46635956,г. Томск,"ул. Мельничная, 38б",г.Томск,"634009 ул. Мельничная, 38в",ТОМ,005629АЛ01,70МЕ,2252,7/5/2012,6/14/2014,
Общество с ограниченной ответственностью,"ООО ""Элегант""",7020007448,20903253,г. Томск,"Иркутский тракт, 74",г.Томск,,ТОМ,005653АЛ00,70МЕ,2277,7/5/2012,6/14/2014,
Общество с ограниченной ответственностью,"ООО ""АНИ""",7017005176,24632615,г. Томск,"пр. Фрунзе, 92 В",г.Томск,,ТОМ,005616АЛ00,70МЕ,2232,7/27/2012,7/27/2013,
Общество с ограниченной ответственностью,"ООО ""Век""",7017029900,55726617,г. Томск,"ул. Клюева, 3 - 2",г.Томск,,ТОМ,005745АЛ00,70МЕ,2387,1/25/2010,1/25/2015,
Общество с ограниченной ответственностью,"ООО ""ТТК-М""",7021051866,46633319,г. Томск,"пер. Старо-Деповской, д.3/1, стр.1",г.Томск,Вагон-ресторан №  088 63250,ТОМ,005657АЛ72,70МЕ,2281,1/25/2010,1/25/2015,
Общество с ограниченной ответственностью,"ООО ""Игросервис""",7017049871,28845756,г. Томск,"Северный городок, 48/1",г.Томск,,ТОМ,005691АЛ00,70МЕ,2322,7/11/2012,7/11/2013,
Общество с ограниченной ответственностью,"ООО ""КОМАКС""",7021043382,36289269,г. Томск,"ул. Белинского,29",г.Томск,,ТОМ,005086АЛ00,70МЕ,1172,7/11/2012,7/11/2013,
Общество с ограниченной ответственностью,"ООО ""Фирма генерального управления продажами ЗПП  ""Томский""",7017098484,73730516,г. Томск,"Иркутский проезд, 1, стр.3",г.Томск,"Иркутский тракт, 114/1",ТОМ,005726АЛ04,70МЕ,2366,7/9/2012,7/9/2014,
Общество с ограниченной ответственностью,"ООО ""Валентина""",7017101803,73734425,г. Томск,"ул. Пушкина, 7""а""",г.Томск,"ул. Пушкина, 7""а""",ТОМ,002815АЛ01,70МЕ,388,7/9/2012,7/9/2014,
Общество с ограниченной ответственностью,"ООО ""Седьмое небо""",7017090728,71730435,г. Томск,"ул.Мокрушина, д.9, стр.16, к. 3",г.Томск,,ТОМ,002925АЛ00,70МЕ,435,9/17/2012,9/17/2013,
Общество с ограниченной ответственностью,"ООО ""Центр досуга и спорта""",7017050524,34041683,г. Томск,"ул. Красноармейская, 120",г.Томск,,ТОМ,004955АЛ00,70МЕ,452,9/17/2012,9/17/2013,
Общество с ограниченной ответственностью,"ООО ""ИнтерОпт""",7017097843,71738525,г. Томск,"ул. Дальне-Ключевская, 64",г.Томск,"ул. Дальне-Ключевская, 64",ТОМ,003013АЛ01,70МЕ,478,4/5/2012,4/5/2014,
Общество с ограниченной ответственностью,"ООО ""Студенческий""",7017000509,20893075,г. Томск,"ул. Усова,17",г.Томск,,ТОМ,003022АЛ00,70МЕ,480,4/5/2012,4/5/2014,
Потребительское общество,"ПО ""Томский пищекомбинат""",7014036810,46627454,Томский район,"с.Наумовка, ул. Пролетарская, 40",г.Томск,,ТОМ,003119АЛ00,70МЕ,1010,5/23/2012,5/23/2013,
Общество с ограниченной ответственностью,"ООО ""Паллада""",7014026971,493919986,Томский район,"п. Зональная Станция, ул. 40 лет Победы, 2",г.Томск,"ул. 3-я Рабочая, 9",ТОМ,003120АЛ02,70МЕ,1408,5/23/2012,5/23/2013,
Общество с ограниченной ответственностью,"ООО ""Сибмяспром-С""",7017049952,28844627,г. Томск,"ул. Красноармейская, 143 а",г.Томск,,ТОМ,003182АЛ00,70МЕ,1043,9/9/2011,9/9/2016,
Общество с ограниченной ответственностью,"ООО ""Промтехинвест""",7017049310,28830861,г. Томск,"1-ый Вилюйский проезд, 10",г.Томск,,ТОМ,005084АЛ00,70МЕ,1170,9/9/2011,9/9/2016,
Общество с ограниченной ответственностью,"ООО ""Септима-Север""",7014026636,20886135,Томский район,"с. Воронино, пер. Тихий, д. 9",г.Томск,,ТОМ,005324АЛ00,70МЕ,1542,9/9/2011,9/9/2016,
Общество с ограниченной ответственностью,"ООО ""Торгово-производственное объединение ""Манотомь""",7017045193,20683024,г. Томск,"пр. Комсомольский, 62",г.Томск,,ТОМ,005033АЛ00,70МЕ,1082,9/9/2011,9/9/2016,
Общество с ограниченной ответственностью,"ООО ""Томпит""",7017109753,7374425,г. Томск,"пр. Ленина, 127 стр.3",г.Томск,,ТОМ,005059АЛ00,70МЕ,1122,9/15/2011,9/9/2016,
Общество с ограниченной ответственностью,"ООО ""Милан""",7017028529,55724713,г. Томск,"пр. Кирова, 34 а - 22",г.Томск,,ТОМ,003471АЛ00,70МЕ,1174,9/15/2011,9/9/2016,
Общество с ограниченной ответственностью,"ООО ""Великая стена""",7017126572,76656039,г. Томск,"пр. Фрунзе,д.129",г.Томск,,ТОМ,003484АЛ00,70МЕ,1169,9/10/2012,9/10/2016,
Общество с ограниченной ответственностью,"ООО ""Лима""",7017126540,76656097,г. Томск,"ул. Рабочая, 11 а",г.Томск,,ТОМ,003483АЛ00,70МЕ,1181,9/10/2012,9/10/2016,
Общество с ограниченной ответственностью,"ООО ""Веселый хуторок""",7017126117,76655554,г. Томск,"ул. Пролетарская, 38 в, стр.4",г.Томск,"пр. Ленина, 10",ТОМ,003486АЛ37,70МЕ,1185,9/10/2012,9/10/2016,
Общество с ограниченной ответственностью,"ООО ""Торговый Дом ""Братья Коцоевы""",7017039030,1314947,г. Томск,"ул. Белинского, д. 58а",г.Томск,"ул. Белинского, 58а",ТОМ,003526АЛ01,70МЕ,1203,9/10/2012,9/10/2016,
Общество с ограниченной ответственностью,"ООО ""РосТоргСервис""",7017129622,76657582,г. Томск,"пер. Дунайский, д.3",г.Томск,"ул. Героев Чубаровцев, 63",ТОМ,003559АЛ01,70МЕ,1219,9/10/2012,9/10/2016,
Общество с ограниченной ответственностью,"ООО ""Августо""",7017129728,76657566,г. Томск,"ул. Тверская, 81-87",г.Томск,,ТОМ,003565АЛ00,70МЕ,1234,9/11/2012,9/10/2016,
Общество с ограниченной ответственностью,"ООО ""Лисана""",7017129774,76657257,г. Томск,"пр. Кирова, 56""г""",г.Томск,"пр. Кирова, 56""г""",ТОМ,003575АЛ01,70МЕ,1225,9/10/2012,9/10/2016,
Общество с ограниченной ответственностью,"ООО ""Каринэ""",7017128450,76657429,г. Томск,"ул. Елизаровых, 51",г.Томск,,ТОМ,005119АЛ00,70МЕ,1252,9/10/2012,9/10/2016,
Общество с ограниченной ответственностью,"ООО ""Севан""",7017129206,76659523,г. Томск,"пер. Светлый, 21",г.Томск,,ТОМ,003579АЛ00,70МЕ,1232,9/10/2012,9/10/2016,
Общество с ограниченной ответственностью,"ООО ""Бриз""",7017130593,79192422,г. Томск,"пр. Фрунзе, 119 д",г.Томск,,ТОМ,005123АЛ00,70МЕ,1257,9/10/2012,9/10/2016,
Общество с ограниченной ответственностью,"ООО ""Вера-Л""",7014031675,53103548,Томский район,"п.Зональная Станция,ул.Молодежная,29-1",г.Томск,"ул. Интернационалистов, 19/1",ТОМ,005149АЛ01,70МЕ,1309,9/10/2012,9/10/2016,
Общество с ограниченной ответственностью,"ООО ""Абсолют""",7017131903,79193433,г. Томск,"ул. Железнодорожная,д.28,кв.4",г.Томск,,ТОМ,003599АЛ00,70МЕ,1231,9/10/2012,9/10/2016,
Общество с ограниченной ответственностью,"ООО ""Полная чаша""",7017131808,79193137,г. Томск,"ул. Вавилова, 14, кв. 16",г.Томск,,ТОМ,005142АЛ00,70МЕ,1297,9/10/2012,9/10/2016,
Общество с ограниченной ответственностью,"ООО ""Роман""",7017128989,76659380,г. Томск,"ул. Севастопольская,д.130",г.Томск,,ТОМ,003613АЛ00,70МЕ,1249,9/10/2012,9/10/2016,
Общество с ограниченной ответственностью,"ООО ""Санар""",7017131340,79192758,г. Томск,"ул. Каховская, 109",г.Томск,,ТОМ,003616АЛ00,70МЕ,1233,9/11/2012,9/10/2016,
Общество с ограниченной ответственностью,"ООО ""Ника""",7017131621,79192333,г. Томск,"ул. Железнодорожная,32,кв.77",г.Томск,"Иркутский тракт, 10""а""",ТОМ,003614АЛ01,70МЕ,1237,9/12/2012,9/12/2013,
Общество с ограниченной ответственностью,"ООО ""Неженка""",7021014342,20887637,г. Томск,"пр. Фрунзе, 88",г.Томск,"пр. Мира, 21",ТОМ,003620АЛ01,70МЕ,1283,9/12/2012,9/12/2013,
Общество с ограниченной ответственностью,"ООО ""Фора""",7017131942,79193203,г. Томск,"пр. Комсомольский,д.39/1,кв.74",г.Томск,"ул. 79 Гв. дивизии, 8""б""",ТОМ,003685АЛ01,70МЕ,1262,9/12/2012,9/12/2013,
Общество с ограниченной ответственностью,"ООО ""Мираж""",7017131526,79192296,г. Томск,"п. Кузовлево, ул. Молодежная, 4 - 1",г.Томск,,ТОМ,003629АЛ00,70МЕ,1267,9/30/2011,9/30/2014,
Общество с ограниченной ответственностью,"ООО ""Теремок""",7017001100,20688323,г. Томск,"ул. Новосибирская, 45",г.Томск,,ТОМ,005125АЛ00,70МЕ,1259,11/16/2011,9/30/2014,
Общество с ограниченной ответственностью,"ООО ""МАК""",7017133530,79194496,г. Томск,"пр. Мира, 19, кв. 41",г.Томск,"пр. Ленина, 84",ТОМ,003675АЛ01,70МЕ,1298,9/30/2011,9/30/2014,
Общество с ограниченной ответственностью,"ООО ""Стрелец""",7017133072,79194036,г. Томск,"ул. Максима Горького,д.38,кв.2",г.Томск,"пр. Мира, 22",ТОМ,003644АЛ01,70МЕ,1250,10/24/2011,9/30/2014,
Общество с ограниченной ответственностью,"ООО ""Кино и Музыка""",7017128308,76657398,г. Томск,ул.Пролетарская 49-7,г.Томск,,ТОМ,003650АЛ00,70МЕ,1288,12/29/2011,9/30/2014,
Общество с ограниченной ответственностью,"ООО ""Глижен""",7017092901,71732586,г. Томск,"пр. Ленина, 28",г.Томск,"пр. Ленина, 28",ТОМ,003652АЛ01,70МЕ,1275,5/3/2012,5/3/2013,
Общество с ограниченной ответственностью,"ООО ""Юлия""",7017132801,79193551,г. Томск,"ул. С. Лазо, 27, кв. 44",г.Томск,"ул. Мичурина, 97""а""",ТОМ,003659АЛ01,70МЕ,1264,5/3/2012,5/3/2013,
Общество с ограниченной ответственностью,"ООО ""Звездный""",7017133178,79193605,г. Томск,"Иркутский тракт, д.51, кв.305",г.Томск,,ТОМ,003656АЛ00,70МЕ,1242,8/3/2012,8/3/2013,
Общество с ограниченной ответственностью,"ООО ""Компания ""ТомХлеб""",7017131580,79190191,г. Томск,"Мичурина, д. 108",г.Томск,,ТОМ,003669АЛ00,70МЕ,1291,8/3/2012,8/3/2013,
Общество с ограниченной ответственностью,"ООО ""РОСО""",7017036431,55734746,г. Томск,"Ленина, д. 190, стр. 2",г.Томск,,ТОМ,005252АЛ00,70МЕ,1450,1/28/2010,1/28/2015,
Общество с ограниченной ответственностью,"ООО ""Успех""",7017130770,79191977,г. Томск,"ул. Пролетарская, 18-214",г.Томск,,ТОМ,003682АЛ00,70МЕ,1276,1/28/2010,1/28/2015,
Общество с ограниченной ответственностью,"ООО ""Гермес""",7017127858,76658127,г. Томск,"ул. Старо-Деповская, 11",г.Томск,"ул. Воказльная, 63г",ТОМ,003681АЛ01,70МЕ,1290,1/28/2010,1/28/2015,
Общество с ограниченной ответственностью,"ООО ""Стелла""",7017129950,76659693,г. Томск,"ул. Октябрьская,д.8,кв.2",г.Томск,,ТОМ,003677АЛ00,70МЕ,1303,1/28/2010,1/28/2015,
Общество с ограниченной ответственностью,"ООО ""Оптовый центр ""АТМ""",7017045387,12443961,г. Томск,"ул.Бердская, 18",г.Томск,"ул. Вокзальная, 21",ТОМ,003680АЛ01,70МЕ,1221,1/28/2010,1/28/2015,
Открытое акционерное общество,"ОАО ""ЗПП ""Томский""",7017131950,,г. Томск,"Комсомольский, 62",г.Томск,,ТОМ,003686АЛ00,70МЕ,1629,1/28/2010,1/28/2015,
Общество с ограниченной ответственностью,"ООО ""Афган""",7017133354,,г. Томск,"пер. Макушина, д. 7, кв. 5",г.Томск,,ТОМ,005564АЛ00,70МЕ,2169,1/28/2010,1/28/2015,
Общество с ограниченной ответственностью,"ООО ""Ной""",7017137091,,г. Томск,"ул. Герцена, 6 стр.1",г.Томск,,ТОМ,003710АЛ00,70МЕ,1657,1/28/2010,1/28/2015,
Общество с ограниченной ответственностью,"ООО ""РЕНТА""",7017122320,,г. Томск,"ул. Березовая, 8",г.Томск,,ТОМ,005576АЛ00,70МЕ,2185,1/28/2010,1/28/2015,
Общество с ограниченной ответственностью,"ООО ""АГЕС""",7017133788,,г. Томск,"ул.79 Гв. Дивизии,19/4",г.Томск,,ТОМ,005289АЛ00,70МЕ,1505,1/28/2010,1/28/2015,
Общество с ограниченной ответственностью,"ООО ""Компания Холидей""",5406277570,,Новосибирская область,"р.п. Кольцово, 12 а",г.Томск,"ул. Красноармейская, 44",ТОМ,003719АЛ02,70МЕ,1667,11/25/2011,11/25/2014,
Общество с ограниченной ответственностью,"ООО ""Три пятерки""",7017132992,,г. Томск,"пр. Ленина, 212""а""",г.Томск,,ТОМ,005310АЛ00,70МЕ,1526,11/25/2011,11/25/2014,
Общество с ограниченной ответственностью,"ООО ""Мадина""",7017137800,,г. Томск,"пер. Соляной, 48",г.Томск,,ТОМ,005574АЛ00,70МЕ,2183,###############################################################################################################################################################################################################################################################,10/14/2013,
Общество с ограниченной ответственностью,"ООО ""Колодина""",7017133121,,г. Томск,"мкр. Наука, ул. Северянка, 12б",г.Томск,,ТОМ,003727АЛ00,70МЕ,1659,10/14/2008,10/14/2013,
Общество с ограниченной ответственностью,"ООО ""Кафе Клаб""",7017109947,,г. Томск,"ул.Красноармейская, 114",г.Томск,"ул. Красноармейская, 114",ТОМ,003495АЛ01,70МЕ,1186,10/14/2008,10/14/2013,
Общество с ограниченной ответственностью,"ООО ""Надежда""",7017139846,,г. Томск,"ул. Смирнова, 23",г.Томск,"ул. Герасименко, 1/13 (магазин)",ТОМ,005597АЛ02,70МЕ,2212,10/14/2008,10/14/2013,
Общество с ограниченной ответственностью,"ООО ""ВЕОНА""",7017138585,,г. Томск,"п.Кузовлево, ул.Кузовлевский  тракт, 15",г.Томск,,ТОМ,005315АЛ00,70МЕ,1533,10/14/2008,10/14/2013,
Общество с ограниченной ответственностью,"ООО ""Андеграунд""",7017110237,,г. Томск,"пр. Ленина, 46",г.Томск,,ТОМ,005587АЛ00,70МЕ,2202,10/14/2008,10/14/2013,
Общество с ограниченной ответственностью,"ООО ""СИБСЕРВИС""",7017110741,,г. Томск,"пер. Светлый, д.32, кв. 40",г.Томск,,ТОМ,005625АЛ00,70МЕ,2242,10/14/2008,10/14/2013,
Общество с ограниченной ответственностью,"ООО ""Престиж""",7017141281,,г. Томск,"ул. Усова, 21/9",г.Томск,"ул. Енисейская, 4",ТОМ,005798АЛ01,70МЕ,2449,10/14/2008,10/14/2013,
Общество с ограниченной ответственностью,"ООО ""СИБИРЬ - АЛКО""",7017132600,,г. Томск,"пр. Кирова, 21- 7",г.Томск,"пр. Ленина, д. 193",ТОМ,005293АЛ17,70МЕ,1509,5/7/2009,10/14/2013,
Общество с ограниченной ответственностью,"ООО ""Город-V""",7017124328,,г. Томск,"Белинского, 53 А",г.Томск,,ТОМ,005601АЛ00,70МЕ,2216,11/29/2011,10/14/2013,
Общество с ограниченной ответственностью,"ООО ""Фомин""",7017141179,,г. Томск,"ул. Кутузова, 1""а""",г.Томск,,ТОМ,003784АЛ00,70МЕ,1707,12/25/2011,12/25/2012,
Общество с ограниченной ответственностью,"ООО ""ТомРитейл""",7017139532,,г. Томск,"ул. Кулагина, 6в",г.Томск,,ТОМ,003788АЛ00,70МЕ,1705,12/25/2011,12/25/2012,
Общество с ограниченной ответственностью,"ООО ""Грант""",7017133611,,г. Томск,"пер. Южный,4",г.Томск,,ТОМ,005620АЛ00,70МЕ,2236,12/25/2011,12/25/2012,
Общество с ограниченной ответственностью,"ООО ""Янушкевич ВС""",7014045050,,Томский район,"с. Богашево, ул. Советская, 6",г.Томск,"634526 Лоскутово, ул. Гагарина, 37-87",ТОМ,005606АЛ01,70МЕ,2222,12/27/2011,12/27/2012,
Общество с ограниченной ответственностью,"ООО ""ОДА""",7017135087,,г. Томск,"ул. Елизаровых, 43",г.Томск,,ТОМ,003815АЛ00,70МЕ,1734,12/27/2011,12/27/2012,
Общество с ограниченной ответственностью,"ООО ""Хелси""",7020000347,,г. Томск,"Пушкина, д. 27",г.Томск,"ул. Пушкина, 27",ТОМ,003809АЛ01,70МЕ,1731,12/13/2007,12/13/2012,
Общество с ограниченной ответственностью,"ООО ""ТиСрегион""",7017143112,,г. Томск,"ул. Профсоюзная,23 б",г.Томск,"634024, ул. Профсоюзная, 23б (магазин)",ТОМ,005603АЛ01,70МЕ,2218,12/13/2007,12/13/2012,
Общество с ограниченной ответственностью,"ООО ""Аркада""",7021013684,,г. Томск,"ул. Белинского, 62",г.Томск,,ТОМ,003812АЛ00,70МЕ,1735,1/22/2012,1/22/2013,
Общество с ограниченной ответственностью,"ООО ""Глинкина""",7017131780,,г. Томск,"ул. Строевая, 26 А",г.Томск,,ТОМ,005627АЛ00,70МЕ,2245,1/22/2012,1/22/2013,
Общество с ограниченной ответственностью,"ООО ""Кристина""",7017140440,,г. Томск,"ул. Ломоносова,д.5",г.Томск,,ТОМ,005810АЛ00,70МЕ,2472,2/9/2012,2/9/2013,
Общество с ограниченной ответственностью,"ООО ""Лада""",7017132590,,г. Томск,"Иркутский тракт, 194, кв. 85",г.Томск,"Иркутский тракт, 177 б",ТОМ,003833АЛ01,70МЕ,1801,2/9/2012,2/9/2013,
Общество с ограниченной ответственностью,"ООО ""Дудина""",7017144740,,г. Томск,"ул. Алтайская, 128, корп. 1",г.Томск,,ТОМ,005712АЛ00,70МЕ,2349,2/9/2012,2/9/2013,
Общество с ограниченной ответственностью,"ООО ""Лакоста""",7017133308,,г. Томск,"ул.К.Маркса, 36-95",г.Томск,ул. Ивана Черных. 1 (магазин),ТОМ,005694АЛ02,70МЕ,2324,2/26/2012,2/26/2013,
Общество с ограниченной ответственностью,"ООО ""Партнер""",7017145945,,г. Томск,"Сибирская, 33/2",г.Томск,,ТОМ,003855АЛ00,70МЕ,1739,2/26/2012,2/26/2013,
Общество с ограниченной ответственностью,"ООО ""Компания ""Алиса""",7017143264,,г. Томск,"Усова, д. 25/1",г.Томск,,ТОМ,005656АЛ00,70МЕ,2280,2/26/2012,2/26/2013,
Общество с ограниченной ответственностью,"ООО ""Ассортимент""",7017143909,,г. Томск,"Кулева, д. 3",г.Томск,,ТОМ,005671АЛ00,70МЕ,2297,2/26/2012,2/26/2013,
