"Реестр действующих, приостановленных лицензий на 01.10.2012",,,,,,,,,,,,
вид деятельности: розничная продажа алкогольной продукции,,,,,,,,,,,,
,,,,,,,,,,,,
,Название/ФИО,Адрес,ИНН,ОГРН,Дата регистрации,Номер бланка,Рег. номер,Дата выдачи,Срок действия,Орган выдавший лицензию,Действующая приостановка,Объекты
166,"Общество с ограниченной ответственностью ""Встреча-2""","Перемышльский район, с. Перемышль, ул. Республиканская д.46",4015004238,1064001007245,03.04.2006,М001279,81,04.05.2011,06.05.2011 - 05.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Перемышльский район, с. Перемышль, ул. Республиканская д.46"
167,"Общество с ограниченной ответственностью ""Букет вин""","г. Калуга, ул. Московская д.17",4027064496,1044004405136,10.04.2006,М001189,4,19.01.2011,20.01.2011 - 30.12.2016,Министерство конкурентной политики и тарифов Калужской области, ,"павильон - г. Калуга, ул. Маршала Жукова д.21, стр.4"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Московская д.17"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Луначарского д.53"
168,"Общество с ограниченной ответственностью ""НАДЕЖДА""","Думиничский район, ст. Палики д.3 кв.12",4005004038,1054002019235,14.04.2006,М001781,82,28.03.2012,29.03.2012 - 28.04.2015,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Продукты"" - Думиничский район, с. Паликский кирпичный завод д.5"
,,,,,,,,,,,,"магазин ""Орхидея"" - Думиничский район, с. Новый д.13"
169,"Общество с ограниченной ответственностью ""Тигран""","г. Калуга, ул. Азаровская д.2",4028035681,1064028002191,14.04.2006,М001827,132,02.05.2012,25.05.2012 - 24.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе ""Воротынская изба"" - Бабынинский район, п. Воротынск, ул. Центральная д.2"
170,"Общество с ограниченной ответственностью ""Лидия""","Малоярославецкий район, п. Юбилейный",4011017109,1064011003627,14.04.2006,М001261,62,27.04.2011,06.05.2011 - 05.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Малоярославецкий район, п. Юбилейный"
171,"Общество с ограниченной ответственностью ""ГЕЛИОС""","Сухиничский район, г. Сухиничи, ул. Ленина д.72",4017005702,1064001007070,20.04.2006,М001257,65,20.04.2011,29.04.2011 - 28.04.2014,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Сухиничский район, г. Сухиничи, ул. Ленина д.72"
172,"Общество с ограниченной ответственностью ""Торговый Дом Юканов""","Дзержинский район, г. Кондрово, ул. Коммуны д.14",4004401554,1064004001665,27.04.2006,М001302,101,18.05.2011,25.05.2011 - 24.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, г. Кондрово, ул. Интернациональная д.3"
,,,,,,,,,,,,"магазин - Дзержинский район, г. Кондрово, ул. Коммуны д.14"
,,,,,,,,,,,,"магазин - Дзержинский район, п. Пятовский, ул. Комарова д.19"
,,,,,,,,,,,,"магазин - Дзержинский район, д. Жилетово д.4"
173,"Общество с ограниченной ответственностью ""Виктория""","Малоярославецкий район, г. Малоярославец, ул. Московская д.39 кв.40",4011017170,1064011004408,27.04.2006,М001793,93,04.04.2012,05.04.2012 - 31.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"бар пивной - Малоярославецкий район, г. Малоярославец, ул. Московская"
174,"Общество с ограниченной ответственностью ""Агдам""","г. Обнинск, шоссе Киевское д.15а",4025084264,1064025003492,28.04.2006,М001844,155,30.05.2012,31.05.2012 - 30.05.2017,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - г. Обнинск, шоссе Киевское д.15а"
175,"Общество с ограниченной ответственностью ""АГРОПРОДСЕРВИС""","Кировский район, г. Киров, ул. Болдина д.3б",4023002361,1024000898811,28.04.2006,М001822,127,02.05.2012,03.05.2012 - 24.05.2015,Министерство конкурентной политики и тарифов Калужской области, ,"магазин №7 - Кировский район, г. Киров, ул. Пролетарская д.7"
,,,,,,,,,,,,"магазин ""Продукты"" - Кировский район, г. Киров, ул. Кондратюка д.1а"
,,,,,,,,,,,,"магазин ""Продукты"" - Кировский район, г. Киров, ул. К.Маркса д.7а"
,,,,,,,,,,,,"магазин ""Продукты"" - Кировский район, г. Киров, ул. Шелаева д.10а"
,,,,,,,,,,,,"магазин ""Продукты"" - Кировский район, г. Киров, ул. Жмакина д.39а"
,,,,,,,,,,,,"магазин ""Продукты"" - Кировский район, г. Киров, ул. Строительная д.9"
,,,,,,,,,,,,"магазин ""Продукты"" - Кировский район, г. Киров, ул. Ленина д.114а"
,,,,,,,,,,,,"магазин ""Продукты"" - Кировский район, п. Нагорное, ул. Школьная д.21"
,,,,,,,,,,,,"павильон торговый - Кировский район, г. Киров, ул. Жмакина д.16а"
,,,,,,,,,,,,"магазин - Кировский район, г. Киров, ул. Шелаева д.1б"
176,"Общество с ограниченной ответственностью ""Виктория""","Юхновский район, д. Беляево, ул. Центральная д.3а",4022004158,1064004009750,02.05.2006,М001851,162,06.06.2012,07.06.2012 - 06.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Угра"" - Юхновский район, д. Беляево, ул. Центральная д.3а"
177,"Общество с ограниченной ответственностью ""МАРИЯ""","Малоярославецкий район, п. Головтеево д.12 кв.51",4011017081,1064011003462,04.05.2006,М001713,14,18.01.2012,19.01.2012 - 24.05.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Малоярославецкий район, п. Ерденево"
,,,,,,,,,,,,"магазин - Малоярославецкий район, п. Головтеево"
178,"Общество с ограниченной ответственностью ""Вика""","Дзержинский район, п. Товарково, мкр. Первомайский д.6а",4004007854,1024000567964,16.05.2006,М001850,161,06.06.2012,07.06.2012 - 06.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, п. Товарково, мкр. Первомайский д.6а"
,,,,,,,,,,,,"столовая - Дзержинский район, п. Товарково, мкр. Первомайский д.6а"
,,,,,,,,,,,,"магазин - Дзержинский район, п. Товарково, ул. Строителей д.3"
179,"Общество с ограниченной ответственностью ""Александр""","г. Обнинск, шоссе Киевское д.30",4025084296,1064025003679,17.05.2006,М001304,103,18.05.2011,25.05.2011 - 24.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"павильон - г. Обнинск, шоссе Киевское д.30"
180,"Общество с ограниченной ответственностью ""Татьяна""","Боровский район, д. Кабицыно",4003017169,1064025080613,17.05.2006,М001262,63,27.04.2011,25.04.2011 - 24.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, д. Кабицыно"
181,"Общество с ограниченной ответственностью ""Луч""","г. Калуга, ул. Кибальчича д.21",4027072923,1064027034444,17.05.2006,М001011,18,17.02.2010,18.02.2010 - 24.05.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Кибальчича д.21"
182,"Общество с ограниченной ответственностью ""Ёлки""","г. Калуга, ул. 2-ая Киёвка д.15",4027073250,1064027041100,18.05.2006,М001868,179,13.06.2012,14.06.2012 - 24.05.2016,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - г. Калуга, ул. 2-ая Киёвка д.15"
183,"Общество с ограниченной ответственностью ""Синьор Капучин""","г. Калуга, ул. Кирова д.7/47, оф.20",4027072698,1064027030100,19.05.2006,М000876,180,22.07.2009,23.07.2009 - 24.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе кофейня - г. Калуга, ул. Кирова д.7/47"
,,,,,,,,,,,,"закусочная ""Пивной бар ""Пинта"" - г. Калуга, ул. Кирова д.7/47"
184,"Общество с ограниченной ответственностью ""Гринвей""","г. Обнинск, пр-кт Ленина д.9/5",4025062542,1024000936520,19.05.2006,М001294,93,18.05.2011,19.05.2011 - 24.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан - г. Обнинск, пр-кт Ленина д.9/5"
185,"Общество с ограниченной ответственностью ""Елена-плюс""","г. Калуга, ул. Маршала Жукова д.3 корп.1",4026004575,1024001190950,19.05.2006,М001277,79,04.05.2011,05.05.2011 - 24.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Болдина д.19"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Рылеева д.44"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Товарная д.5"
186,"Закрытое акционерное общество ""Производственное предприятие ""Эверест""","г. Калуга, ул. Плеханова д.96, оф.3",4028019111,1054003511110,23.05.2006,М001331,107,31.05.2011,22.06.2011 - 21.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Московская д.315 корп.5"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Грабцевское шоссе д.101"
187,"Общество с ограниченной ответственностью ""Перекрёсток""","Боровский район, г. Боровск, ул. Мира д.13",4003017183,1064025080646,24.05.2006,М001305,104,18.05.2011,15.06.2011 - 14.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, г. Боровск, ул. Мира д.13"
188,"Общество с ограниченной ответственностью ""КАИССА""","Боровский район, г. Ермолино, ул. Советская д.1а",4003016567,1054002538259,25.05.2006,М001362,135,08.06.2011,22.06.2011 - 21.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, г. Ермолино, ул. Советская д.1а"
189,"Общество с ограниченной ответственностью ""ОБНИНСК - А.М.""","г. Обнинск, пр-кт Ленина д.72",4025085148,1064025079128,25.05.2006,М001773,74,21.03.2012,24.04.2012 - 23.04.2017,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Ароматный мир"" - г. Обнинск, пр-кт Ленина д.72"
190,"Общество с ограниченной ответственностью ""АЛЬЯНС""","Боровский район, г. Ермолино, ул. Солнечная д.1а",4003016574,1054002538237,26.05.2006,М000475,177,16.07.2008,17.07.2008 - 21.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, г. Ермолино, ул. Солнечная д.1а"
191,"Общество с ограниченной ответственностью ""Золотая рыбка""","Износковский район, п. Мятлево, ул. Интернациональная д.40",4008004244,1064004020926,26.05.2006,М000687,372,26.12.2008,27.12.2008 - 21.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Износковский район, п. Мятлево, ул. Интернациональная д.40"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Моторная д.15а"
192,"Общество с ограниченной ответственностью ""Сельчанка""","Боровский район, д. Коростелево д.77",4003016729,1054002539117,26.05.2006,М001823,128,02.05.2012,03.05.2012 - 21.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, д. Коростелево д.77"
,,,,,,,,,,,,"магазин - Боровский район, д. Ищеино д.47"
193,"Общество с ограниченной ответственностью ""Респект-1""","Жуковский район, д. Машково",4007017272,1064011005024,29.05.2006,М002020,324,19.09.2012,20.09.2012 - 21.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Жуковский район, д. Машково, ул. Чебышева д.4"
194,"Общество с ограниченной ответственностью ""ЭСПЕРАНСА""","Боровский район, г. Балабаново-1, ул. Дзержинского д.93в",4003016736,1054002539711,29.05.2006,М001813,118,25.04.2012,26.04.2012 - 25.05.2017,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, г. Балабаново-1, ул. Дзержинского д.93б"
195,"Общество с ограниченной ответственностью ""ЛД 7 плюс""","Дзержинский район, с. Льва Толстого, ул. Пушкина д.24",4004401755,1064004020332,29.05.2006,М001381,143,15.06.2011,22.06.2011 - 21.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, с. Льва Толстого, ул. Пушкина д.24а"
196,"Общество с ограниченной ответственностью ""Эгида""","Тарусский район, д. Ладыжино, ул. Окская д.3",4018008551,1064029010000,30.05.2006,М001316,104,24.05.2011,22.06.2011 - 21.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Тарусский район, д. Ладыжино, ул. Окская д.3"
,,,,,,,,,,,,"магазин - Тарусский район, с. Барятино, ул. Советская д.29а"
197,"Общество с ограниченной ответственностью ""Гурман""","Малоярославецкий район, г. Малоярославец, ул. Ленина д.24",4011017892,1064011021634,30.05.2006,М001405,165,22.06.2011,06.07.2011 - 05.07.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Малоярославецкий район, г. Малоярославец, ул. Ленина д.24"
198,"Общество с ограниченной ответственностью ""АМПИР Плюс""","Жуковский район, г. Кременки, ул. Маршала Жукова д.1б",4007018036,1064011022460,30.05.2006,М000848,153,24.06.2009,25.06.2009 - 05.07.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Жуковский район, с. Высокиничи, ул. А.Невского д.46"
,,,,,,,,,,,,"магазин - Жуковский район, г. Кременки, ул. Маршала Жукова д.1б"
,,,,,,,,,,,,"магазин ""Меридиан"" - Жуковский район, с. Высокиничи, ул. А.Невского д.47"
199,"Общество с ограниченной ответственностью ""Валерия""","Козельский район, г. Козельск, ул. Юбилейная д.24 а",4009007470,1064001018762,31.05.2006,М001404,164,22.06.2011,01.07.2011 - 30.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Козельский район, г. Козельск, ул. Чкалова д.24б"
,,,,,,,,,,,,"магазин - Козельский район, г. Козельск, ул. Старая Казачья д.28"
,,,,,,,,,,,,"магазин - Козельский район, г. Козельск, ул. Юбилейная д.24 а"
200,"Общество с ограниченной ответственностью ""Русская Сказка""","г. Калуга, ул. Суворова д.142",4027073162,1064027040164,01.06.2006,М001358,133,08.06.2011,22.06.2011 - 21.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Чижевского д.13а"
201,"Общество с ограниченной ответственностью ""АСТАНА""","г. Калуга, ул. Гурьянова д.43",4028035770,1064028004259,01.06.2006,М000984,290,23.12.2009,24.12.2009 - 30.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Гурьянова д.43"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Чижевского д.23"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Болотникова д.10а"
,,,,,,,,,,,,"магазин - г. Калуга, ст. Тихонова Пустынь, ул. Привокзальная д.16"
202,"Общество с ограниченной ответственностью ""Иваныч""","Жуковский район, г. Жуков, ул. Коммунистическая д.12/1",4007018082,1064011022448,02.06.2006,М001431,188,29.06.2011,06.07.2011 - 05.07.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Жуковский район, г. Жуков, ул. Коммунистическая д.12/1"
,,,,,,,,,,,,"магазин - Жуковский район, г. Жуков, ул. Горького д.23"
203,"Общество с ограниченной ответственностью ""КОЛОС""","Жуковский район, г. Белоусово, ул. Гурьянова д.9",4007017794,1064011021095,05.06.2006,М001371,133,15.06.2011,22.06.2011 - 21.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Жуковский район, г. Белоусово, ул. Гурьянова д.9"
204,"Общество с ограниченной ответственностью ""РУБИН""","г. Калуга, ул. Постовалова д.21",4027070965,1054003086840,05.06.2006,М001555,304,28.09.2011,29.09.2011 - 21.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Постовалова д.21"
,,,,,,,,,,,,"магазин ""Рубин"" - г. Калуга, ул. Театральная д.43/8"
,,,,,,,,,,,,"магазин - г. Калуга, д. Плетеневка, ул. Советская д.11а"
205,"Общество с ограниченной ответственностью ""ТЕРЕМОК""","г. Калуга, ул. Пролетарская д.23",4028036290,1064028012509,05.06.2006,М001363,136,08.06.2011,01.07.2011 - 30.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Пролетарская д.23"
206,"Общество с ограниченной ответственностью ""Славянский""","Дзержинский район, г. Кондрово, ул. Интернациональная д.53а",4004401730,1064004020343,06.06.2006,М001314,102,24.05.2011,25.05.2011 - 21.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Славянский"" - Дзержинский район, г. Кондрово, ул. Интернациональная д.53а"
207,"Общество с ограниченной ответственностью ""Рассвет""","Жуковский район, г. Жуков, ул. Советская д.40-а",4007017586,1064011019654,06.06.2006,М001246,55,13.04.2011,22.06.2011 - 21.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Жуковский район, г. Белоусово, ул. Калужская д.13"
,,,,,,,,,,,,"магазин - Жуковский район, г. Жуков, ул. Советская д.40-а"
208,"Общество с ограниченной ответственностью ""Турист""","Людиновский район, г. Людиново, ул. Фокина д.39",4024008616,1064024001040,06.06.2006,М001847,158,30.05.2012,31.05.2012 - 21.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Турист-1"" - Людиновский район, г. Людиново, ул. Маяковского д.27"
,,,,,,,,,,,,"магазин ""Турист-2"" - Людиновский район, г. Людиново, ул. Урицкого д.20"
,,,,,,,,,,,,"магазин ""Турист-3"" - Людиновский район, г. Людиново, ул. Герцена д.23"
,,,,,,,,,,,,"магазин ""Турист-4"" - Людиновский район, г. Людиново, ул. Фокина д.39"
,,,,,,,,,,,,"магазин ""Турист-5"" - Людиновский район, г. Людиново, пл. Победы д.7, нежилые помещения № 3,4"
,,,,,,,,,,,,"магазин - Людиновский район, г. Людиново, ул. Щорса д.9"
209,"Общество с ограниченной ответственностью ""СТАР""","г. Калуга, ул. Гагарина д.13б",4027073532,1064027045312,06.06.2006,М001249,57,20.04.2011,21.04.2011 - 18.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Гагарина д.13б"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Кирова д.39"
,,,,,,,,,,,,"магазин ""Гастрономы Бурвикова"" - г. Калуга, ул. Суворова д.21"
210,"Общество с ограниченной ответственностью ""Копеечка""","Козельский район, г. Сосенский, ул. Первомайская д.29",4009007488,1064001019543,06.06.2006,М000982,288,23.12.2009,24.12.2009 - 21.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Козельский район, г. Сосенский, ул. Первомайская д.29"
,,,,,,,,,,,,"столовая - Козельский район, г. Сосенский, ул. Первомайская д.29"
211,"Общество с ограниченной ответственностью ""У Михалыча""","Козельский район, г. Сосенский, ул. Мира д.10-а",4009007569,1064001024757,06.06.2006,М001357,132,08.06.2011,22.06.2011 - 21.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Козельский район, г. Сосенский, ул. Мира д.10а"
212,"Общество с ограниченной ответственностью ""Гермес""","Козельский район, г. Сосенский, ул. 60 лет Октября д.5 стр. 2",4009007512,1064001024031,07.06.2006,М001884,192,20.06.2012,01.07.2012 - 30.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Козельский район, г. Сосенский, ул. 60 лет Октября д.5 стр. 2"
,,,,,,,,,,,,"магазин - Козельский район, г. Сосенский, ул. Кирова д.18"
213,"Общество с ограниченной ответственностью ""Двенашка""","г. Калуга, ул. Новая Стройка д.2",4028036332,1064028013587,07.06.2006,М001864,175,06.06.2012,22.06.2012 - 21.06.2017,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, пер. Малинники д.13"
,,,,,,,,,,,,"магазин ""Праздничный"" - Боровский район, г. Боровск, пл. Ленина д.37"
,,,,,,,,,,,,"магазин ""Праздничный"" - г. Обнинск, ул. Калужская д.24а"
,,,,,,,,,,,,"магазин ""Праздничный"" - Малоярославецкий район, г. Малоярославец, ул. Московская д.77а"
,,,,,,,,,,,,"магазин ""Праздничный"" - г. Обнинск, ул. Курчатова д.72"
214,"Общество с ограниченной ответственностью ""Вереск""","г. Калуга, ул. Суворова д.29",4028036156,1064028011541,07.06.2006,М000442,144,04.06.2008,25.06.2008 - 13.04.2013,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан ""Клуб на Дворянской"" - г. Калуга, ул. Суворова д.29"
215,"Общество с ограниченной ответственностью ""ЭЛЬДОРАДО""","г. Калуга, ул. Кирова д.43 корп.1",4027072909,1064027033817,07.06.2006,М001337,113,31.05.2011,22.06.2011 - 21.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - г. Калуга, ул. Кирова д.43 корп.1"
216,"Общество с ограниченной ответственностью ""Мегаполис""","г. Калуга, ул. Луначарского д.63",4027073701,1064027047237,07.06.2006,М001370,132,15.06.2011,22.06.2011 - 21.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Луначарского д.63"
217,"Общество с ограниченной ответственностью ""ВИКТОРИЯ""","Козельский район, г. Козельск, ул. Чкалова д.88",4009007336,1064001005100,08.06.2006,М001072,77,16.06.2010,17.06.2010 - 21.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Продукты"" - Козельский район, г. Козельск, ул. Сенина д.1"
,,,,,,,,,,,,"магазин ""Продукты"" - Козельский район, г. Козельск, ул. Чкалова д.88"
,,,,,,,,,,,,"магазин - Козельский район, г. Козельск, ул. Генерала Бурмака д.45б"
,,,,,,,,,,,,"магазин - Козельский район, г. Козельск, ул. Юбилейная д.42а"
,,,,,,,,,,,,"магазин ""Спутник"" - Козельский район, г. Козельск, ул. Дзержинского д.28а"
,,,,,,,,,,,,"магазин - Козельский район, г. Козельск, ул. Садовая д.23а"
,,,,,,,,,,,,"магазин - Козельский район, г. Козельск, ул. Гагарина д.2а"
218,"Общество с ограниченной ответственностью ""ВЕСНА""","г. Обнинск, пр-кт Ленина д.208",4025085211,1064025079502,08.06.2006,М001320,108,24.05.2011,01.06.2011 - 31.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Обнинск, ул. Мигунова д.4/12"
,,,,,,,,,,,,"магазин - г. Обнинск, пр-кт Ленина д.57"
219,"Общество с ограниченной ответственностью ""ЛАВР""","г. Калуга, ул. Пестеля д.32",4027073035,1064027037690,09.06.2006,М001412,171,29.06.2011,30.06.2011 - 21.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Перемышльский район, д. Большие Козлы д.17а"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Грабцевское шоссе д.130"
220,"Общество с ограниченной ответственностью ""Мечта""","Жуковский район, г. Жуков, ул. Ленина д.14а",4007016159,1054001010172,09.06.2006,М001360,134,08.06.2011,22.06.2011 - 21.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Жуковский район, г. Жуков, ул. Ленина д.14а"
221,"Общество с ограниченной ответственностью ""СТИМУЛ""","г. Калуга, ул. Дорожная д.31б",4029032860,1054003548917,09.06.2006,М000922,225,16.09.2009,17.09.2009 - 21.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Дорожная д.31б"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Дорожная д.10"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Дорожная д.34"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Дорожная д.31а"
222,"Общество с ограниченной ответственностью ""ЕРМАК""","Тарусский район, г. Таруса, ул. Королева д.10",4018008576,1064029011881,09.06.2006,М001317,105,24.05.2011,01.07.0201 - 30.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Тарусский район, г. Таруса, ул. Королева д.10"
223,"Общество с ограниченной ответственностью ""Снежный барс""","Боровский район, г. Боровск, пл. Ленина д.42",4003017264,1064025082615,09.06.2006,М001981,286,08.08.2012,09.08.2012 - 21.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Ветеран"" - Боровский район, г. Боровск, пл. Ленина д.42"
,,,,,,,,,,,,"кафе - Боровский район, г. Боровск, пл. Ленина д.16"
224,"Общество с ограниченной ответственностью ""Гостиный двор""","г. Обнинск, шоссе Киевское д.105",4025409025,1064025086839,09.06.2006,М001351,126,08.06.2011,22.06.2011 - 21.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе ""Гостиный двор"" - г. Обнинск, шоссе Киевское д.105"
225,"Общество с ограниченной ответственностью ""Виктория""","г. Калуга, ул. Ленина д.73",4027073363,1064027042771,09.06.2006,М000779,82,08.04.2009,09.04.2009 - 28.04.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - г. Калуга, ул. Ленина д.73"
226,"Общество с ограниченной ответственностью ""Вашутино""","Боровский район, д. Вашутино",4003017137,1064025079711,09.06.2006,М001872,183,20.06.2012,21.06.2012 - 20.06.2014,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, д. Вашутино"
227,"Общество с ограниченной ответственностью ""Алекс II""","г. Обнинск, пр-кт Маркса д.56а",4025409138,1064025087290,10.06.2006,М001338,114,31.05.2011,01.06.2011 - 21.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Бокал"" - г. Обнинск, пр-кт Маркса д.56а"
,,,,,,,,,,,,"магазин ""Бокал"" - Боровский район, д. Белкино д.58а"
,,,,,,,,,,,,"магазин ""Бокал"" - Боровский район, г. Балабаново, пл. 50 лет Октября д.23 (здание универсального магазина)"
,,,,,,,,,,,,"павильон ""Бокал"" - г. Обнинск, ул. Аксенова д.18а"
228,"Общество с ограниченной ответственностью ""АСХА""","г. Калуга, ул. Гурьянова д.6",4029003516,1024001188970,13.06.2006,М000435,137,21.05.2008,22.05.2008 - 05.07.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Гурьянова д.6"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Тарутинская д.186"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Турынинская д.8"
229,"Общество с ограниченной ответственностью ""ЛЮТИК""","г. Калуга, ул. Салтыкова-Щедрина д.76",4027073395,1064027042991,13.06.2006,М001699,445,28.12.2011,29.12.2011 - 05.07.2014,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Салтыкова-Щедрина д.76"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Ленина д.25"
230,"Общество с ограниченной ответственностью ""ЮНОНА""","Тарусский район, г. Таруса, ул. Розы Люксембург д.18а",4018008590,1064029012190,13.06.2006,М001826,131,02.05.2012,03.05.2012 - 02.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Тарусский район, г. Таруса, ул. Серпуховское шоссе д.48"
231,"Общество с ограниченной ответственностью ""Лагуна""","Дзержинский район, г. Кондрово, ул. Некрасова д.2а",4004401667,1064004019540,13.06.2006,М001887,194,20.06.2012,06.07.2012 - 05.07.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, г. Кондрово, ул. Некрасова д.2а"
232,"Общество с ограниченной ответственностью ""Спутник+""","г. Калуга, ул. Шахтеров д.14",4029033630,1064029017634,14.06.2006,М001684,430,28.12.2011,29.12.2011 - 30.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Московская д.215"
,,,,,,,,,,,,"кафе ""Спутник"" - г. Калуга, ул. Ленина д.40"
,,,,,,,,,,,,"кафе ""Пиццерия"" - г. Калуга, ул. Московская д.215"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Вишневского д.7"
233,"Общество с ограниченной ответственностью ""Исток""","Думиничский район, с. Хотьково",4005004359,1064024012216,14.06.2006,М001861,172,06.06.2012,07.06.2012 - 05.07.2015,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Думиничский район, с. Хотьково"
,,,,,,,,,,,,"магазин - Думиничский район, ст. Думиничи, ул. Привокзальная д.8"
,,,,,,,,,,,,"магазин - Думиничский район, с. Чернышено, ул. Кравченко д.29"
,,,,,,,,,,,,"магазин - Думиничский район, с. Чернышено, ул. Ленина д.69"
,,,,,,,,,,,,"магазин - Думиничский район, п. Думиничи, ул. Ленина д.31"
