"Реестр действующих, приостановленных лицензий на 01.10.2012",,,,,,,,,,,,
вид деятельности: розничная продажа алкогольной продукции,,,,,,,,,,,,
,,,,,,,,,,,,
,Название/ФИО,Адрес,ИНН,ОГРН,Дата регистрации,Номер бланка,Рег. номер,Дата выдачи,Срок действия,Орган выдавший лицензию,Действующая приостановка,Объекты
665,"Общество с ограниченной ответственностью ""Торговая Сфера""","Боровский район, д. Кривское, ул. Центральная д.55",4003030258,1104025000199,12.04.2010,М001049,53,14.04.2010,15.04.2010 - 14.04.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, д. Кривское, ул. Центральная д.55"
666,"Общество с ограниченной ответственностью ""Провинция""","Дзержинский район, г. Кондрово, ул. 1 Мая д.1",4004014629,1104004000077,15.04.2010,М001843,154,30.05.2012,31.05.2012 - 30.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, г. Кондрово, ул. 1 Мая д.1"
667,"Общество с ограниченной ответственностью ""Адмиралъ""","г. Калуга, ул. Суворова д.119а",4028046330,1094028002837,29.04.2010,М001054,59,05.05.2010,06.05.2010 - 05.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан ""Акула"" - г. Калуга, ул. Суворова д.119а"
668,"Общество с ограниченной ответственностью ""Торговый дом ""Арарат""","г. Обнинск, шоссе Киевское д.33",4025424545,1104025000200,28.05.2010,М001923,228,18.07.2012,19.07.2012 - 09.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"павильон - г. Обнинск, проезд Коммунальный д.23, строение 1, помещение 55"
,,,,,,,,,,,,"магазин - г. Обнинск, ул. Энгельса д.15"
,,,,,,,,,,,,"магазин - г. Обнинск, ул. Мира д.20"
669,"Общество с ограниченной ответственностью  ""Светлана""","Боровский район, г. Боровск, ул. Фабричная д.13а",4003030522,1104025001167,22.06.2010,М001968,273,08.08.2012,09.08.2012 - 08.08.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, г. Боровск, ул. Фабричная д.13а"
670,"Закрытое акционерное общество ""Торговый дом ""ПЕРЕКРЕСТОК""","Московская область, г. Москва, пл. Суворовская д.1",7728029110,1027700034493,28.06.2010,М001922,227,18.07.2012,19.07.2012 - 30.06.2015,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Пятерочка"" - Жиздринский район, г. Жиздра, ул. Сосунова д.1"
,,,,,,,,,,,,"магазин ""Пятерочка"" - Боровский район, г. Боровск, пл. Ленина д.30"
,,,,,,,,,,,,"магазин ""Пятерочка"" - г. Обнинск, ул. Гагарина д.45"
,,,,,,,,,,,,"магазин ""Пятерочка"" - Кировский район, г. Киров, ул. Пролетарская д.25"
,,,,,,,,,,,,"магазин ""Пятерочка"" - Козельский район, г. Козельск, ул. Б.Советская д.30"
,,,,,,,,,,,,"магазин ""Пятерочка"" - Кировский район, г. Киров, ул. Пролетарская д.79б"
,,,,,,,,,,,,"магазин ""Пятерочка"" - Людиновский район, г. Людиново, ул. Ленина д.2 стр.5"
,,,,,,,,,,,,"магазин ""Пятерочка"" - Юхновский район, г. Юхнов, ул. Революции д.1"
,,,,,,,,,,,,"магазин ""Пятерочка"" - Бабынинский район, п. Воротынск, ул. Центральная д.3"
,,,,,,,,,,,,"супермаркет ""Перекресток"" - г. Калуга, ул. Суворова д.113"
671,"Общество с ограниченной ответственностью  ""ТриО""","Козельский район, д. Каменка, ул. Молодежная д.18",4009007390,1064001016639,29.06.2010,М001598,345,09.11.2011,10.11.2011 - 09.11.2012,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - Козельский район, д. Каменка, ул. Молодежная д.18"
672,"Общество с ограниченной ответственностью""Снежный Барс""","Боровский район, д. Дылдино",4003030650,1104025001519,01.07.2010,М001934,238,25.07.2012,26.07.2012 - 25.07.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, д. Дылдино  стр.1"
673,"Открытое акционерное общество ""Родина""","Малоярославецкий район, д. Панское",4011021240,1094011000841,08.07.2010,М001896,200,27.06.2012,15.07.2012 - 14.07.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Малоярославецкий район, д. Панское"
674,"Общество с ограниченной ответственностью ""РестКом""","г. Калуга, ул. Театральная д.20",4027097195,1104027000054,13.07.2010,М001439,195,05.07.2011,06.07.2011 - 21.07.2014,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан - г. Калуга, ул. Театральная д.20"
675,"Общество с ограниченной ответственностью ""РУСЬ""","Тарусский район, с. Кузьмищево, ул. Центральная д.17",4018009770,1104029000624,20.07.2010,М001091,98,28.07.2010,29.07.2010 - 28.07.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Айсберг-1"" - Тарусский район, с. Кузьмищево, ул. Центральная д.17"
676,"Общество с ограниченной ответственностью ""Спутник-Трейд""","Московская область, г. Москва, ул. Чертановская д.28, стр.2",7726326090,1037726009276,29.07.2010,М001102,108,04.08.2010,05.08.2010 - 04.08.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Износковский район, п. Мятлево, ул. Шоссейная"
677,"Общество с ограниченной ответственностью ""Охотничье хозяйство ""Озерное""","Медынский район, д. Озерное",4012000186,1024000720292,29.07.2010,М001974,279,08.08.2012,09.08.2012 - 08.08.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - Медынский район, д. Озерное"
678,"Общество с ограниченной ответственностью ""В-МАКС""","г. Калуга, ул. Трамплинная д.1в",4027098865,1104027001319,09.09.2010,М001120,127,15.09.2010,16.09.2010 - 15.09.2015,Министерство конкурентной политики и тарифов Калужской области, ,"кафе ""Комеди Кафе"" - г. Калуга, ул. Кирова д.59 корп.1"
679,"Общество с ограниченной ответственностью ""Новый свет""","Московская область, г. Подольск, ул. Б.Зеленовская д.8",5036084476,1075074011715,14.09.2010,М001147,156,17.11.2010,18.11.2010 - 17.11.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Простор"" - Боровский район, с. Ворсино, ул. Лыскина д.22, пом.1"
680,"Общество с ограниченной ответственностью ""Тарусское""","Тарусский район, д. Алекино, ул. Д.Трубецкого д.5а",4018009844,1104029001196,22.09.2010,М001129,137,29.09.2010,30.09.2010 - 29.09.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Продукты"" - Тарусский район, д. Алекино, ул. Д.Трубецкого д.2а"
681,"Общество с ограниченной ответственностью ""Фишер""","г. Калуга, ул. Труда д.33",4028004468,1104028001670,14.10.2010,М001637,390,30.11.2011,01.12.2011 - 30.11.2016,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан - г. Калуга, ул. Труда д.33"
682,"Общество с ограниченной ответственностью ""НИАГАРА""","Бабынинский район, п. Воротынск, ул. Школьная д.28",4001006676,1074001001293,02.11.2010,М001144,150,10.11.2010,11.11.2010 - 10.11.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин №13 - Бабынинский район, п. Воротынск, ул. Советская д.18"
,,,,,,,,,,,,"магазин №9 - Бабынинский район, п. Воротынск, ул. Школьная д.14"
683,"Общество с ограниченной ответственностью ""Торговый дом ""ИМПЕРИАЛ""","Дзержинский район, г. Кондрово, пл. Центральная д.2",4004015164,1104004000682,17.11.2010,М001833,140,16.05.2012,17.05.2012 - 24.11.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, г. Кондрово, пл. Центральная д.2"
,,,,,,,,,,,,"магазин - г. Калуга, пер. Литейный д.15"
,,,,,,,,,,,,"магазин - Дзержинский район, д. Дубинино, ул. Центральная д.2а"
684,"Общество с ограниченной ответственностью ""ИМПЕРИАЛЪ""","Дзержинский район, г. Кондрово, пл. Центральная д.2",4004015157,1104004000693,17.11.2010,М001197,12,26.01.2011,27.01.2011 - 24.11.2013,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан - Дзержинский район, г. Кондрово, пл. Центральная д.2"
685,"Общество с ограниченной ответственностью ""Универсал""","Жуковский район, г. Жуков, ул. Сосновая д.1 а",4007015420,1104011001148,01.12.2010,М001724,25,25.01.2012,26.01.2012 - 22.12.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ТПС - Жуковский район, г. Жуков, ул. Сосновая д.1 а"
,,,,,,,,,,,,"магазин - Жуковский район, с. Трубино, ул. Центральная д.1"
686,"Общество с ограниченной ответственностью ""У Камина""","Малоярославецкий район, г. Малоярославец, ул. 17 Стрелковой дивизии д.8",4011018631,1064011026111,08.12.2010,М001166,168,15.12.2010,16.12.2010 - 15.12.2012,Министерство конкурентной политики и тарифов Калужской области, ,"кафе ""Гусарская баллада"" - Малоярославецкий район, г. Малоярославец, ул. Калужская д.12"
687,"Общество с ограниченной ответственностью ""Престиж""","Дзержинский район, п. Товарково, ул. Октябрьская д.23 кв.10",4004015100,1104004000594,09.12.2010,М001179,181,22.12.2010,23.12.2010 - 22.12.2014,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, п. Товарково, ул. Октябрьская д.2а"
688,"Открытое акционерное общество ""Седьмой Континент""","Московская область, г. Москва, ул. Фестивальная д.8 ,стр.1",7705005628,1027700093343,13.12.2010,М001171,173,15.12.2010,16.12.2010 - 15.12.2015,Министерство конкурентной политики и тарифов Калужской области, ,"магазин Гипермаркет ""НАШ"" - г. Обнинск, пр-кт Маркса д.45, пом.1"
689,"Общество с ограниченной ответственностью ""Аппетитный магазин""","г. Калуга, ул. Ст.Разина д.40, пом.73",4027100923,1104027003211,16.12.2010,М001174,176,22.12.2010,23.12.2010 - 22.12.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Ст.Разина д.40 , пом.73"
690,"Общество с ограниченной ответственностью ""Максим""","Боровский район, д. Шемякино стр. 1а, 1б",4003030635,1104025001464,27.12.2010,М001764,64,06.03.2012,07.03.2012 - 06.03.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, д. Городня д.76"
691,"Общество с ограниченной ответственностью ""ТАТЬЯНА""","Жуковский район, г. Белоусово, ул. Гурьянова д.15",4007013542,1084011001436,28.12.2010,М001748,48,15.02.2012,16.02.2012 - 15.02.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Малоярославецкий район, с. Оболенское"
692,"Общество с ограниченной ответственностью ""Авантаж""","Людиновский район, г. Людиново, ул. Нариманова д.1а",4024012556,1104024000959,29.12.2010,М001186,1,19.01.2011,20.01.2011 - 19.01.2014,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Исток-1"" - Людиновский район, г. Людиново, ул. Нариманова д.1а"
,,,,,,,,,,,,"магазин ""Исток-2"" - Людиновский район, г. Людиново, ул. Шумавцова д.93а"
,,,,,,,,,,,,"магазин ""Исток-3"" - Людиновский район, г. Людиново, ул. Маяковского д.7 пом. 5"
693,"Общество с ограниченной ответственностью ""СтройИнвест""","г.Москва, г. Москва, проезд Дежнева д.13",7715824601,1107746652155,21.01.2011,М001219,33,02.03.2011,03.03.2011 - 26.01.2013,Министерство конкурентной политики и тарифов Калужской области, ,"универсам ""Копейка"" - Малоярославецкий район, г. Малоярославец, ул. Калужская д.31а"
,,,,,,,,,,,,"универсам ""Копейка"" - г. Обнинск, ул. Курчатова д.18а"
694,"Общество с ограниченной ответственностью ""Селенга""","Кировский район, г. Киров, ул. Бебеля д.2",4023009960,1104023000542,28.01.2011,М001839,149,23.05.2012,24.05.2012 - 23.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе ""Селенга"" - Кировский район, г. Киров, ул. Бебеля д.2"
695,"Общество с ограниченной ответственностью ""Клуб ХХХ""","г. Обнинск, ул. Аксенова д.6а",4025427151,1104025003543,01.02.2011,М001209,25,09.02.2011,10.02.2011 - 09.02.2016,Министерство конкурентной политики и тарифов Калужской области, ,"бар - г. Обнинск, пр-кт Маркса д.45 пом. 38"
696,"Общество с ограниченной ответственностью ""КВАРТАЛ""","Людиновский район, г. Людиново, ул. Маяковского д.6 стр. 1, пом 1",4024010140,1084024000125,01.02.2011,М001208,24,09.02.2011,10.02.2011 - 09.02.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе ""Ваниль"" - Людиновский район, г. Людиново, ул. Маяковского д.6 стр. 1, пом.1"
697,"Общество с ограниченной ответственностью ""ВинТрансСервис""","г. Обнинск, проезд Коммунальный д.23",4025414307,1074025006318,14.02.2011,М002007,312,05.09.2012,06.09.2012 - 22.02.2017,Министерство конкурентной политики и тарифов Калужской области, ,"павильон - г. Обнинск, пр-кт Маркса д.20"
,,,,,,,,,,,,"магазин - Боровский район, г. Балабаново, ул. Лесная д.11б"
,,,,,,,,,,,,"магазин - Малоярославецкий район, г. Малоярославец, ул. Коммунистическая д.5"
,,,,,,,,,,,,"магазин - г. Обнинск, ул. Курчатова д.38б"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Гурьянова д.18"
,,,,,,,,,,,,"магазин - Боровский район, г. Ермолино, ул. Русиново"
,,,,,,,,,,,,"магазин - г. Обнинск, ул. Гагарина д.37в"
,,,,,,,,,,,,"магазин - Жуковский район, г. Кременки, ул. Маршала Жукова д.2а"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Маршала Жукова д.29 стр.1"
,,,,,,,,,,,,"магазин - Боровский район, г. Боровск, ул. Коммунистическая д.63а"
,,,,,,,,,,,,"магазин - Жуковский район, г. Жуков, ул. Ленина д.22"
,,,,,,,,,,,,"магазин - г. Обнинск, ул. Курчатова д.9 пом.1"
,,,,,,,,,,,,"магазин - Малоярославецкий район, г. Малоярославец, ул. 17 Стрелковой дивизии д.7а пом.2"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Генерала Попова д.8а пом.№82"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Ст.Разина д.79"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Азаровская д.34"
,,,,,,,,,,,,"магазин - Боровский район, г. Боровск, пл. Ленина д.32"
698,"Общество с ограниченной ответственностью ""КАСТАН""","Перемышльский район, д. Большие Козлы д.17а",4015005288,1114001000024,28.02.2011,М001221,35,02.03.2011,03.03.2011 - 02.03.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Перемышльский район, д. Большие Козлы д.17а"
699,"Общество с ограниченной ответственностью ""Тульский""","г. Калуга, ул. Тульская д.15",4027101518,1104027004113,01.03.2011,М001226,42,09.03.2011,10.03.2011 - 09.03.2014,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Тульская д.15"
700,"Общество с ограниченной ответственностью ""Теремок""","Перемышльский район, с. Корекозево, ул. Центральная д.230б",4015005217,1104001001290,11.04.2011,М001831,137,10.05.2012,11.05.2012 - 10.05.2017,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - Перемышльский район, с. Корекозево, ул. Центральная д.230б"
701,"Общество с ограниченной ответственностью ""ИГНАТ""","Жуковский район, г. Жуков, ул. Ленина д.58а",4007016014,1114011000290,12.04.2011,М001250,58,20.04.2011,21.04.2011 - 20.04.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Жуковский район, г. Жуков, ул. Ленина д.58а"
702,"Общество с ограниченной ответственностью ""Луч-Отель""","г. Обнинск, пр-кт Ленина д.57",4025082154,1054002514807,14.04.2011,М001824,129,02.05.2012,03.05.2012 - 02.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан - г. Обнинск, ул. Ленина д.57"
,,,,,,,,,,,,"магазин - г. Обнинск, ул. Ленина д.57"
703,"Общество с ограниченной ответственностью ""Дзержинский""","г. Калуга, ул. Тульская д.13б",4027102790,1114027000845,26.04.2011,М001269,71,04.05.2011,05.05.2011 - 04.05.2014,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Тульская д.13б"
704,"Общество с ограниченной ответственностью ""КИДК""","г. Калуга, ул. Автомобильная д.6",4027082142,1074027006646,26.04.2011,М001438,194,05.07.2011,06.07.2011 - 27.04.2014,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан - г. Калуга, ул. Автомобильная д.6 стр.1"
,,,,,,,,,,,,"бар - г. Калуга, ул. Автомобильная д.6 стр.3"
705,"Общество с ограниченной ответственностью ""ПродТорг""","г. Калуга, ул. Механизаторов д.32",4029041913,1094029003530,12.05.2011,М001809,112,18.04.2012,19.04.2012 - 18.05.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Механизаторов д.32 стр.1"
,,,,,,,,,,,,"магазин - Козельский район, г. Козельск, ул. Ломоносова д.1 пом.1"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Гурьянова д.57"
,,,,,,,,,,,,"магазин - Ферзиковский район, п. Ферзиково, ул. Первомайская д.16 стр.1"
706,"Общество с ограниченной ответственностью ""БУМЕРАНГ""","Боровский район, г. Ермолино, ул. 1 Мая д.3",4003016790,1064025000600,23.05.2011,М001836,143,16.05.2012,25.05.2012 - 24.05.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - Боровский район, г. Ермолино, ул. 1 Мая д.3"
707,"Общество с ограниченной ответственностью ""Гостиничный сервис""","г. Калуга, ул. Трамплинная д.1в",4027064016,1044004403520,24.05.2011,М001841,151,23.05.2012,24.05.2012 - 31.05.2016,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан - г. Калуга, ул. Трамплинная д.1в"
708,"Общество с ограниченной ответственностью ""Транс-Кит""","Боровский район, г. Балабаново, ул. 50 лет Октября д.5",4003014760,1034002803185,06.06.2011,М001733,33,01.02.2012,02.02.2012 - 22.06.2017,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - Боровский район, г. Балабаново, ул. 50 лет Октября д.5"
,,,,,,,,,,,,"магазин ""Угловой"" - Боровский район, г. Балабаново, ул. 50 лет Октября д.2/1"
,,,,,,,,,,,,"магазин - Боровский район, г. Балабаново, пл. 50 лет Октября д.5"
709,"Общество с ограниченной ответственностью ""Берлога""","г. Обнинск, пр-кт Ленина д.79а",4025428758,1114025001463,10.06.2011,М001906,210,11.07.2012,12.07.2012 - 11.07.2013,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан - г. Обнинск, пр-кт Ленина д.79а"
710,"Общество с ограниченной ответственностью ""СВЕТЛАНА""","Малоярославецкий район, с. Коллонтай, ул. Московская д.23",4011023350,1114011000366,16.06.2011,М001389,149,22.06.2011,23.06.2011 - 22.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Малоярославецкий район, с. Коллонтай, ул. Московская д.23"
711,"Общество с ограниченной ответственностью ""ПИТ-БУЛЬ""","Жуковский район, г. Жуков, ул. Ленина д.58а",4007016134,1114011000718,16.06.2011,М001434,190,05.07.2011,06.07.2011 - 05.07.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - Жуковский район, г. Жуков, ул. Ленина д.58а"
712,"Общество с ограниченной ответственностью ""Терепецкий""","г. Калуга, ул. Маршала Жукова д.3",4027103875,1114027002759,23.06.2011,М001415,174,29.06.2011,30.06.2011 - 29.06.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, б-р Энтузиастов д.1"
713,"Общество с ограниченной ответственностью ""Нектарин""","г. Калуга, ул. Звездная д.15",4028012028,1104028002638,28.06.2011,М001681,427,21.12.2011,22.12.2011 - 29.06.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, г. Кондрово, ул. Кооперативная д.3"
,,,,,,,,,,,,"магазин - г. Обнинск, ул. Курчатова д.13 пом.2"
,,,,,,,,,,,,"магазин - г. Калуга, ул. С.Разина д.95 корп.2, пом.№ 69"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Никитина д.40/49 пом. 43"
714,"Общество с ограниченной ответственностью ""КМ - Инвест""","г. Обнинск, ул. Гагарина д.15 пом.5 стр.1",4025425010,1104025000694,28.06.2011,М001435,191,05.07.2011,06.07.2011 - 05.07.2013,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан ""Bianco Rosso"" - г. Обнинск, ул. Королева д.6"
715,"Общество с ограниченной ответственностью ""АРТ-ЦЕНТР""","г. Калуга, ул. Дзержинского д.62",4027102529,1114027000317,30.06.2011,М002003,308,05.09.2012,06.09.2012 - 05.09.2013,Министерство конкурентной политики и тарифов Калужской области, ,"кафе ""Династия"" - г. Калуга, ул. Гоголя д.2"
716,"Общество с ограниченной ответственностью ""Лилия""","Боровский район, ст. Ворсино д.4а",4003031580,1114025002211,04.07.2011,М001842,153,23.05.2012,14.07.2012 - 13.07.2017,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, ст. Ворсино д.4а"
717,"Общество с ограниченной ответственностью ""АГ-АГРО""","г. Калуга, ул. Вилонова д.14",4027035079,1024001346874,06.07.2011,М002013,317,12.09.2012,13.09.2012 - 08.08.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Тарутинская д.200 корп.1"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Николо-Козинская д.75"
718,"Общество с ограниченной ответственностью ""ФРЕШ""","г. Калуга, пер. Красноармейский 1-й д.5/2",4027093049,1094027001606,19.07.2011,М001921,226,18.07.2012,19.07.2012 - 27.07.2014,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, д. Каравай, ул. Центральная д.61"
,,,,,,,,,,,,"магазин - Думиничский район, п. Думиничи, пр-кт Мира д.1"
,,,,,,,,,,,,"магазин - Думиничский район, п. Думиничи, ул. Б. Пролетарская д.83"
,,,,,,,,,,,,"магазин - Сухиничский район, г. Сухиничи, ул. Железнодорожная д.35"
,,,,,,,,,,,,"магазин - Барятинский район, с. Барятино, ул. Советская д.38а"
,,,,,,,,,,,,"магазин - Дзержинский район, п. Полотняный Завод, ул. Горняк в районе д.1"
,,,,,,,,,,,,"магазин - Думиничский район, ст. Думиничи, ул. Привокзальная д.12"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Гурьянова д.57 корп.1"
,,,,,,,,,,,,"магазин - Сухиничский район, г. Сухиничи, ул. Ленина д.105а"
,,,,,,,,,,,,"магазин - Износковский район, д. Хвощи, ул. Мира д.6а"
,,,,,,,,,,,,"магазин - Сухиничский район, г. Сухиничи, ул. Долгова д.3"
,,,,,,,,,,,,"магазин - Сухиничский район, п. Середейский, ул. Пионерская д.11"
,,,,,,,,,,,,"магазин - Хвастовичский район, с. Хвастовичи, ул. Талалушкина д.10"
,,,,,,,,,,,,"магазин - Дзержинский район, п. Куровской, ул. Шахтерская д.6"
,,,,,,,,,,,,"магазин - Козельский район, г. Козельск, ул. Заводская д.11а стр.1"
,,,,,,,,,,,,"магазин - г. Калуга, ул. Ленина д.1"
,,,,,,,,,,,,"бар - Куйбышевский район, п. Бетлица, ул. Ленина стр. 43"
,,,,,,,,,,,,"магазин - Мещовский район, г. Мещовск, пр-кт Революции д.10а"
719,"Общество с ограниченной ответственностью ""Материк""","Жуковский район, д. Орехово, ул. Московская д.5",4007016350,1114011000993,22.08.2011,М001651,381,28.11.2011,29.11.2011 - 28.11.2016,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Жуковский район, д. Орехово, ул. Московская д.5"
720,"Общество с ограниченной ответственностью ""Ньюсервис""","г. Калуга, пер. Тульский 2-й д.1",4027099019,1104027001430,30.08.2011,М001535,284,07.09.2011,08.09.2011 - 07.09.2013,Министерство конкурентной политики и тарифов Калужской области, ,"бар - г. Калуга, пер. Тульский 2-й д.1"
721,"Общество с ограниченной ответственностью ""Валентина""","г. Калуга, ул. Моторная д.20",4029045227,1114029001437,09.09.2011,М001544,293,21.09.2011,22.09.2011 - 21.09.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Моторная д.20"
722,"Общество с ограниченной ответственностью ""Нави-Л""","г. Калуга, ул. Космонавта Комарова д.38/1пом. 53",4027083185,1074027007658,22.09.2011,М001565,314,05.10.2011,06.10.2011 - 05.10.2015,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Космонавта Комарова д.38/1пом. 53"
723,"Общество с ограниченной ответственностью ""Торговый Дом Русьимпорт-Калуга""","г. Калуга, ул. Параллельная д.11стр. 25",4028036195,1064028011530,22.09.2011,М001576,325,19.10.2011,20.10.2011 - 19.10.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Дзержинского д.92 корп.2"
724,"Общество с ограниченной ответственностью ""Импульс""","Дзержинский район, п. Полотняный Завод, ул. Калужская около д. 152",4004015950,1114004000879,29.09.2011,М001573,320,19.10.2011,20.10.2011 - 19.10.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, п. Полотняный Завод, ул. Калужская около д.152"
725,"Общество с ограниченной ответственностью ""Тамерлан""","Жиздринский район, г. Жиздра, ул. Фокина д.19",4006004009,1104024000970,05.10.2011,М001574,323,19.10.2011,20.10.2011 - 19.10.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин ""Алеся"" - Жиздринский район, г. Жиздра, ул. Коммунистическая д.15"
,,,,,,,,,,,,"магазин ""Восток"" - Жиздринский район, г. Жиздра, ул. Фокина д.19"
,,,,,,,,,,,,"магазин ""Продукты"" - Жиздринский район, п. Коллективизатор, ул. Брянская д.15"
726,"Общество с ограниченной ответственностью ""Московский""","г. Калуга, ул. Маршала Жукова д.3",4027103882,1114027002760,12.10.2011,М001583,331,26.10.2011,27.10.2011 - 26.10.2013,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - г. Калуга, ул. Московская д.251"
727,"Общество с ограниченной ответственностью ""Меркурий""","Боровский район, д. Кривское, ул. Мигунова д.1 пом.1, пом.2",4003030593,1104025001376,19.10.2011,М001607,355,16.11.2011,17.11.2011 - 16.11.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Боровский район, д. Кривское, ул. Мигунова д.1 пом. 2"
728,"Общество с ограниченной ответственностью ""Алые Паруса""","г. Калуга, ул. Театральная д.37/2 оф. 1",4027104251,1114027003936,26.10.2011,М001600,347,09.11.2011,10.11.2011 - 09.11.2013,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан - г. Калуга, ул. Театральная д.37/2"
729,"Общество с ограниченной ответственностью ""Иванович""","Дзержинский район, п. Пятовский, пер. Ленина д.10",4004015848,1114004000659,31.10.2011,М001621,369,23.11.2011,24.11.2011 - 23.11.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Дзержинский район, п. Пятовский, пер. Ленина д.10"
730,"Общество с ограниченной ответственностью ""Территория гостеприимства""","г. Калуга, ул. Глаголева д.3",4027097580,1104027000417,31.10.2011,М001720,21,25.01.2012,26.01.2012 - 23.11.2016,Министерство конкурентной политики и тарифов Калужской области, ,"кафе - г. Калуга, ул. Глаголева д.3"
,,,,,,,,,,,,"кафе ""Кофейня ""Сны любимого кота"" - г. Калуга, ул. Глаголева д.3"
731,"Общество с ограниченной ответственностью ""Мастер Вкуса""","Жуковский район, г. Жуков, ул. Ленина д.22",4007016381,1114011001158,15.11.2011,М001646,399,07.12.2011,08.12.2011 - 07.12.2012,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан ""RED HALL"" - Жуковский район, г. Жуков, ул. Ленина д.22"
732,"Общество с ограниченной ответственностью ""Возрождение""","Жиздринский район, г. Жиздра, ул. Коммунистическая д.5/2",4006004023,1114024000177,17.11.2011,М001635,388,30.11.2011,01.12.2011 - 30.11.2012,Министерство конкурентной политики и тарифов Калужской области, ,"ресторан - Жиздринский район, г. Жиздра, ул. Коммунистическая д.5/2"
733,"Общество с ограниченной ответственностью ""Импульс""","Бабынинский район, с. Вязовна д.87",4001008049,1114001000464,29.11.2011,М001657,404,14.12.2011,15.12.2011 - 14.12.2012,Министерство конкурентной политики и тарифов Калужской области, ,"магазин - Бабынинский район, с. Вязовна д.87"
