41180,28-Sep-12,,,,,,,,,,,,,
Орг_Прав_Форма,Краткое Наименование,ИНН,Код_ОКПО,Город,Улица,ГородФ,УлицаФ,Поле86,Номер лиценз,Серия бланка,Бланк,Начало действ лицензии,Конец действия лицензии,Конец Срока Продления
Общество с ограниченной ответственностью,"ООО ""Таежное""",7003003806,,Бакчарский район,"с. Новая Бурка, ул. Ленина, 29",Бакчарский район,,ТОМ,005234АЛ00,70МЕ,1421,9/15/2009,9/15/2014,
Общество с ограниченной ответственностью,"ООО ""К-плюс3""",7017242064,,г. Томск,"ул. Мокрушина, 24 кв. 116",Бакчарский район,"с. Высокий Яр, пер. Трактовый, д. 7",ТОМ,005230АЛ20,70МЕ,1416,7/27/2012,8/18/2014,
Общество с ограниченной ответственностью,"ООО""Партнер""",7003005480,,Бакчарский район,"с. Парбиг, ул. Московская,д.10,пом.1",Бакчарский район,,ТОМ,005245АЛ00,70МЕ,1436,10/14/2009,10/14/2014,
Общество с ограниченной ответственностью,"ООО ""К-плюс4""",7017248370,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Бакчарский район,"с. Бакчар, пер. Трактовый 7",ТОМ,005255АЛ82,70МЕ,1455,4/27/2010,12/8/2014,
Общество с ограниченной ответственностью,"ООО ""К-плюс 5""",7017253676,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Бакчарский район,"с. Бакчар, пер. Трактовый, д. 19, пом. 16",ТОМ,005286АЛ05,70МЕ,1502,6/8/2010,1/25/2015,
Общество с ограниченной ответственностью,"ООО ""МСК""",7017274940,,г. Томск,"пер. Карский, 70, кв. 74",Бакчарский район,"с. Бакчар, ул. Гвоздева. 10",ТОМ,005375АЛ11,70МЕ,1624,3/1/2011,12/29/2015,
Общество с ограниченной ответственностью,"ООО ""К-плюс 6""",7017277370,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Бакчарский район,"с. Бакчар, ул. Хомутского, 54",ТОМ,005583АЛ101,70МЕ,2196,5/18/2012,3/18/2017,
Общество с ограниченной ответственностью,"ООО ""К-плюс 7""",7017285854,,г. Томск,"ул. Мокрушина, 24-116",Бакчарский район,"с. Бакчар, пер. Мелиораторов, 3, пом. 1,4,11",ТОМ,005742АЛ100,70МЕ,2384,7/12/2012,7/12/2017,
Общество с ограниченной ответственностью,"ООО""Колорит Т""",7017285830,,г. Томск,"пер.Типографский,д.1А,пом.1024-1026",Бакчарский район,"с. Бакчар, ул. Октябрьская, 53 (магазин)",ТОМ,005436АЛ67,70МЕ,1997,5/14/2012,7/20/2014,
Общество с ограниченной ответственностью,"ООО ""Розница К-1""",2225074005,,"Алтайский край, г. Барнаул","ул. Мерзликина, 5",Бакчарский район,"с. Бакчар, ул. Ленина, 63 (магазин)",ТОМ,005500АЛ28,70МЕ,2095,6/27/2012,11/25/2016,
Общество с ограниченной ответственностью,"ООО ""К-плюс 8""",7017299529,,г. Томск,"ул. Мокрушина, 24-116",Бакчарский район,"с. Бакчар, ул. Таежная, 19 (магазин);",ТОМ,005582АЛ59,70МЕ,2195,8/15/2012,3/13/2017,
Общество с ограниченной ответственностью,"ООО ""ШИНа 1""",7024032558,,г. Томск,"ул. Шпальная, 1",Бакчарский район,"с. Бакчар, ул. Стаханова, 27",ТОМ,005336АЛ29,70МЕ,2304,6/13/2012,4/30/2015,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
