№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание,,,,,,,
1,2,3,4,5,6,7,10,11,12,13,14,15,16,17,18,19,,,,,,,
1,"ООО ""ГЛОБУС""",6717003983,1066722006933,"215430, Смоленская область, п. Угра, ул. Ленина, д. 19","215450, Смоленская область, п. Угра, ул. Ленина, д. 21 (магазин), без ограничений",№ 885                Б 005490,25 мая 2011,по 23 июня 2011,до 24 июня 2016,,,,,,,,,,,,,,
,,,,,"215450, Смоленская область, п. Угра, ул. Ленина, д. 19 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215450, Смоленская область, п. Угра, ул. Советская, д. 23(магазин). Без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215450, Смоленская область, п. Угра, ул. Горького, д. 11 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215450, Смоленская область, п. Всходы, ул. Исаковского (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215450, Смоленская область, п. Восходы, ул. Ленинская (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215430, Смоленская область, п. Угра, ул. Юбилейная, д. 3 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215430, Смоленская область, п. Угра, ул. Советская, д. 5-а (магазин), без ограничений",,,,,,,,,,,,,,,,,,
2,"ООО ""ЗВЕРОБОЙ""",6717003260,1036706002211,"215430, Смоленская область, Угранский район, п. Угра, ул. Десантная, д. 6","215430, Смоленская область, пгт. Угра, ул. Десантная, д. 6 (кафе-бар), без ограничений",№ 809                 Б 005572,01 июля 2006,по 01 июля 2011,до 02 июля 2012,30 января 2012                             смена юр. адреса,,,,,,,,,,,,,
,,,,,"215430, Смоленская область, пгт. Угра, ул. Советская, д. 3 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215430, Смоленская область, пгт. Угра, ул. Советская, д. 61-а (магазин), без ограничений",,,,,,,,,,,,,,,,,,
3,"ООО ""ТОРГОВЫЙ ДОМ""",6717003856,1056708190043,"215463, Смоленская область, Угранский район, с. Знаменка","215463, Смоленская область, Угранский район, с. Знаменка (магазин), без ограничений",№ 792                 Б 005551,09 июня 2006,по 09 июня 2011,до 10 июня 2012,,,,,,,,,,,,,,
4,ЗНАМЕНСКОМУ РАЙПО,6717002771,1026700851253,"215430, Смоленская область, Угранский район, пгт. Угра, ул. Ленина, д. 27","215430, Смоленская область, Угранский район, пгт. Угра, ул. Пушкина, д. 5 (магазин),без ограничений",№ 1975                 Б 005394,17 марта 2011,по 17 марта 2016,,,,,,,,,,,,,,,
,,,,,"215430, Смоленская область, Угранский район, пгт. Угра, ул. Ленина, д. 27 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215110, Смоленская область, Угранский район, пгт. Угра, ул. Ленина, д. 25 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215430, Смоленская область, Уграниский район, д. Слободоки (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215430, Смоленская область, Угранский район, д. Полднево (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215471, Смоленская область, Угранский район, д. Мытишино (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215471, Смоленская область, Угранский район, д. Красное (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215474, Смоленская область, Угранский район, д. Михали (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215474, Смоленская область, Угранский район, д. Желанья (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215461, Смоленская область, Угранский район, д. Вешки (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215463, Смоленская область, Угранский район, с. Знаменка, ул. Советская (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215450, Смоленская область, Угранский район, с. Всходы, ул. Исаковского (магазин №2), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215450, Смоленская область, Угранский район, с. Всходы, ул. Исаковского (магазин №3), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215450, Смоленская область, Угранский район, с. Всходы, ул. Ленинская (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"Автомагазин №1 (ГАЗ 66КУНГ 717 КХ 67), Смоленская область, Угранский район, д. Мощенки, д. Шипуны, д. Великополье, д. Коршуны, д. Цинеево, д. Тетерино, д. Островки, д. Заречье, д. Доброе, д. Мохнатка, д. Новое, д. Леоново, д. Волоста, д. Крутые, д. Красная Весна, ст. Волоста, д. Соколово, д. Мирное, д. Ермаки, д. Маншино, д. Марсино, д. Коньшино, д. Петрово, д. Ледцы, д. Бельдбгино, д. Коптево, д. Городище, д. Луги, д. Деменино, д. Замошье, д. Желобово, до 15%",,,,,,,,,,,,,,,,,,
5,"ООО ""Союз""",6717003912,1066722005030,"215430, Смоленская область, пгт. Угра, Советская, д. 3-а","215430, Смоленская область, пгт. Угра, ул. Советская, д. 3-а (магазин), без ограничений",№ 751                  Б 005515,26 мая 2006,по 26 мая 2011,,,,,,,,,,,,,,,
,,,,,"215430, Смоленская область, пгт. Угра, ул. Советская, д. 5 (торговый павильон), без ограничений",,,,,,,,,,,,,,,,,,
6,"ООО ""Успех""",6717004271,1076722000882,"215430, Смоленская область, Угранский район, дер. Вознесенье","215430, Смоленская область, Угранский район, с. Всхлды, ул. Исаковского (магазин), без ограничений",№ 1568                Б 005273,29 ноября 2010,по 04 октября 2012,,,,,,,,,,,,,,,
,,,,,"215430, Смоленская область, п. Угра, ул. Ленина, д. 37 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215430, Смоленская область, п. Угра, ул. Десантная, д. 7 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215430, Смоленская область, п. Угра, ул. Юбилейная, д. 3 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
,,,,,"215430, Смоленская область, п. Угра, ул. Советская, д. 5 (магазин), без ограничений",,,,,,,,,,,,,,,,,,
