,"Реестр действующих лицензий на розничную продажу алкогольной продукции, 
выданных на предприятия торговли и общественного питания Белгородской области по состоянию на 01.05.2012",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,№ п/п,Наименование территориально обособленного объекта,Дата добавления объекта,Муниципальное образование,Место нахождения объекта,ИНН организации,КПП объекта,Тип предприятия,Наименование организации,ОПФ,Местонахождения организации,Регистрационные номера и срок действия лицензии
3123148972/312145021,535,"Отдел в магазине ""Светлана""",3/3/2009,Яковлевский район,"Яковлевский район, с.Серетино, ул. 9 Мая",3123148972,312145021,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310245040,536,"Отдел в магазине ""Наш магазин""",3/5/2009,Белгородский район,"Белгородский район, п.Октябрьский, ул.Ватутина, д.15",3123148972,310245040,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/312045010,537,"Отдел в закусочной ""Елена""",3/13/2009,г. Шебекино,"г.Шебекино, ул.Московская, д.13",3123148972,312045010,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310345017,538,"Отдел в магазине ""На пятачке""",3/13/2009,Борисовский район,"Борисовский рйон, п.Борисовка, ул.Грайворонская, д.262-а",3123148972,310345017,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310245044,539,"Отдел в магазине ""Продукты""",3/13/2009,Белгородский район,"Белгородский район, п.Разумное, ул.Железнодорожная, д.15",3123148972,310245044,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310245045,540,"Отдел в магазине ""Продукты""",3/13/2009,Белгородский район,"Белгородский район, п.Разумное, ул.Железнодорожная, д.9",3123148972,310245045,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310345019,541,"Отдел в магазине ""Продукты""",3/13/2009,Борисовский район,"п.Борисовка, ул.8-е Марта, д.21-а",3123148972,310345019,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310845013,542,"Отдел в магазине ""Земной рай""",3/20/2009,Грайворонский район,"Грайворонский район, с.Гора-Подол, ул.Борисенко, д.43-а",3123148972,310845013,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310545001,543,"Отдел в магазине ""Продукты""",3/20/2009,Вейделевский район,"Вейделевский район, п.Вейделевка, ул.Мира, д.79",3123148972,310545001,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/312145014,544,"Отдел в магазине ""Салют""",3/20/2009,г. Строитель,"г.Строитель, ул. 5 Августа, д.10-а (складское помещение - г.Белгород, ул.Коммунальная, д.4)",3123148972,312145014,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/312245002,545,"Отдел в павильоне ""Продукты""",3/20/2009,г. Алексеевка,"г.Алексеевка, ул.Н.Рубана, д.80-а (складское помещение - г.Белгород, ул.Коммунальная, д.4)",3123148972,312245002,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/312345037,546,"Отдел в кафе ""СВ""",3/27/2009,г. Белгород,"г. Белгород, ул. Магистральная, д. 86",3123148972,312345037,Общепит,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310845004,547,"Отдел в кафе ""Три медведя""",3/27/2009,Грайворонский район,"Грайворонский район, с. Гора-Подол, ул. Парковая, д. 8",3123148972,310845004,Общепит,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310345025,548,"Отдел в кафе-баре ""В парке""",3/27/2009,п. Борисовка,"Борисовский район, п. Борисовка, ул. Первомайская (на территории парка)",3123148972,310345025,Общепит,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/312145019,549,"Отдел в магазине ""Парус""",3/27/2009,Яковлевский район,"Яковлевский район, п. Томаровка, ул. Строителей, д. 1-б",3123148972,312145019,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/312145025,550,"Отдел в магазине ""Радость моя""",3/27/2009,Яковлевский район,"Яковлевский район, с. Бутово, ул. Магистральная",3123148972,312145025,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/311045005,551,Отдел в магазине,4/2/2009,Корочанский район,"Корочанский район, с. Большая Халань",3123148972,311045005,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310645007,552,"Отдел в магазине ""Экономъ-Азаровка""",4/2/2009,п. Волоконовка,"Волоконовский район, п. Волоконовка, ул. 60 лет Октября",3123148972,310645007,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3126007909/312601001,553,"Магазин ""Продукты""",4/3/2009,г. Валуйки,"г. Валуйки, ул. Ленина, д. 30",3126007909,312601001,Торговое,"""САЛЮТ""",ООО,"г. Валуйки, ул. Ленина, д. 30","2045, 03.04.2009 - 02.04.2012, Спиртные напитки (в том числе водка); 2046, 03.04.2009 - 02.04.2012, Вино (в том числе натуральное вино)"
3102204552/310201001,554,Отдел в магазине,4/3/2009,Белгородский район,"Белгородский район, с. Репное, ул. 2-ая Центральная, д. 21-а",3102204552,310201001,Торговое,"""АЛЕКСАНДРИТ""",ООО,"Белгородская обл., Белгородский район, с. Репное, ул. 2-ая Центральная, д. 21-а","2047, 03.04.2009 - 02.04.2012, Спиртные напитки (в том числе водка); 2048, 03.04.2009 - 02.04.2012, Вино (в том числе натуральное вино)"
3123148972/310245046,555,Отдел в кафе-баре,4/10/2009,Белгородский район,"Белгородский район, с. Отрадное, ул. Привокзальная, д. 74",3123148972,310245046,Общепит,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/312345048,556,Отдел в магазине,4/10/2009,г. Белгород,"г. Белгород, ул. Сумская, д. 70",3123148972,312345048,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310645004,557,"Отдел в магазине ""Ан-На2""",4/10/2009,Волоконовский район,"Волоконовский район, с. Покровка",3123148972,310645004,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310245047,558,"Отдел в магазине ""Водолей""",4/10/2009,Белгородский район,"Белгородский район, п. Октябрьский, ул. Красный Луч, д. 40",3123148972,310245047,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310645009,559,"Отдел в магазине ""Грушевский""",4/10/2009,Волоконовский район,"Волоконовский район, с. Грушевка",3123148972,310645009,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310945004,560,"Отдел в магазине ""Елена""",4/10/2009,Ивнянский район,"Ивнянский район, п. Ивня, ул. Дзержинского",3123148972,310945004,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/311345003,561,"Отдел в магазине ""Овен""",4/10/2009,п. Красная Яруга,"Краснояружский район, п. Красная Яруга, ул. Подлесная, д. 1",3123148972,311345003,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/311345002,562,"Отдел в магазине ""Первомайский""",4/10/2009,п. Красная Яруга,"Краснояружский район, п. Красная Яруга, ул. Первомайская, д. 33",3123148972,311345002,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/312045011,563,"Отдел в магазине ""Перекресток""",4/10/2009,Шебекинский район,"Шебекинский район, х. Ржавец, ул. Центральная",3123148972,312045011,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310245048,564,"Отдел в магазине ""Продукты""",4/10/2009,Белгородский район,"Белгородский район, с. Мясоедово, ул. Трунова, д. 76-а",3123148972,310245048,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/312045014,565,"Отдел в магазине ""Продукты""",4/10/2009,Шебекинский район,"Шебекинский район, с. Новая Таволжанка, ул. Харьковская, д. 9",3123148972,312045014,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/312045013,566,"Отдел в магазине ""Продукты""",4/10/2009,Шебекинский район,"Шебекинский район, с. Муром, ул. Циолковского, д. 18",3123148972,312045013,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/311645022,567,"Отдел в магазине ""Продукты""",4/10/2009,Ракитянский район,"Ракитянский район, с. Меловое, ул. Селянка",3123148972,311645022,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/311045007,568,"Отдел в магазине ""Шатер""",4/10/2009,Корочанский район,"Корочанский район, с. Прудки",3123148972,311045007,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123033749/312301001,569,"Кафе-бар ""ЗАНАДУ""",4/13/2009,г. Белгород,"г.Белгород, пр.Б.Хмельницкого, д.215-а",3123033749,312301001,Общепит,"""СЕНТЯБРЬ""",ООО,"г.Белгород, ул.Мичурина, д.83","2051, 13.04.2009 - 12.04.2012, Спиртные напитки (в том числе водка); 2052, 13.04.2009 - 12.04.2012, Вино (в том числе натуральное вино)"
3123148972/311145003,570,"Отдел в магазине ""Аленка""",4/15/2009,г. Бирюч,"г.Бирюч, ул.Ольминского, д.64-а",3123148972,311145003,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3111000040/311105001,571,"Магазин ""Луч""",4/17/2009,г. Бирюч,"г.Бирюч, ул.Павловского, д.32",3111000040,311105001,Торговое,"""НИВА""",ООО,"Белгородская обл., г.Бирюч, ул.Маркина, д.1-б","2055, 17.04.2009 - 16.04.2012, Спиртные напитки (в том числе водка); 2056, 17.04.2009 - 16.04.2012, Вино (в том числе натуральное вино)"
3111000040/311101001,572,"Магазин ""Нива""",4/17/2009,г. Бирюч,"г.Бирюч, ул.Маркина, д.1-б",3111000040,311101001,Торговое,"""НИВА""",ООО,"Белгородская обл., г.Бирюч, ул.Маркина, д.1-б","2055, 17.04.2009 - 16.04.2012, Спиртные напитки (в том числе водка); 2056, 17.04.2009 - 16.04.2012, Вино (в том числе натуральное вино)"
3111000040/311105002,573,"Магазин ""Нива""",4/17/2009,Красногвардейский район,"Красногвардейский район, с.Весёлое, ул.Мира, д.135",3111000040,311105002,Торговое,"""НИВА""",ООО,"Белгородская обл., г.Бирюч, ул.Маркина, д.1-б","2055, 17.04.2009 - 16.04.2012, Спиртные напитки (в том числе водка); 2056, 17.04.2009 - 16.04.2012, Вино (в том числе натуральное вино)"
3123148972/312345053,574,"Отдел в магазине ""Продукты""",4/17/2009,г. Белгород,"г.Белгород, пр.Ватутина, д.22-б",3123148972,312345053,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/311145005,575,"Отдел в магазине ""Продукты""",4/17/2009,Красногвардейский район,"Красногвардейский район, с.Никитовка, ул.Советская, д.24",3123148972,311145005,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310245049,576,"Отдел в магазине ""Продукты""",4/17/2009,Белгородский район,"Белгородский район, с.Стрелецкое, ул.Королева, д.54-д",3123148972,310245049,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/312345057,577,"Отдел в магазине ""Продукты 24 часа""",4/17/2009,г. Белгород,"г.Белгород, ул.Спортивная, д.8-а (складское помещение - г.Белгород, ул.Коммунальная, д.4)",3123148972,312345057,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/312345056,578,"Отдел в магазине ""Юля""",4/17/2009,г. Белгород,"г.Белгород, ул.Попова - ул.Мичурина",3123148972,312345056,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1448, 28.01.2010 - 27.01.2013, Спиртные напитки до 15%; 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/312645003,580,"Отдел в магазине ""Алена""",5/6/2009,Валуйский район,"Валуйский район, с.Мандрово, ул.Ленина, д.63",3123148972,312645003,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310345028,581,"Отдел в магазине ""Альянс""",5/6/2009,Борисовский район,"Борисовский район, с. Акулиновка, ул.Центральная, д.26",3123148972,310345028,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310245053,582,"Отдел в магазине ""Золушка""",5/6/2009,Белгородский район,"Белгородский район, с.Беловское, ул.Центральная, д.45",3123148972,310245053,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310845014,583,"Отдел в магазине ""Кордон""",5/6/2009,Грайворонский район,"Грайворонский район, с.Козинка, ул.Республиканская, д.54-а",3123148972,310845014,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/312345059,584,"Отдел в магазине ""Мария""",5/6/2009,г. Белгород,"г.Белгород, ул.Белгородского полка, д.50",3123148972,312345059,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310245054,585,"Отдел в магазине ""Сезам""",5/6/2009,Белгородский район,"Белгородский район, с.Беловское, ул.М.Ушаковой, д.2-б",3123148972,310245054,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123193799/312301001,586,"Магазин ""Лира""",5/8/2009,г. Белгород,"г.Белгород, Гражданский проспект, д.21",3123193799,312301001,Торговое,"""АЛКО-МИР""",ООО,"г.Белгород, ул.Чичерина, д.50","2057, 08.05.2009 - 07.05.2012, Спиртные напитки (в том числе водка); 2058, 08.05.2009 - 07.05.2012, Вино (в том числе натуральное вино)"
3123148972/311145004,587,"Отдел в магазине ""Алена""",5/8/2009,Красногвардейский район,"Красногвардейский район, с.Никитовка, ул.Калинина, д.26",3123148972,311145004,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/311745002,588,"Отдел в магазине ""Богатырь""",5/8/2009,Ровеньский район,"Ровеньский район, с.Ладомировка",3123148972,311745002,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/311245001,589,"Отдел в магазине ""Дорожный""",5/8/2009,Красненский район,"Красненский район, с.Камызено, ул.Октябрьская, д.2",3123148972,311245001,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310245050,590,"Отдел в магазине ""Мега Макс""",5/8/2009,Белгородский район,"Белгородский район, п.Разумное, ул.Бельгина, д.5-а",3123148972,310245050,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/311145002,591,"Отдел в магазине ""Наталья""",5/8/2009,Красногвардейский район,"Красногвардейский район, п.Бирюч, ул.Привокзальная, д.27",3123148972,311145002,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310345016,592,"Отдел в магазине ""Продукты""",5/8/2009,п. Борисовка,"п.Борисовка, ул.Грайворонская, д.131",3123148972,310345016,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3121182791/312145001,593,"Магазин ""Фермер""",5/22/2009,г. Строитель,"г. Строитель, ул. Конева, д.2-а",3121182791,312145001,Торговое,"""ФЕРМЕР ТОРГ""",ООО,"Белгородская обл., г.Строитель, ул.Жукова, д.3-б","1855, 20.08.2008 - 19.08.2013, Спиртные напитки (в том числе водка); 1855, 22.05.2009 - 19.08.2013, Спиртные напитки (в том числе водка); 1856, 20.08.2008 - 19.08.2013, Вино (в том числе натуральное вино); 1856, 22.05.2009 - 19.08.2013, Вино (в том числе натуральное вино)"
3123148972/310345026,594,Отдел в магазине,5/22/2009,Борисовский район,"Борисовский район, с.Берёзовка, ул.Колхозная, д.5",3123148972,310345026,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310345029,595,"Отдел в магазине ""Алексеевский""",5/22/2009,п. Борисовка,"п.Борисовка, ул.Республиканская, д.32-а",3123148972,310345029,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123193799/310245001,596,"Отдел в магазине ""Продукты""",5/28/2009,Белгородский район,"Белгородский район, с.Стрелецкое, ул.Курская, д.1-а",3123193799,310245001,Торговое,"""АЛКО-МИР""",ООО,"г.Белгород, ул.Чичерина, д.50","2057, 08.05.2009 - 07.05.2012, Спиртные напитки (в том числе водка); 2058, 08.05.2009 - 07.05.2012, Вино (в том числе натуральное вино)"
3123193799/310245002,597,"Отдел в магазине ""Робин Гуд""",5/28/2009,Белгородский район,"Белгородский район, п.Дубовое, ул.Зелёная, д.16",3123193799,310245002,Торговое,"""АЛКО-МИР""",ООО,"г.Белгород, ул.Чичерина, д.50","2057, 08.05.2009 - 07.05.2012, Спиртные напитки (в том числе водка); 2058, 08.05.2009 - 07.05.2012, Вино (в том числе натуральное вино)"
3123167439/312345001,598,"Бар ""Фронт""",6/2/2009,г. Белгород,"г.Белгород, Свято-Троицкий бульвар, д.1",3123167439,312345001,Общепит,"""ФРОНТ""",ООО,"г.Белгород, пр.Славы, д.58, кв.13","2069, 02.06.2009 - 01.06.2012, Спиртные напитки (в том числе водка); 2070, 02.06.2009 - 01.06.2012, Вино (в том числе натуральное вино)"
3123148972/310332005,599,"Отдел в кафе ""У Михалыча""",6/2/2009,Борисовский район,"Борисовский район, п. Борисовка, ул. Гагарина, д.73-а",3123148972,310332005,Общепит,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310545004,600,"Отдел в магазине ""Валентина""",6/2/2009,Вейделевский район,"Вейделевский район, с.Малакеево",3123148972,310545004,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123135927/312301001,601,"Отдел в магазине ""Зевс""",6/2/2009,г. Белгород,"г.Белгород, пр.Ватутина, д.23",3123135927,312301001,Торговое,"""ЗЕВС""",ООО,"г.Белгород, ул.Губкина, д.15-л","2063, 26.09.2011 - 01.06.2012, Спиртные напитки (в том числе водка); 2064, 26.09.2011 - 01.06.2012, Вино (в том числе натуральное вино)"
3123148972/310245056,602,"Отдел в магазине ""Продукты""",6/2/2009,Белгородский район,"Белгородский район, с. Ясные Зори, ул.Кирова, д.17-в",3123148972,310245056,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/312145028,603,"Отдел в магазине ""Радуга""",6/2/2009,Яковлевский район,"Яковлевский район, п.Томаровка, ул.Магистральная, д.89-а",3123148972,312145028,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
3123148972/310845015,604,"Отдел в магазине ""ТПС""",6/2/2009,Грайворонский район,"Грайворонский район, с.Косилово, ул.Горянка",3123148972,310845015,Торговое,"""ЗАПАД""",ООО,"г.Белгород, ул.Корочанская, д.85-а","1448, 28.01.2010 - 27.01.2013, Спиртные напитки (в том числе водка); 1449, 28.01.2010 - 27.01.2013, Вино (в том числе натуральное вино)"
