,"Реестр действующих лицензий на розничную продажу алкогольной продукции, 
выданных на предприятия торговли и общественного питания Белгородской области по состоянию на 01.05.2012",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,№ п/п,Наименование территориально обособленного объекта,Дата добавления объекта,Муниципальное образование,Место нахождения объекта,ИНН организации,КПП объекта,Тип предприятия,Наименование организации,ОПФ,Местонахождения организации,Регистрационные номера и срок действия лицензии
3123139167/312332007,2092,Отдел в магазине,7/27/2011,г. Белгород,"г.Белгород, Бульвар Юности, д.10",3123139167,312332007,Торговое,"""ОЛЬГА""",ООО,"308036, г. Белгород, Бульвар Юности, д.7","2445, 27.07.2011 - 26.07.2016, Вино (в том числе натуральное вино)"
3123281269/312301001,2093,"Отдел в магазине ""Продукты""",7/27/2011,г. Белгород,"г. Белгород, ул. Магистральная, д. 2",3123281269,312301001,Торговое,"""БРИЗ""",ООО,"г. Белгород, ул. Магистральная, д. 2","2433, 27.07.2011 - 26.07.2012, Спиртные напитки (в том числе водка); 2434, 27.07.2011 - 26.07.2012, Вино (в том числе натуральное вино)"
3123137730/312345001,2094,"Отдел в ресторане ""Лель""",7/27/2011,г. Белгород,"г. Белгород, ул. Спортивная, д. 1-а",3123137730,312345001,Общепит,"""ЛУЧ""",ООО,"г.Белгород, ул.Некрасова, д.11",
3102022263/310201001,2095,Магазин,7/28/2011,Белгородский район,"Белгородский район, с.Бессоновка, ул.Интернациональная, д.5-а",3102022263,310201001,Торговое,"""АЛИНА""",ООО,"Белгородский район, с.Бессоновка, ул.Интернациональная, д.5-а","2446, 28.07.2011 - 27.07.2012, Спиртные напитки (в том числе водка); 2447, 28.07.2011 - 27.07.2012, Вино (в том числе натуральное вино)"
3122504762/312645006,2096,"Отдел в баре ""777""",7/29/2011,г. Валуйки,"г. Валуйки, ул. Колхозная, д. 29 (складское помещение - г. Алексеевка, ул. Привокзальная, д. 12)",3122504762,312645006,Общепит,"""БОЧКАРЕВА""",ООО,"309850, Белгородская обл., г.Алексеевка, ул.Привокзальная, д.12","0447, 10.06.2011 - 09.06.2016, Спиртные напитки (в том числе водка); 0448, 10.06.2011 - 09.06.2016, Вино (в том числе натуральное вино)"
3122504762/312645009,2097,"Отдел в кафе ""Мороженое""",7/29/2011,г. Валуйки,"г. Валуйки, ул. М.Горького, д. 2/4",3122504762,312645009,Общепит,"""БОЧКАРЕВА""",ООО,"309850, Белгородская обл., г.Алексеевка, ул.Привокзальная, д.12","0447, 10.06.2011 - 09.06.2016, Спиртные напитки (в том числе водка); 0448, 10.06.2011 - 09.06.2016, Вино (в том числе натуральное вино)"
3122504762/312645010,2098,"Отдел в кафе ""Эдем""",7/29/2011,г. Валуйки,"г. Валуйки, ул. Ст.Разина, д. 13-а",3122504762,312645010,Общепит,"""БОЧКАРЕВА""",ООО,"309850, Белгородская обл., г.Алексеевка, ул.Привокзальная, д.12","0447, 10.06.2011 - 09.06.2016, Спиртные напитки (в том числе водка); 0448, 10.06.2011 - 09.06.2016, Вино (в том числе натуральное вино)"
3123222785/312845014,2099,"Отдел в кафе-баре ""33""",7/29/2011,г. Старый Оскол,"г. Старый Оскол, м-н Парковый, д. 33",3123222785,312845014,Общепит,"""ЮГ""",ООО,"г. Белгород, ул. Корочанская, д. 85-а","2317, 18.02.2011 - 17.02.2016, Спиртные напитки (в том числе водка); 2318, 18.02.2011 - 17.02.2016, Вино (в том числе натуральное вино)"
3122504762/311745005,2100,"Отдел в магазине ""Алена""",7/29/2011,Ровеньский район,"Ровеньский район, с. Свистовка",3122504762,311745005,Торговое,"""БОЧКАРЕВА""",ООО,"309850, Белгородская обл., г.Алексеевка, ул.Привокзальная, д.12","0447, 10.06.2011 - 09.06.2016, Спиртные напитки (в том числе водка); 0448, 10.06.2011 - 09.06.2016, Вино (в том числе натуральное вино)"
3102022190/310232001,2101,"Отдел в магазине ""Лиза""",7/29/2011,Белгородский район,"Белгородский район, с.Беломестное, ул.Набережная, д.46",3102022190,310232001,Торговое,"""СЕРГЕЙ""",ООО,"Белгородская обл., Белгородский район, с.Беломестное, ул.Центральная, д.1","0768, 29.07.2011 - 28.07.2012, Спиртные напитки (в том числе водка); 0769, 29.07.2011 - 28.07.2012, Вино (в том числе натуральное вино)"
3123222785/311745009,2102,"Отдел в магазине ""Продовольственные продукты""",7/29/2011,Ровеньский район,"Ровеньский район, с. Нагольное, ул. Победы",3123222785,311745009,Торговое,"""ЮГ""",ООО,"г. Белгород, ул. Корочанская, д. 85-а","2317, 18.02.2011 - 17.02.2016, Спиртные напитки (в том числе водка); 2318, 18.02.2011 - 17.02.2016, Вино (в том числе натуральное вино)"
3123222785/311745008,2103,"Отдел в магазине ""Продукты""",7/29/2011,Ровеньский район,"Ровеньский район, с. Нагольное, ул. Победы",3123222785,311745008,Торговое,"""ЮГ""",ООО,"г. Белгород, ул. Корочанская, д. 85-а","2317, 18.02.2011 - 17.02.2016, Спиртные напитки (в том числе водка); 2318, 18.02.2011 - 17.02.2016, Вино (в том числе натуральное вино)"
3123222785/312845015,2104,"Отдел в магазине ""Продукты""",7/29/2011,Старооскольский район,"Старооскольский район, с. Роговатое, ул. Владимира Ленина, д. 13-а",3123222785,312845015,Торговое,"""ЮГ""",ООО,"г. Белгород, ул. Корочанская, д. 85-а","2317, 18.02.2011 - 17.02.2016, Спиртные напитки (в том числе водка); 2318, 18.02.2011 - 17.02.2016, Вино (в том числе натуральное вино)"
3102022190/310201001,2105,"Отдел в магазине ""Сергей""",7/29/2011,Белгородский район,"Белгородский район, с.Беломестное, ул.Центральная, д.1",3102022190,310201001,Торговое,"""СЕРГЕЙ""",ООО,"Белгородская обл., Белгородский район, с.Беломестное, ул.Центральная, д.1","0768, 29.07.2011 - 28.07.2012, Спиртные напитки (в том числе водка); 0769, 29.07.2011 - 28.07.2012, Вино (в том числе натуральное вино)"
3122504762/310545014,2106,"Отдел в магазине ""Славянка""",7/29/2011,п. Вейделевка,"п. Вейделевка, ул. Октябрьская",3122504762,310545014,Торговое,"""БОЧКАРЕВА""",ООО,"309850, Белгородская обл., г.Алексеевка, ул.Привокзальная, д.12","0447, 10.06.2011 - 09.06.2016, Спиртные напитки (в том числе водка); 0448, 10.06.2011 - 09.06.2016, Вино (в том числе натуральное вино)"
3123222785/312345059,2107,"Отдел в магазине ""Славянский""",7/29/2011,г. Белгород,"г. Белгород, ул. Славянская, д. 9-а",3123222785,312345059,Торговое,"""ЮГ""",ООО,"г. Белгород, ул. Корочанская, д. 85-а","2317, 18.02.2011 - 17.02.2016, Спиртные напитки (в том числе водка); 2318, 18.02.2011 - 17.02.2016, Вино (в том числе натуральное вино)"
3123222785/311745010,2108,"Отдел в магазине ""Фортуна""",7/29/2011,Ровеньский район,"Ровеньский район, с. Ладомировка",3123222785,311745010,Торговое,"""ЮГ""",ООО,"г. Белгород, ул. Корочанская, д. 85-а","2317, 18.02.2011 - 17.02.2016, Спиртные напитки (в том числе водка); 2318, 18.02.2011 - 17.02.2016, Вино (в том числе натуральное вино)"
3122504762/312645011,2109,"Отдел в магазине-кулинария ""Смак""",7/29/2011,г. Валуйки,"г. Валуйки, ул. М.Горького, д. 37-а",3122504762,312645011,Торговое,"""БОЧКАРЕВА""",ООО,"309850, Белгородская обл., г.Алексеевка, ул.Привокзальная, д.12","0447, 10.06.2011 - 09.06.2016, Спиртные напитки (в том числе водка); 0448, 10.06.2011 - 09.06.2016, Вино (в том числе натуральное вино)"
3123136977/312345001,2110,"Кафе ""Минутка""",8/5/2011,г. Белгород,"г. Белгород, ул. 60 лет Октября, д. 1-а",3123136977,312345001,Общепит,"""АРАШ""",ООО,"г.Белгород, Народный бульвар, д.70","0988, 05.08.2011 - 04.08.2012, Спиртные напитки (в том числе водка)"
3123222785/312045016,2111,Отдел в магазине,8/5/2011,г. Шебекино,"г. Шебекино, ул. Железнодорожная, д. 12",3123222785,312045016,Торговое,"""ЮГ""",ООО,"г. Белгород, ул. Корочанская, д. 85-а","2317, 18.02.2011 - 17.02.2016, Спиртные напитки (в том числе водка); 2318, 18.02.2011 - 17.02.2016, Вино (в том числе натуральное вино)"
3123222785/312345045,2112,Отдел в магазине,8/5/2011,г. Белгород,"г. Белгород, ул. Мичурина, д. 100 (складское помещение-г. Белгород, ул. Корочанская, д. 85-а)",3123222785,312345045,Торговое,"""ЮГ""",ООО,"г. Белгород, ул. Корочанская, д. 85-а","2317, 18.02.2011 - 17.02.2016, Спиртные напитки (в том числе водка); 2318, 18.02.2011 - 17.02.2016, Вино (в том числе натуральное вино)"
3123222785/310645010,2113,"Отдел в магазине ""Виктория""",8/5/2011,Волоконовский район,"Волоконовский район, с. Афоньевка",3123222785,310645010,Торговое,"""ЮГ""",ООО,"г. Белгород, ул. Корочанская, д. 85-а","2317, 18.02.2011 - 17.02.2016, Спиртные напитки (в том числе водка); 2318, 18.02.2011 - 17.02.2016, Вино (в том числе натуральное вино)"
3126007218/310645006,2114,"Отдел в магазине ""Заря""",8/5/2011,п. Волоконовка,"п. Волоконовка, ул. Ленина, д. 68",3126007218,310645006,Торговое,"""СКИФ""",ООО,"Белгородская обл., г. Валуйки, ул. М.Горького, д.5","0123, 09.06.2011 - 08.06.2014, Спиртные напитки (в том числе водка); 0124, 09.06.2011 - 08.06.2014, Вино (в том числе натуральное вино)"
3126007218/310645008,2115,"Отдел в магазине ""Золотой ключик""",8/5/2011,п. Волоконовка,"п. Волоконовка, ул. 60 лет Октября, д. 1-а",3126007218,310645008,Торговое,"""СКИФ""",ООО,"Белгородская обл., г. Валуйки, ул. М.Горького, д.5","0123, 09.06.2011 - 08.06.2014, Спиртные напитки (в том числе водка); 0124, 09.06.2011 - 08.06.2014, Вино (в том числе натуральное вино)"
3126007218/310645007,2116,"Отдел в магазине ""Оскольчанка""",8/5/2011,п. Волоконовка,"п. Волоконовка, ул. Чехова, д. 1",3126007218,310645007,Торговое,"""СКИФ""",ООО,"Белгородская обл., г. Валуйки, ул. М.Горького, д.5","0123, 09.06.2011 - 08.06.2014, Спиртные напитки (в том числе водка); 0124, 09.06.2011 - 08.06.2014, Вино (в том числе натуральное вино)"
3123222785/312745001,2117,"Отдел в магазине ""Продукты""",8/5/2011,Губкинский район,"Губкинский район, с. Бобровы Дворы",3123222785,312745001,Торговое,"""ЮГ""",ООО,"г. Белгород, ул. Корочанская, д. 85-а","2317, 18.02.2011 - 17.02.2016, Спиртные напитки (в том числе водка); 2318, 18.02.2011 - 17.02.2016, Вино (в том числе натуральное вино)"
3123222785/310645009,2118,"Отдел в магазине ""Теремок""",8/5/2011,Волоконовский район,"Волоконовский район, с. Нижние Лубянки",3123222785,310645009,Торговое,"""ЮГ""",ООО,"г. Белгород, ул. Корочанская, д. 85-а","2317, 18.02.2011 - 17.02.2016, Спиртные напитки (в том числе водка); 2318, 18.02.2011 - 17.02.2016, Вино (в том числе натуральное вино)"
3128041430/312845003,2119,"Закусочная ""Колосок""",8/8/2011,Старооскольский район,"Старооскольский район, с. Котово",3128041430,312845003,Общепит,"""ПРИОСКОЛЬСКИЙ КООПЕРАТОР""",ООО,"Белгородская обл., Старооскольский район, с. Шмарное",
3123002042/312332001,2120,Магазин,8/8/2011,г. Белгород,"г. Белгород, ул. Горького, д.60",3123002042,312332001,Торговое,Р (НП) РОСПЕЧАТЬ БЕЛГОРОДСКОЙ ОБЛАСТИ,ЗАО,"г. Белгород, ул. Попова, д.56-б","0936, 08.08.2011 - 07.08.2014, Спиртные напитки (в том числе водка); 0937, 08.08.2011 - 07.08.2014, Вино (в том числе натуральное вино)"
3123002042/311632001,2121,Магазин,8/8/2011,п. Ракитное,"Ракитянский район, п. Ракитное, ул. Базарная, д.9",3123002042,311632001,Торговое,Р (НП) РОСПЕЧАТЬ БЕЛГОРОДСКОЙ ОБЛАСТИ,ЗАО,"г. Белгород, ул. Попова, д.56-б","0936, 08.08.2011 - 07.08.2014, Спиртные напитки (в том числе водка); 0937, 08.08.2011 - 07.08.2014, Вино (в том числе натуральное вино)"
3123002042/311032001,2122,Магазин,8/8/2011,г. Короча,"г. Короча, ул. Ленина, д.61",3123002042,311032001,Торговое,Р (НП) РОСПЕЧАТЬ БЕЛГОРОДСКОЙ ОБЛАСТИ,ЗАО,"г. Белгород, ул. Попова, д.56-б","0936, 08.08.2011 - 07.08.2014, Спиртные напитки (в том числе водка); 0937, 08.08.2011 - 07.08.2014, Вино (в том числе натуральное вино)"
3123002042/310532001,2123,Магазин,8/8/2011,п. Вейделевка,"п.Вейделевка, ул. Центральная, д.16",3123002042,310532001,Торговое,Р (НП) РОСПЕЧАТЬ БЕЛГОРОДСКОЙ ОБЛАСТИ,ЗАО,"г. Белгород, ул. Попова, д.56-б","0936, 08.08.2011 - 07.08.2014, Спиртные напитки (в том числе водка); 0937, 08.08.2011 - 07.08.2014, Вино (в том числе натуральное вино)"
3123002042/311932001,2124,Магазин,8/8/2011,п. Чернянка,"п.Чернянка, ул. 20 годовщина Октября, д.24",3123002042,311932001,Торговое,Р (НП) РОСПЕЧАТЬ БЕЛГОРОДСКОЙ ОБЛАСТИ,ЗАО,"г. Белгород, ул. Попова, д.56-б","0936, 08.08.2011 - 07.08.2014, Спиртные напитки (в том числе водка); 0937, 08.08.2011 - 07.08.2014, Вино (в том числе натуральное вино)"
3128041430/312845005,2125,Магазин ТПС №28,8/8/2011,Старооскольский район,"Старооскольский район, с. Курское",3128041430,312845005,Торговое,"""ПРИОСКОЛЬСКИЙ КООПЕРАТОР""",ООО,"Белгородская обл., Старооскольский район, с. Шмарное","0900, 18.07.2011 - 17.07.2013, Спиртные напитки (в том числе водка); 0901, 18.07.2011 - 17.07.2013, Вино (в том числе натуральное вино)"
3128041430/312845002,2126,Магазин ТПС №39,8/8/2011,Старооскольский район,"Старооскольский район, с. Анпиловка",3128041430,312845002,Торговое,"""ПРИОСКОЛЬСКИЙ КООПЕРАТОР""",ООО,"Белгородская обл., Старооскольский район, с. Шмарное","0900, 18.07.2011 - 17.07.2013, Спиртные напитки (в том числе водка); 0901, 18.07.2011 - 17.07.2013, Вино (в том числе натуральное вино)"
3128041430/312845001,2127,Магазин ТПС №40,8/8/2011,Старооскольский район,"Старооскольский район, с. Воротниково",3128041430,312845001,Торговое,"""ПРИОСКОЛЬСКИЙ КООПЕРАТОР""",ООО,"Белгородская обл., Старооскольский район, с. Шмарное","0900, 18.07.2011 - 17.07.2013, Спиртные напитки (в том числе водка); 0901, 18.07.2011 - 17.07.2013, Вино (в том числе натуральное вино)"
3128041430/312845004,2129,Магазин ТПС №44,8/8/2011,Старооскольский район,"Старооскольский район, с. Терехово",3128041430,312845004,Торговое,"""ПРИОСКОЛЬСКИЙ КООПЕРАТОР""",ООО,"Белгородская обл., Старооскольский район, с. Шмарное","0900, 18.07.2011 - 17.07.2013, Спиртные напитки (в том числе водка); 0901, 18.07.2011 - 17.07.2013, Вино (в том числе натуральное вино)"
3128044102/312845001,2130,Магазин ТПС №46,8/8/2011,Старооскольский район,"Старооскольский район, с. Черниково",3128044102,312845001,Торговое,"""ДМИТРИЕВСКИЙ КООПЕРАТОР""",ООО,"Белгородская обл., г. Старый Оскол, ул. Архитектора Бутовой, д.1","0890, 14.07.2011 - 13.07.2013, Спиртные напитки (в том числе водка); 0891, 14.07.2011 - 13.07.2013, Вино (в том числе натуральное вино)"
3128044102/312845002,2131,Магазин ТПС №47,8/8/2011,Старооскольский район,"Старооскольский район, с. Хорошилово",3128044102,312845002,Торговое,"""ДМИТРИЕВСКИЙ КООПЕРАТОР""",ООО,"Белгородская обл., г. Старый Оскол, ул. Архитектора Бутовой, д.1","0890, 14.07.2011 - 13.07.2013, Спиртные напитки (в том числе водка); 0891, 14.07.2011 - 13.07.2013, Вино (в том числе натуральное вино)"
3128044102/312845003,2132,Магазин ТПС №48,8/8/2011,Старооскольский район,"Старооскольский район, с. Выползово",3128044102,312845003,Торговое,"""ДМИТРИЕВСКИЙ КООПЕРАТОР""",ООО,"Белгородская обл., г. Старый Оскол, ул. Архитектора Бутовой, д.1","0890, 14.07.2011 - 13.07.2013, Спиртные напитки (в том числе водка); 0891, 14.07.2011 - 13.07.2013, Вино (в том числе натуральное вино)"
3128039896/312801001,2133,"Кафе ""Малахит""",8/9/2011,г. Старый Оскол,"г. Старый Оскол, ул. Свердлова, д.4",3128039896,312801001,Общепит,"""РЫНОК СЕРВИС ПЛЮС""",ООО,"Белгородская обл., г. Старый Оскол, ул. Свердлова, д.4","0904, 09.08.2011 - 08.08.2012, Спиртные напитки (в том числе водка); 0905, 09.08.2011 - 08.08.2012, Вино (в том числе натуральное вино)"
3128039896/312832002,2134,"Кафетерий ""Горняк""",8/9/2011,г. Старый Оскол,"г. Старый Оскол, м-н Горняк, 4",3128039896,312832002,Общепит,"""РЫНОК СЕРВИС ПЛЮС""",ООО,"Белгородская обл., г. Старый Оскол, ул. Свердлова, д.4","0904, 09.08.2011 - 08.08.2012, Спиртные напитки (в том числе водка); 0905, 09.08.2011 - 08.08.2012, Вино (в том числе натуральное вино)"
3122504762/311745007,2135,"Отдел в кафе ""Баярд""",8/9/2011,п. Ровеньки,"п. Ровеньки, ул. Первомайская, д. 74",3122504762,311745007,Общепит,"""БОЧКАРЕВА""",ООО,"309850, Белгородская обл., г.Алексеевка, ул.Привокзальная, д.12","0447, 10.06.2011 - 09.06.2016, Спиртные напитки (в том числе водка); 0448, 10.06.2011 - 09.06.2016, Вино (в том числе натуральное вино)"
3122504762/310645004,2136,"Отдел в магазине ""Аист""",8/9/2011,Волоконовский район,"Волоконовский район, с. Ютановка",3122504762,310645004,Торговое,"""БОЧКАРЕВА""",ООО,"309850, Белгородская обл., г.Алексеевка, ул.Привокзальная, д.12","0447, 10.06.2011 - 09.06.2016, Спиртные напитки (в том числе водка); 0448, 10.06.2011 - 09.06.2016, Вино (в том числе натуральное вино)"
3122504762/312245042,2138,"Отдел в магазине ""Евгения""",8/9/2011,г. Алексеевка,"г. Алексеевка, ул. Привокзальная, д. 3-а",3122504762,312245042,Торговое,"""БОЧКАРЕВА""",ООО,"309850, Белгородская обл., г.Алексеевка, ул.Привокзальная, д.12","0447, 10.06.2011 - 09.06.2016, Спиртные напитки (в том числе водка); 0448, 10.06.2011 - 09.06.2016, Вино (в том числе натуральное вино)"
3102021911/310201001,2139,"Отдел в магазине ""Инга""",8/9/2011,Белгородский район,"Белгородский район, п. Новосадовый, ул. Центральная, д.2-в",3102021911,310201001,Торговое,"""ИНГА""",ООО,"Белгородская обл., Белгородский район, п. Новосадовый, ул. Центральная, д.2-в","0822, 09.08.2011 - 08.08.2012, Спиртные напитки (в том числе водка); 0823, 09.08.2011 - 08.08.2012, Вино (в том числе натуральное вино)"
3122504762/311145029,2141,"Отдел в магазине ""Продукты""",8/9/2011,г. Бирюч,"г. Бирюч, ул. Красных Партизан, д. 46-а",3122504762,311145029,Торговое,"""БОЧКАРЕВА""",ООО,"309850, Белгородская обл., г.Алексеевка, ул.Привокзальная, д.12","0447, 10.06.2011 - 09.06.2016, Спиртные напитки (в том числе водка); 0448, 10.06.2011 - 09.06.2016, Вино (в том числе натуральное вино)"
3122504762/310545012,2142,"Отдел в павильоне ""Весна""",8/9/2011,Вейделевский район,"Вейделевский район, с. Долгое",3122504762,310545012,Торговое,"""БОЧКАРЕВА""",ООО,"309850, Белгородская обл., г.Алексеевка, ул.Привокзальная, д.12","0447, 10.06.2011 - 09.06.2016, Спиртные напитки (в том числе водка); 0448, 10.06.2011 - 09.06.2016, Вино (в том числе натуральное вино)"
3111504665/311132003,2143,"Магазин ""Засосенский""",8/11/2011,Красногвардейский район,"Красногвардейский район, с. Засосна, ул. Пролетарская, д.53-а",3111504665,311132003,Торговое,"""ТИХАЯ СОСНА""",ООО,"Белгородская обл., Красногвардейский район, с. Засосна, ул. Ленина, д.105","2458, 11.08.2011 - 10.08.2012, Спиртные напитки (в том числе водка); 2459, 11.08.2011 - 10.08.2012, Вино (в том числе натуральное вино)"
3111504665/311132001,2144,"Магазин ""Надежда""",8/11/2011,г. Бирюч,"г. Бирюч, ул. Крупской, д.37-а",3111504665,311132001,Торговое,"""ТИХАЯ СОСНА""",ООО,"Белгородская обл., Красногвардейский район, с. Засосна, ул. Ленина, д.105","2458, 11.08.2011 - 10.08.2012, Спиртные напитки (в том числе водка); 2459, 11.08.2011 - 10.08.2012, Вино (в том числе натуральное вино)"
3111504665/311132002,2145,"Магазин ""Тихая сосна""",8/11/2011,Красногвардейский район,"Красногвардейский район, с. Засосна, ул. Ленина, д.105",3111504665,311132002,Торговое,"""ТИХАЯ СОСНА""",ООО,"Белгородская обл., Красногвардейский район, с. Засосна, ул. Ленина, д.105","2458, 11.08.2011 - 10.08.2012, Спиртные напитки (в том числе водка); 2459, 11.08.2011 - 10.08.2012, Вино (в том числе натуральное вино)"
3122000035/312201001,2146,Фирменный магазин,8/11/2011,г. Алексеевка,"г. Алексеевка, ул. Тимирязева, д. 10",3122000035,312201001,Торговое,"""АЛЕКСЕЕВСКИЙ МОЛОЧНОКОНСЕРВНЫЙ КОМБИНАТ""",ЗАО,"г. Алексеевка, ул. Тимирязева, д. 10","2455, 11.08.2011 - 10.08.2012, Спиртные напитки (в том числе водка); 2456, 11.08.2011 - 10.08.2012, Вино (в том числе натуральное вино)"
3128055619/312801001,2147,"Магазин ""Продукты""",8/12/2011,Старооскольский район,"Старооскольский р-н.,с.Городище,ул.Революционная",3128055619,312801001,Торговое,"""ЧЕРКАССКИХ""",ООО,"Белгородская обл., Старооскольский район, с.Городище, ул.Революционная, д.97","0974, 12.08.2011 - 11.08.2012, Спиртные напитки (в том числе водка); 0975, 12.08.2011 - 11.08.2012, Вино (в том числе натуральное вино)"
3120083533/312032003,2148,Отдел в магазине,8/12/2011,г. Шебекино,"г. Шебекино, пер Рабочий, д.2",3120083533,312032003,Торговое,"""ЯНТАРЬ""",ООО,"Белгородская обл., Шебекинский район, г. Шебекино, ул. Мичурина, д.13","2453, 12.08.2011 - 11.08.2012, Спиртные напитки (в том числе водка); 2454, 12.08.2011 - 11.08.2012, Вино (в том числе натуральное вино)"
3120083533/312032002,2149,Отдел в магазине,8/12/2011,г. Шебекино,"г. Шебекино, ул. Б.Хмельницкого, д.8",3120083533,312032002,Торговое,"""ЯНТАРЬ""",ООО,"Белгородская обл., Шебекинский район, г. Шебекино, ул. Мичурина, д.13","2453, 12.08.2011 - 11.08.2012, Спиртные напитки (в том числе водка); 2454, 12.08.2011 - 11.08.2012, Вино (в том числе натуральное вино)"
3120083533/312032001,2150,Отдел в магазине,8/12/2011,г. Шебекино,"г. Шебекино, ул. Свободы, д.42-а",3120083533,312032001,Торговое,"""ЯНТАРЬ""",ООО,"Белгородская обл., Шебекинский район, г. Шебекино, ул. Мичурина, д.13","2453, 12.08.2011 - 11.08.2012, Спиртные напитки (в том числе водка); 2454, 12.08.2011 - 11.08.2012, Вино (в том числе натуральное вино)"
3102007628/312302001,2151,"Магазин ""Корсар""",8/15/2011,г. Белгород,"г. Белгород, ул. Садовая, д. 102-б",3102007628,312302001,Торговое,"""КОРСАР""",ООО,"Белгородский район, с. Головино, ул. Центральная, д. 1","2457, 15.08.2011 - 14.08.2012, Спиртные напитки (в том числе водка)"
2310031475/310245003,2152,"Магазин ""Магнит""",8/15/2011,Белгородский район,"Белгородский район, п. Разумное, пр. Ленина, д. 14-а, массив 34",2310031475,310245003,Торговое,"""ТАНДЕР""",ЗАО,"350002, Краснодарский край, г.Краснодар, ул.Леваневского, д.185","0005, 13.05.2011 - 12.05.2016, Спиртные напитки (в том числе водка); 0006, 13.05.2011 - 12.05.2016, Вино (в том числе натуральное вино)"
3123139537/312301001,2153,"Магазин ""Продукты""",8/15/2011,г. Белгород,"г.Белгород, ул.Чапаева, д.30-а",3123139537,312301001,Торговое,"""КЕШКА СЛАДКОЕЖКА""",ООО,"г.Белгород, ул.Чапаева, д.30-а","0990, 15.08.2011 - 14.08.2012, Спиртные напитки (в том числе водка); 0991, 15.08.2011 - 14.08.2012, Вино (в том числе натуральное вино)"
3127506717/312701001,2154,Кафе,8/18/2011,Губкинский район,"Губкинский район, с.Толстое",3127506717,312701001,Общепит,"""ТОЛСТОЕ""",ООО,"Белгородская обл., Губкинский район, с.Толстое","1861, 29.08.2011 - 28.08.2012, Спиртные напитки (в том числе водка); 1862, 29.08.2011 - 28.08.2012, Вино (в том числе натуральное вино)"
3128054679/312801001,2156,"Магазин ""Продукты""",8/18/2011,Старооскольский район,"Старооскольский район, с.Каплино, ул.Генерала Бежко, д.1",3128054679,312801001,Торговое,"""КАТОМКА""",ООО,"Белгородская область, Старооскольский район, с.Каплино, ул. Генерала Бежко, д. 1","2462, 29.08.2011 - 28.08.2012, Спиртные напитки (в том числе водка); 2463, 29.08.2011 - 28.08.2012, Вино (в том числе натуральное вино)"
3123149101/310245001,2157,"Бар в кафе ""Дом суши""",8/19/2011,Белгородский район,"Белгородский район, п. Дубовое, м-н Пригородный, ул. Щорса, д. 64",3123149101,310245001,Общепит,"""ТЕХНОЛОГИЯ""",ООО,"г.Белгород, б-р Юности, д. 6","2208, 19.08.2011 - 28.12.2013, Спиртные напитки (в том числе водка); 2209, 19.08.2011 - 28.12.2013, Вино (в том числе натуральное вино)"
3123149101/312332001,2158,"Бар в кафе ""Милан""",8/19/2011,г. Белгород,"г.Белгород, ул. Костюкова, д.34-а",3123149101,312332001,Общепит,"""ТЕХНОЛОГИЯ""",ООО,"г.Белгород, б-р Юности, д. 6","2208, 19.08.2011 - 28.12.2013, Спиртные напитки (в том числе водка); 2209, 19.08.2011 - 28.12.2013, Вино (в том числе натуральное вино)"
3123149101/312301001,2159,"Бар в кафе-пиццерия ""Супер-пицца""",8/19/2011,г. Белгород,"г.Белгород, ул.Победы, д.83-б",3123149101,312301001,Общепит,"""ТЕХНОЛОГИЯ""",ООО,"г.Белгород, б-р Юности, д. 6","2208, 19.08.2011 - 28.12.2013, Спиртные напитки (в том числе водка); 2209, 19.08.2011 - 28.12.2013, Вино (в том числе натуральное вино)"
3123149101/312345001,2161,"Кафе ""Дом Суши""",8/19/2011,г. Белгород,"г.Белгород, ул.Костюкова, д.39-а",3123149101,312345001,Общепит,"""ТЕХНОЛОГИЯ""",ООО,"г.Белгород, б-р Юности, д. 6","2208, 19.08.2011 - 28.12.2013, Спиртные напитки (в том числе водка); 2209, 19.08.2011 - 28.12.2013, Вино (в том числе натуральное вино)"
3123125012/312301001,2162,Кафе-пиццерия,8/19/2011,г. Белгород,"г.Белгород, Народный бульвар, д.32",3123125012,312301001,Общепит,"""АДРИАТИКА""",ООО,"г.Белгород, Народный бульвар, д.32","1442, 19.08.2011 - 25.01.2015, Спиртные напитки (в том числе водка); 1443, 19.08.2011 - 25.01.2015, Вино (в том числе натуральное вино)"
3123125012/312345001,2163,Кафе-пиццерия,8/19/2011,г. Белгород,"г.Белгород, ул.Есенина, д.12-а",3123125012,312345001,Общепит,"""АДРИАТИКА""",ООО,"г.Белгород, Народный бульвар, д.32","1442, 19.08.2011 - 25.01.2015, Спиртные напитки (в том числе водка); 1443, 19.08.2011 - 25.01.2015, Вино (в том числе натуральное вино)"
3128055898/312745007,2164,"Магазин ""Копейка""",8/19/2011,г. Губкин,"г. Губкин, проспект Горняков, д. 4",3128055898,312745007,Торговое,"""КУПЕЦ""",ООО,"Белгородская обл., г.Старый Оскол, ул.Хмелева, д.20","0997, 26.08.2011 - 25.08.2016, Вино (в том числе натуральное вино); 1003, 26.08.2011 - 25.08.2016, Спиртные напитки (в том числе водка)"
