41180,28-Sep-12,,,,,,,,,,,,,
Орг_Прав_Форма,Краткое Наименование,ИНН,Код_ОКПО,Город,Улица,ГородФ,УлицаФ,Поле86,Номер лиценз,Серия бланка,Бланк,Начало действ лицензии,Конец действия лицензии,Конец Срока Продления
Общество с ограниченной ответственностью,"ООО ""Экстра-М""",7017058971,58915460,г. Томск,"ул.Герцена, 68, стр.2",Молчановский район,"636330 с. Молчаново, ул. Димитрова, 67а",ТОМ,005468АЛ04,70МЕ,2048,11/16/2011,9/30/2014,
Общество с ограниченной ответственностью,"ООО ""Ленок""",7010005427,79191010,Молчановский район,"с. Нарга, ул. К. Маркса, 30",Молчановский район,,ТОМ,003597АЛ00,70МЕ,1235,12/14/2005,12/14/2013,14-Dec-13
Общество с ограниченной ответственностью,"ООО ""Меркурий""",7010005466,79191049,Молчановский район,"с.Могочино, ул.Рабочая, 28-1",Молчановский район,"с. Могочино, ул. Калинина, 31",ТОМ,003627АЛ01,70МЕ,1278,12/21/2008,12/14/2013,
Общество с ограниченной ответственностью,"ООО ""Водолей""",7010005434,79191061,Молчановский район,"с.Суйга, ул.Крайняя, 1 кв.2",Молчановский район,,ТОМ,003643АЛ00,70МЕ,1277,12/23/2008,12/14/2013,
Общество с ограниченной ответственностью,"ООО ""Белочка""",7010005480,791957751,Молчановский район,"с. Молчаново, ул. Светлая, д.13, кв. 1",Молчановский район,,ТОМ,003671АЛ00,70МЕ,1286,12/29/2005,12/14/2013,
Общество с ограниченной ответственностью,"ООО ""Шевцова""",7010005498,7915780,Молчановский район,"с. Сарафановка, ул. Пионерская, д.7, кв.2",Молчановский район,,ТОМ,003673АЛ00,70МЕ,1263,12/29/2008,12/21/2013,
Общество с ограниченной ответственностью,"ООО""Север""",7010005530,79195840,Молчановский район,"с. Могочино,ул. Калинина, 2",Молчановский район,,ТОМ,003683АЛ00,70МЕ,1302,12/13/2008,12/21/2013,
Общество с ограниченной ответственностью,"ООО ""Галант""",7010005515,,Молчановский район,"с. Молчаново, ул. Димитрова, 81",Молчановский район,,ТОМ,005560АЛ00,70МЕ,2165,2/10/2012,12/23/2013,23-Dec-13
Общество с ограниченной ответственностью,"ООО ""Компания Холидей""",5406277570,,Новосибирская область,"р.п. Кольцово, 12 а",Молчановский район,"с. Молчаново, ул. Валикова, д. 25, пом. 2",ТОМ,003719АЛ08,70МЕ,1667,11/14/2011,12/23/2013,
Общество с ограниченной ответственностью,"ООО ""ШИНаС""",7017188219,,г. Томск,"ул. Шпальная, 1",Молчановский район,"с. Нарга, ул. Свердлова, 7 (магазин)",ТОМ,005820АЛ13,70МЕ,2487,9/26/2012,12/23/2013,
Общество с ограниченной ответственностью,"ООО ""ШИНа""",7017146829,,г.Северск,"ул. Солнечная, 23, кв. 137",Молчановский район,"с. Майково, ул. Центральная. 28 ""а""",ТОМ,005799АЛ12,70МЕ,2450,8/21/2012,12/29/2013,29-Dec-13
Общество с ограниченной ответственностью,"ООО ""Визит""",7010005829,,Молчановский район,"с. Молчаново, ул. Димитрова, 68""а"", пом. 1",Молчановский район,,ТОМ,005099АЛ00,70МЕ,1205,10/27/2008,12/29/2013,
Общество с ограниченной ответственностью,"ООО ""К-плюс2""",7017225380,,г. Томск,"г. Томск, ул. Мокрушина, д. 24, кв. 116",Молчановский район,"с. Соколовка, ул. Центральная, д.46",ТОМ,005106АЛ09,70МЕ,1215,7/27/2012,12/29/2013,
Общество с ограниченной ответственностью,"ООО ""НИКА""",7010006090,,Молчановский район,"с. Нарга, ул. Ленина, 21",Молчановский район,,ТОМ,005111АЛ00,70МЕ,1224,11/18/2008,12/29/2013,
Общество с ограниченной ответственностью,"ООО""Южанка""",7017229112,,Томск,"ул. Энергетическая, 2""а""",Молчановский район,"636330 с. Молчаново, ул. Промышленная, 42/4",ТОМ,005143АЛ03,70МЕ,2077,10/26/2011,12/29/2013,29-Dec-13
Общество с ограниченной ответственностью,"ООО ""К-плюс4""",7017248370,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Молчановский район,"с. Молчаново, ул. Советская 7",ТОМ,005255АЛ03,70МЕ,1455,12/8/2009,12/29/2013,
Общество с ограниченной ответственностью,"ООО ""К-плюс 5""",7017253676,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Молчановский район,"с. Молчаново, ул. Валикова, д.25",ТОМ,005286АЛ19,70МЕ,1502,7/16/2010,12/29/2013,
Общество с ограниченной ответственностью,"ООО ""ШИНа 1""",7024032558,,г.Северск,"ул. Славского, 20, кв. 32",Молчановский район,"с. Молчаново, ул. Заводская, 24, пом.2 (магазин)",ТОМ,005336АЛ26,70МЕ,2304,9/14/2012,12/13/2013,
Общество с ограниченной ответственностью,"ООО ""МСК""",7017274940,,г. Томск,"пер. Карский, 70, кв. 74",Молчановский район,"с. Тунгусово, ул. Советская, 1",ТОМ,005375АЛ44,70МЕ,1624,4/29/2011,12/13/2013,
Общество с ограниченной ответственностью,"ООО ""К-плюс 6""",7017277370,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Молчановский район,"с. Молчаново, ул. Валикова, 1а (магазин)",ТОМ,005583АЛ07,70МЕ,2196,3/18/2012,2/10/2013,
Общество с ограниченной ответственностью,"ООО ""К-плюс 7""",7017285854,,г. Томск,"ул. Мокрушина, 24-116",Молчановский район,"с. Молчаново, ул. Комарова, 17б",ТОМ,005742АЛ48,70МЕ,2384,7/12/2012,2/10/2013,
Общество с ограниченной ответственностью,"ООО""Колорит Т""",7017285830,,г. Томск,"пер.Типографский,д.1А,пом.1024-1026",Молчановский район,"с. Молчаново, ул. Димитрова, 68б",ТОМ,005436АЛ25,70МЕ,1997,11/25/2011,2/10/2013,
Общество с ограниченной ответственностью,"ООО ""Абсолют-А""",7017292555,,г. Томск,"ул. Бердская, 27, строение 1",Молчановский район,"с. Молчаново, ул. Комарова, 17б",ТОМ,005505АЛ03,70МЕ,2102,12/8/2011,2/10/2013,
Общество с ограниченной ответственностью,"ООО ""К-плюс 8""",7017299529,,г. Томск,"ул. Мокрушина, 24-116",Молчановский район,"с. Молчаново, ул. Димитрова, 57А",ТОМ,005582АЛ02,70МЕ,2195,3/16/2012,3/6/2013,
Областное государственное автономное учреждение,"ООО ""Абсолют-АС""",7017292604,,г. Томск,"пр. Ленина, д. 210, кв. 38",Молчановский район,"с. Сулзат, ул. Кирова, 5в",ТОМ,005644АЛ02,70МЕ,2266,6/19/2012,9/26/2017,
,,,,,,,,,,,,,9/26/2017,
,,,,,,,,,,,,,9/26/2017,
,,,,,,,,,,,,,9/26/2017,
,,,,,,,,,,,,,8/21/2017,
,,,,,,,,,,,,,8/21/2017,
,,,,,,,,,,,,,8/21/2017,
,,,,,,,,,,,,,8/21/2017,
,,,,,,,,,,,,,8/21/2017,
,,,,,,,,,,,,,8/21/2017,
,,,,,,,,,,,,,8/21/2017,
,,,,,,,,,,,,,10/27/2013,
,,,,,,,,,,,,,10/27/2013,
,,,,,,,,,,,,,11/10/2013,
,,,,,,,,,,,,,11/10/2013,
,,,,,,,,,,,,,11/18/2013,
,,,,,,,,,,,,,11/18/2013,
,,,,,,,,,,,,,12/25/2013,
,,,,,,,,,,,,,12/8/2014,
,,,,,,,,,,,,,12/8/2014,
,,,,,,,,,,,,,12/8/2014,
,,,,,,,,,,,,,12/8/2014,
,,,,,,,,,,,,,12/8/2014,
,,,,,,,,,,,,,12/8/2014,
,,,,,,,,,,,,,12/8/2014,
,,,,,,,,,,,,,1/25/2015,
,,,,,,,,,,,,,1/25/2015,
,,,,,,,,,,,,,1/25/2015,
,,,,,,,,,,,,,1/25/2015,
,,,,,,,,,,,,,1/25/2015,
,,,,,,,,,,,,,1/25/2015,
,,,,,,,,,,,,,4/30/2015,
,,,,,,,,,,,,,12/29/2015,
,,,,,,,,,,,,,12/29/2015,
,,,,,,,,,,,,,12/29/2015,
,,,,,,,,,,,,,3/18/2017,
,,,,,,,,,,,,,3/18/2017,
,,,,,,,,,,,,,3/18/2017,
,,,,,,,,,,,,,3/18/2017,
,,,,,,,,,,,,,3/18/2017,
,,,,,,,,,,,,,3/18/2017,
,,,,,,,,,,,,,3/18/2017,
,,,,,,,,,,,,,3/18/2017,
,,,,,,,,,,,,,3/18/2017,
,,,,,,,,,,,,,3/18/2017,
,,,,,,,,,,,,,3/18/2017,
,,,,,,,,,,,,,3/18/2017,
,,,,,,,,,,,,,7/12/2017,
,,,,,,,,,,,,,7/12/2017,
,,,,,,,,,,,,,7/12/2017,
,,,,,,,,,,,,,7/12/2017,
,,,,,,,,,,,,,7/12/2017,
,,,,,,,,,,,,,7/12/2017,
,,,,,,,,,,,,,7/12/2017,
,,,,,,,,,,,,,7/20/2014,
,,,,,,,,,,,,,7/20/2014,
,,,,,,,,,,,,,11/23/2012,
,,,,,,,,,,,,,11/23/2012,
,,,,,,,,,,,,,11/23/2012,
,,,,,,,,,,,,,11/23/2012,
,,,,,,,,,,,,,3/13/2017,
,,,,,,,,,,,,,3/13/2017,
,,,,,,,,,,,,,5/15/2014,
,,,,,,,,,,,,,4/30/2015,
,,,,,,,,,,,,,4/30/2015,
,,,,,,,,,,,,,4/30/2015,
,,,,,,,,,,,,,4/30/2015,
,,,,,,,,,,,,,4/30/2015,
,,,,,,,,,,,,,4/30/2015,
,,,,,,,,,,,,,4/30/2015,
,,,,,,,,,,,,,4/30/2015,
,,,,,,,,,,,,,4/30/2015,
,,,,,,,,,,,,,4/30/2015,
,,,,,,,,,,,,,4/30/2015,
