41180,28-Sep-12,,,,,,,,,,,,,
Орг_Прав_Форма,Краткое Наименование,ИНН,Код_ОКПО,Город,Улица,ГородФ,УлицаФ,Поле86,Номер лиценз,Серия бланка,Бланк,Начало действ лицензии,Конец действия лицензии,Конец Срока Продления
Общество с ограниченной ответственностью,"ООО ""Экстра-М""",7017058971,58915460,г. Томск,"ул.Герцена, 68, стр.2",Чаинский район,"с. Подгорное, ул. Ленинская, 20",ТОМ,005468АЛ12,70МЕ,2048,5/11/2012,9/30/2014,
Общество с ограниченной ответственностью,"ООО ""Шевцова""",7010005498,7915780,Молчановский район,"с. Сарафановка, ул. Пионерская, д.7, кв.2",Чаинский район,"с. Обское, ул. Трактовая, 3",ТОМ,003673АЛ04,70МЕ,1263,12/29/2008,12/29/2013,
Общество с ограниченной ответственностью,"ООО ""ШИНаС""",7017188219,,г. Томск,"ул. Шпальная, 1",Чаинский район,"с. Подгорное, ул. Лесная, 38 (магазин)",ТОМ,005820АЛ08,70МЕ,2487,9/26/2012,9/26/2017,
Общество с ограниченной ответственностью,"ООО ""ШИНа""",7017146829,,г.Северск,"ул. Солнечная, 23, кв. 137",Чаинский район,"с. Мушкно, ул. Октябрьская, 29 (магазин)",ТОМ,005799АЛ18,70МЕ,2450,9/26/2012,9/26/2017,
Общество с ограниченной ответственностью,"ООО ""НАПОЛЕОН""",7015002941,,Чаинский район,"с. Подгорное, ул. Ленинская, 26",Чаинский район,,ТОМ,004939АЛ00,70МЕ,423,9/26/2012,9/26/2017,
Общество с ограниченной ответственностью,"ООО ""Шанс""",7015003007,,Чаинский район,"с. Коломинские Гривы , ул. Советская, 27",Чаинский район,,ТОМ,005042АЛ00,70МЕ,1094,9/26/2012,9/26/2017,
Общество с ограниченной ответственностью,"ООО ""К-плюс2""",7017225380,,г. Томск,"г. Томск, ул. Мокрушина, д. 24, кв. 116",Чаинский район,"с. Усть-Бакчар, ул. Центральная 36",ТОМ,005106АЛ39,70МЕ,1215,9/26/2012,9/26/2017,
Общество с ограниченной ответственностью,"ООО ""АлЕко""",7017231305,,г. Томск,"Иркутский тракт, д. 17, кв. 256",Чаинский район,"с.Подгорное, ул.Островского, д.11, стр.1",ТОМ,005169АЛ29,70МЕ,1334,8/21/2012,8/21/2017,
Общество с ограниченной ответственностью,"ООО ""К-плюс3""",7017242064,,г. Томск,"ул. Мокрушина, 24 кв. 116",Чаинский район,"с. Новоколомино, ул. Обская, д. 17",ТОМ,005230АЛ15,70МЕ,1416,11/21/2007,11/21/2012,
Общество с ограниченной ответственностью,"ООО ""К-плюс4""",7017248370,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Чаинский район,"235 км. трассы Томск-Колпашево, стр. 2",ТОМ,005255АЛ04,70МЕ,1455,11/21/2007,11/21/2012,
Общество с ограниченной ответственностью,"ООО ""К-плюс 5""",7017253676,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Чаинский район,"с. Подгорное, ул. Ленинская, 5, пом.8",ТОМ,005286АЛ139,70МЕ,1502,1/24/2008,11/21/2012,
Общество с ограниченной ответственностью,"ООО ""МСК""",7017274940,,г. Томск,"пер. Карский, 70, кв. 74",Чаинский район,"с. Подгорное, ул. Ленинская, д. 5, пом. 8",ТОМ,005375АЛ55,70МЕ,1624,6/3/2008,6/3/2013,
Общество с ограниченной ответственностью,"ООО ""К-плюс 6""",7017277370,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Чаинский район,"с. Подгорное, ул. Ленинская, 28 (магазин)",ТОМ,005583АЛ14,70МЕ,2196,6/3/2008,6/3/2013,
Общество с ограниченной ответственностью,"ООО ""К-плюс 7""",7017285854,,г. Томск,"ул. Мокрушина, 24-116",Чаинский район,"д. Григорьева, ул. Мостовая, 25а",ТОМ,005742АЛ99,70МЕ,2384,12/26/2008,11/10/2013,
Общество с ограниченной ответственностью,"ООО ""Рябинка""",7015003127,,Чаинский район,"с. Подгорное, ул. Сибирская,8а",Чаинский район,"с. Подгорное, ул. Сибирская,8а (магазин)",ТОМ,005639АЛ01,70МЕ,2260,7/27/2012,11/10/2013,
Общество с ограниченной ответственностью,"ООО ""ШИНа 1""",7024032558,,г. Томск,"ул. Шпальная, 1",Чаинский район,"с. Новоколомино, ул. Обская, 17",ТОМ,005336АЛ60,70МЕ,2304,7/27/2012,11/10/2013,
,,,,,,,,,,,,7/25/2012,2/2/2014,
,,,,,,,,,,,,7/25/2012,2/2/2014,
,,,,,,,,,,,,7/25/2012,2/2/2014,
,,,,,,,,,,,,7/25/2012,2/2/2014,
,,,,,,,,,,,,7/25/2012,2/2/2014,
,,,,,,,,,,,,7/25/2012,2/2/2014,
,,,,,,,,,,,,7/25/2012,2/2/2014,
,,,,,,,,,,,,7/25/2012,2/2/2014,
,,,,,,,,,,,,7/27/2012,8/18/2014,
,,,,,,,,,,,,12/8/2009,12/8/2014,
,,,,,,,,,,,,2/10/2010,12/8/2014,
,,,,,,,,,,,,12/29/2010,1/25/2015,
,,,,,,,,,,,,12/29/2010,1/25/2015,
,,,,,,,,,,,,12/23/2010,1/25/2015,
,,,,,,,,,,,,12/23/2010,1/25/2015,
,,,,,,,,,,,,12/23/2010,1/25/2015,
,,,,,,,,,,,,12/23/2010,1/25/2015,
,,,,,,,,,,,,12/23/2010,1/25/2015,
,,,,,,,,,,,,5/26/2011,12/29/2015,
,,,,,,,,,,,,4/12/2011,12/29/2015,
,,,,,,,,,,,,4/12/2011,12/29/2015,
,,,,,,,,,,,,12/29/2010,12/29/2015,
,,,,,,,,,,,,2/3/2011,12/29/2015,
,,,,,,,,,,,,2/11/2011,12/29/2015,
,,,,,,,,,,,,2/11/2011,12/29/2015,
,,,,,,,,,,,,4/19/2011,12/29/2015,
,,,,,,,,,,,,4/15/2011,12/29/2015,
,,,,,,,,,,,,4/19/2011,12/29/2015,
,,,,,,,,,,,,4/19/2011,12/29/2015,
,,,,,,,,,,,,6/6/2011,12/29/2015,
,,,,,,,,,,,,6/9/2011,12/29/2015,
,,,,,,,,,,,,6/9/2011,12/29/2015,
,,,,,,,,,,,,3/18/2012,3/18/2017,
,,,,,,,,,,,,3/18/2012,3/18/2017,
,,,,,,,,,,,,3/23/2012,3/18/2017,
,,,,,,,,,,,,3/23/2012,3/18/2017,
,,,,,,,,,,,,4/13/2012,3/18/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,5/10/2012,5/10/2013,
,,,,,,,,,,,,7/6/2012,5/10/2013,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
,,,,,,,,,,,,6/13/2012,4/30/2015,
