41180,28-Sep-12,,,,,,,,,,,,,
Орг_Прав_Форма,Краткое Наименование,ИНН,Код_ОКПО,Город,Улица,ГородФ,УлицаФ,Поле86,Номер лиценз,Серия бланка,Бланк,Начало действ лицензии,Конец действия лицензии,Конец Срока Продления
Общество с ограниченной ответственностью,"ООО ""Виктория""",7011005243,,Парабельский район,"с. Парабель, ул. Мира,8а",Парабельский район,,ТОМ,005723АЛ00,70МЕ,2362,12/31/2011,12/31/2012,
Общество с ограниченной ответственностью,"ООО ""Ромашка""",7011005356,,Парабельский район,"п. Прокоп, ул. Строительная, д. 22",Парабельский район,,ТОМ,005473АЛ00,70МЕ,2056,12/31/2011,12/31/2012,
Общество с ограниченной ответственностью,"ООО ""Ирина""",7011005525,,Парабельский район,"с. Парабель, ул. Светлая, 1-3",Парабельский район,,ТОМ,005592АЛ00,70МЕ,2207,8/22/2012,12/31/2012,
Общество с ограниченной ответственностью,"ООО ""Клен""",7011005532,,Парабельский район,"с. Парабель, ул. 30 Победы, 127""а"", стр. 1",Парабельский район,"636601, с. парабель, ул. 30 лет Победы, 127а, стр. 1",ТОМ,005598АЛ01,70МЕ,2213,3/16/2012,9/30/2014,
Общество с ограниченной ответственностью,"ООО""Абсолют-Т""",7017203844,,г. Томск,"ул. Говорова, д.30,кв.51",Парабельский район,"с. Парабель, ул. Свердлова, 27/1",ТОМ,004996АЛ61,70МЕ,1027,7/6/2012,7/6/2013,
Общество с ограниченной ответственностью,"ООО ""Лада""",7011005772,,Парабельский район,"д. Вялово, ул. Трактовая, 1а",Парабельский район,,ТОМ,005058АЛ00,70МЕ,1121,7/6/2012,7/6/2013,
Общество с ограниченной ответственностью,"ООО ""Газпром торг Томск""",5610057871,,Томский район,"с. Богашево, пер. Школьный, 2а",Парабельский район,"с. Парабель, пер. Сибирский, 10, стр.1",ТОМ,005113АЛ09,70МЕ,1227,7/6/2012,7/6/2013,
Общество с ограниченной ответственностью,"ООО ""Компания Колорит""",7017198136,,г. Томск,"ул. Говорова, 11 каб. 12",Парабельский район,"с. Парабель, ул. Свердлова, 14",ТОМ,005139АЛ03,70МЕ,1294,7/6/2012,7/6/2013,
Общество с ограниченной ответственностью,"ООО""Северянка""",7017229088,,г. Томск,"ул. Энергетическая, 2""а""",Парабельский район,"636600 с. Парабель, ул. Советская, 39",ТОМ,005146АЛ07,70МЕ,2076,7/6/2012,7/6/2013,
Общество с ограниченной ответственностью,"ООО ""АлЕко""",7017231305,,г. Томск,"Иркутский тракт, д. 17, кв. 256",Парабельский район,"д. Бугры, ул. Транспортная, 11",ТОМ,005169АЛ22,70МЕ,1334,7/6/2012,7/6/2013,
Общество с ограниченной ответственностью,"ООО ""Статус""",7011005927,,Парабельский район,"с. Парабель, ул. Гагарина, 6-2",Парабельский район,,ТОМ,005201АЛ00,70МЕ,1378,7/6/2012,7/6/2013,
Общество с ограниченной ответственностью,"ООО ""КРЕПОСТЬ""",7011005941,,Парабельский район,"с. Парабель, ул. Рябиновая, 4",Парабельский район,,ТОМ,005209АЛ00,70МЕ,1387,1/1/2008,1/1/2013,
Общество с ограниченной ответственностью,"ООО ""Ника""",7011005980,,Парабельский район,"с. Новосельцево, ул. Лесная, 3 кв. 2",Парабельский район,,ТОМ,005242АЛ00,70МЕ,1433,1/1/2008,1/1/2013,
Общество с ограниченной ответственностью,"ООО ""К-плюс4""",7017248370,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Парабельский район,"с. Парабель, ул. Советская, 102а",ТОМ,005255АЛ99,70МЕ,1455,1/1/2008,1/1/2013,
Общество с ограниченной ответственностью,"ООО ""К-плюс 5""",7017253676,,г. Томск,"ул. Мокрушина, д. 24, кв. 116",Парабельский район,"д. Нестерово, ул. Трудовая, 20",ТОМ,005286АЛ69,70МЕ,1502,1/1/2008,1/1/2013,
Общество с ограниченной ответственностью,"ООО ""Патриот""",7011006110,,Парабельский район,"с. Парабель, пер. Спортивный, 3",Парабельский район,,ТОМ,005719АЛ00,70МЕ,2358,1/1/2008,1/1/2013,
Общество с ограниченной ответственностью,"ООО ""К-плюс 7""",7017285854,,г. Томск,"ул. Мокрушина, 24-116",Парабельский район,"с. Парабель, ул. Советская, 96б",ТОМ,005742АЛ80,70МЕ,2384,2/27/2008,2/27/2013,
Общество с ограниченной ответственностью,"ООО""Колорит Т""",7017285830,,г. Томск,"пер.Типографский,д.1А,пом.1024-1026",Парабельский район,"с. Нарым, пер. Почтовый, 7""а""",ТОМ,005436АЛ48,70МЕ,1997,2/27/2008,2/27/2013,
Общество с ограниченной ответственностью,"ООО ""Абсолют-А""",7017292555,,г. Томск,"ул. Бердская, 27, строение 1",Парабельский район,"636600, д. Бугры, ул. Транспортная, 11",ТОМ,005505АЛ22,70МЕ,2102,1/22/2009,1/22/2014,
Потребительское общество,"Потребительское общество ""Хлебозавод""",7011003214,,Парабельский район,"с. Парабель, ул. Западная, 12",Парабельский район,,ТОМ,005551АЛ00,70МЕ,2153,1/22/2009,1/22/2014,
Общество с ограниченной ответственностью,"ООО ""К-плюс 8""",7017299529,,г. Томск,"ул. Мокрушина, 24-116",Парабельский район,"с. Парабель, ул. Строительная, 2а, стр. 2, пом 1а",ТОМ,005582АЛ48,70МЕ,2195,1/22/2009,1/22/2014,
Общество с ограниченной ответственностью,"ООО ""Рябинка""",7015003127,,Чаинский район,"с. Подгорное, ул. Сибирская,8а",Парабельский район,"с. Ваогатер, ул. Центральная,46 (магазин)",ТОМ,005639АЛ02,70МЕ,2260,5/26/2012,5/26/2013,
,,,,,,,,,,,,5/26/2012,5/26/2013,
,,,,,,,,,,,,5/26/2012,5/26/2013,
,,,,,,,,,,,,5/26/2012,5/26/2013,
,,,,,,,,,,,,5/26/2012,5/26/2013,
,,,,,,,,,,,,5/26/2012,5/26/2013,
,,,,,,,,,,,,5/26/2012,5/26/2013,
,,,,,,,,,,,,5/26/2012,5/26/2013,
,,,,,,,,,,,,5/26/2012,5/26/2013,
,,,,,,,,,,,,5/26/2012,5/26/2013,
,,,,,,,,,,,,9/20/2012,6/7/2013,
,,,,,,,,,,,,6/8/2012,6/8/2013,
,,,,,,,,,,,,6/8/2012,6/8/2013,
,,,,,,,,,,,,6/8/2012,6/8/2013,
,,,,,,,,,,,,7/9/2012,7/9/2013,
,,,,,,,,,,,,7/9/2012,7/9/2013,
,,,,,,,,,,,,7/9/2012,7/9/2013,
,,,,,,,,,,,,10/7/2011,10/7/2012,
,,,,,,,,,,,,3/23/2012,3/23/2013,
,,,,,,,,,,,,3/23/2012,3/23/2013,
,,,,,,,,,,,,3/23/2012,3/23/2013,
,,,,,,,,,,,,4/6/2012,4/6/2013,
,,,,,,,,,,,,3/14/2011,3/18/2013,
,,,,,,,,,,,,7/13/2011,3/18/2013,
,,,,,,,,,,,,7/13/2011,3/18/2013,
,,,,,,,,,,,,7/25/2008,7/25/2013,
,,,,,,,,,,,,7/25/2008,7/25/2013,
,,,,,,,,,,,,1/25/2011,11/20/2013,
,,,,,,,,,,,,12/23/2008,12/23/2013,
,,,,,,,,,,,,10/26/2011,12/25/2013,
,,,,,,,,,,,,7/6/2012,2/2/2014,
,,,,,,,,,,,,4/16/2009,4/16/2014,
,,,,,,,,,,,,4/16/2009,4/16/2014,
,,,,,,,,,,,,5/13/2009,5/13/2014,
,,,,,,,,,,,,5/13/2009,5/13/2014,
,,,,,,,,,,,,10/6/2009,10/6/2014,
,,,,,,,,,,,,10/6/2009,10/6/2014,
,,,,,,,,,,,,6/18/2010,12/8/2014,
,,,,,,,,,,,,12/18/2009,12/8/2014,
,,,,,,,,,,,,12/28/2009,12/8/2014,
,,,,,,,,,,,,1/20/2010,12/8/2014,
,,,,,,,,,,,,2/19/2010,12/8/2014,
,,,,,,,,,,,,4/21/2010,12/8/2014,
,,,,,,,,,,,,10/18/2010,12/8/2014,
,,,,,,,,,,,,10/7/2010,1/25/2015,
,,,,,,,,,,,,11/12/2010,1/25/2015,
,,,,,,,,,,,,11/12/2010,1/25/2015,
,,,,,,,,,,,,12/16/2010,1/25/2015,
,,,,,,,,,,,,7/6/2011,1/25/2015,
,,,,,,,,,,,,7/9/2012,7/9/2013,
,,,,,,,,,,,,7/9/2012,7/9/2013,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,7/12/2012,7/12/2017,
,,,,,,,,,,,,12/28/2011,7/20/2014,
,,,,,,,,,,,,1/26/2012,7/20/2014,
,,,,,,,,,,,,1/26/2012,7/20/2014,
,,,,,,,,,,,,1/26/2012,7/20/2014,
,,,,,,,,,,,,1/26/2012,7/20/2014,
,,,,,,,,,,,,3/20/2012,7/20/2014,
,,,,,,,,,,,,7/9/2012,7/20/2014,
,,,,,,,,,,,,7/9/2012,7/20/2014,
,,,,,,,,,,,,7/9/2012,7/20/2014,
,,,,,,,,,,,,12/30/2011,11/23/2012,
,,,,,,,,,,,,7/12/2012,11/23/2012,
,,,,,,,,,,,,1/26/2012,1/26/2013,
,,,,,,,,,,,,1/26/2012,1/26/2013,
,,,,,,,,,,,,1/26/2012,1/26/2013,
,,,,,,,,,,,,8/7/2012,3/13/2017,
,,,,,,,,,,,,5/10/2012,5/10/2013,
