№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание
30,"ООО ""ГОСТИННЫЙ ДВОР""",6727016597,1066727015190,"215834, Смоленская область, Ярцевский район, д. Мушковичи, ул. Центральная, д.20/7","215834, Смоленская область, Ярцевский район, д. Мушковичи, 345 км автомагистроли Москва-Минск (магазин), без ограничений",№ 915                 Б 004798,18 июля 2011,до 27 июня 2016,,,,,,,,
,,,,,"215834, Смоленская область, Ярцевский район, д. Мушковичи, 345 км автомагистрали Москва-Минск (кафе), без ограничений",,,,,,,,,,,
,,,,,"215834,Смоленская область, Ярцевский район, д. Мушковичи, ул. Шоссейная, д. 2 (магазин), юез ограничений",,,,,,,,,,,
31,"ООО ""КАМЕЯ""",6727016170,1066727000603,"215800, Смоленская область, г. Ярцево, ул. Максима Горького, д. 40, кв. 58","215800, Смоленская область, г. Ярцево, ул. Пионерская, д. 21 (магазин), без ограничений,",№ 708                Г 245979,20 апреля 2006,по 20 апреля 2011,до 21 апреля 2012,,,,,,,
32,"ООО ""Сибирские окна""",6727016043,1056715170203,"215805, Смоленская область, г. Ярцево, ул. Энтузиастов, д. 22","215805, Смоленская область, г. Ярцево, ул. Энтузиастов, д. 22 (закусочная)",№ 620                Г 679219,14 февраля 2006,по 14 февраля 2011,,,,,,,,
33,"ООО ""Афродита""",6727016195,1066727001076,"215806, Смоленская область, г. Ярцево, ул. Солнечная, д. 3, корпус 1","215806, Смоленская область, г. Ярцево, ул. Энтузиастов, д. 17 (магазин)",№ 642                 Г 679244,14 марта 2006,по 14 марта 2011,,,,,,,,
,,,,,"215810,  Смоленская область, г. Ярцево, ул. Солнечная, д. 3/1 (магазин)",,,,,,,,,,,
34,"ООО ""Влалко""",6727016029,1056715170214,"215800, Смоленская область, г. Ярцево, ул. Ольховская, д. 6","215800, Смоленская область, г. Ярцево, ул. Ольховская, д. 6 (Кафе ""Виктория"")",№ 648                 Г 679251,15 марта 2006,по 15 марта 2011,,,,,,,,
35,"ООО ""ЯРЦЕВСКИЙ ХЛЕБОКОМБИНАТ""",6727002844,1026700977753,"215810, Смоленская область, г. Ярцево, ул. Советская, д. 4","215810, Смоленская область, г. Ярцево, ул. Советская, д. 4 (магазин ""Горячий хлеб"")",№ 703                 Г 245974,17 апреля 2006,по 17 апреля 2011,,,,,,,,
36,"ООО ""Фаворит""",6727016580,1066727015189,"215800, Смоленская область, г. Ярцево, ул. Бр. Шаршановых, д. 60","215800, Смоленская область, г. Ярцево, ул. Гагарина, д.1 (магазин), без ограничений",№ 2030               Б 004985,09 июля 2011,до 09 июля 2012,,,,,,,,
,,,,,"215800, Смоленская область, г. Ярцево, ул. Бр. Шаршановых, д. 60 (магазин), без ограничений",,,,,,,,,,,
37,"ООО ""Лидер""",6727016653,1066727015277,"215800, Смоленская область, г. Ярцево, улю Школьная, дю 16, кв. 73","215800, Смоленская область, Ярцевский район, д. Мушковичи, 345 км а/д Москва-Минск, (магазин) без ограничений",№ 1030               Б 005801,30 июня 2006,по 30 июня 2011,до 01 июля 2016,,,,,,,
38,"ООО ""МЕЧТА""",6727016438,1066727015024,"215805, Смоленская область, г. Ярцево, пр-т. Металлургов, д. 6-а","215805, Смоленская область, г. Ярцево, пр-т. Металлургов, д. 6-а (кафе), без ограничений.",№ 841                 Б 005611,01 июля 2006,по 01 июля 2011,,,,,,,,
39,"ЗАО "" ЦЕНТАВР""",6727012000,1026700076741,"215810, Смоленская область, г. Ярцево, ул. 30 лет Победы, д. 13","215810, Смоленская область, г. Ярцево, ул. 50 лет Октября, д. 18 (магазин)",№ 768                Б 005529,05 июня 2006,по 05 июня 2011,,,,,,,,
,,,,,"215800, Смоленская область, г. Ярцево, микрорайон Яковлево ГДРСУ (магазин)",,,,,,,,,,,
,,,,,"215800, Смоленская область, г. Ярцево, ул. Советская, д. 14 (магазин ""Роза"")",,,,,,,,,,,
40,"ООО ""Изумруд""",6727016413,1066727015002,"215805, Смоленская область, г. Ярцево, ул. Энтузиастов, д. 35","215805, Смоленская область, г. Ярцево, ул. Энтузиастов, д. 35 (ьагазин)",№ 743                 В 317901,02 июня 2006,по 02 июня 2011,,,,,,,,
,,,,,"215805, Смоленская область, г. Ярцево, ул. Автозаводская, д. 38 (магазин)",,,,,,,,,,,
41,"ООО ""НИСТА+""",6727014060,1026700982153,"215810, Смоленская область, г. Ярцево, ул. Заозерная, д. 1, строение А","215810, Смоленская область, г. Ярцево, ул. Шоссейная, д. 19 (магазин)",№1019                Б 005772,30 июня 2006,по 30 июня 2011,,,,,,,,
,,,,,"215810, Смоленская область, г. Ярцево, ул. Шоссейная, д. 19 (кафе)",,,,,,,,,,,
,,,,,"215810, Смоленская область, г. Ярцево, 331 км. Автодороги Москва-Минск, правая сторона (магазин)",,,,,,,,,,,
42,"ООО ""АННУШКА""",6727016621,1066727015222,"215805, Смоленская область, г. Ярцево, пр-т Металлургов, д. 21-Б","215805, Смоленская область, г. Ярцево, пр-т Металлургов, д. 21-Б (магазин)",№ 933                 Б 005699,29 июня 2006,по 29 июня 2011,,,,,,,,
43,"ООО ""БЛИЗНЕЦЫ""",6727016702,1066727015299,"215805, Смоленская область, г. Ярцево, ул. Строителей, д. 10, кв. 17","215807, Смоленская область, г. Ярцево, ул. Дачная, зона отдыха в районе дома-интерната для престарелых (закусочная)",№ 903                 Б 005663,26 июня 2006,по 26 июня 2011,,,,,,,,
,,,,,"215850, Смоленская область, п. Кардымово, перекресток ул. Ленина и ул. Красноармейская (магазин с буфетом ""Перекресток"")",,,,,,,,,,,
44,"ООО ""Рассвет""",6727016477,1066727015068,"215800, Смоленская область, г. Ярцево, ул. Макарено, 4, 39","215800, Смоленская область,г. Ярцево, пр-т. Металлургов, 21, 1-й этаж т/ц ""Порт-Пионерный"" (кафе-бар)",№ 1192               Б 005964,24 июля 2006,по 24 июля 2011,,,,,,,,
45,"СПК ""Привопье""",6727015875,1056715169400,"215824, Смоленская область, Ярцевский район, дер. Мирополье","215824, Смоленская область, Ярцевский район, дер. Мирополье (магазин)",№ 1190               Б 005965,24 июля 2006,по 24 июля 2011,,,,,,,,
46,"ООО ""РОДНИК""",6727016082,1056715171556,"215800, Смоленская область, г. Ярцево, пер. Базарный, 5","215800, Смоленская область, г. Ярцево, пер. Базарный д, 5 (кафе)",№ 1136                Б 005920               (№ 2059 Г 301792),17 июля 2006                     07 октября 2001,по 17 июля 2011           до 07 октября 2012,,,,,,,,
,,,,,"215800, Смоленская область, г. Ярцево, пер. Базарный д, 5 (кафе ""Родник"")",,,,,,,,,,,
47,"ООО ""РАКСАНА""",6727016861,1066727015520,"215807, Смоленская область, г. Ярцево, ул. Сиарозавопье","215807, Смоленская область, г. Ярцево, ул. Старозавопье, микрорайон № 13, бывшее здание ЦТП (кафе)",№ 1105               Б 005845,07 июля 2006,по 07 июля 2011,,,,,,,,
48,"ООО ""Диана""",6727014127,1036713000708,"215810, Смоленская область, г. Ярцево, ул. Гагарина, 8, 2","215810, Смоленская область, г. Ярцево, ул. Гагарина, д. 8 (магазин)",№ 1094               Б 005844,07 августа 2006,по 07 августа 2011,,,,,,,,
49,"ООО ""АЗСТРЕЙД""",6729032516,1056758449230,"215800, Смоленская область, г. Ярцево, 332 км автодороги Москва-Беларусь","215800, Смоленская область, г. Ярцево, 332 км а/м Москва-Беларусь (магазин-закусочная)",№ 1463               Г 679446,21 марта 2007,по 21 марта 2012,,,,,,,,
50,"ООО ""Смега""",6727017505,1076727000118,"215801, Смоленская область,г. Ярцево, ул. Кузнецова, 42-а","216320, Смоленская область, г. Ярцево, ул. Кузнецова, 42-а (магазин №47)",№ 1450               Г 679439,05 марта 2007,по 05 марта 2012,,,,,,,,
51,"ООО ""Алексеевский""",6727017304,1066727016850,"215800, Смоленская область, г. Ярцево, ул. Победы, д. 15-б","215800, Смоленская область,г. Ярцево, ул. Победы, д. 15-б (магазин)",№ 1432               Г 679411,22 января 2007,по 22 января 2012,,,,,,,,
52,"ООО ""ИСТОК Н""",6727017167,1066727016718,"215810, Смоленская область, г. Ярцево, пер. 50 лет Октября, 5","215810, Смоленская область, г. Ярцево, пер. 50 лет Октября, 5 (магазин)",№ 1416                 Г 679397,27 декабря 2006,по 27 декабря 2011,,,,,,,,
53,"ООО ""ЛАВАНДА""",6727017110,1066727016620,"215805, Смоленская область, г. Ярцево, ул. Победы, 15-б","215805, Смоленская область, г. Ярцево, п. Яковлево, ул. Победы, 15-б (магазин)",№ 1395               Г 679369                    (Г 301886),12 декабря 2006,по 12 декабря 2011,до 12 декабря 2012,,,,,,,
,,,,,"215805, Смоленская область, г. Ярцево, п. Яковлево, ул. Победы, 15-б (магазин)",,,,,27декабря 2011           включение объекта,,,,,,
54,"ООО ""АЭрО""",6727017086,1066727016619," 215800, Смоленская область, г. Ярцкво, ул. Рокосовского, д. 7","215800, Смоленская область, г. Ярцево, ул. Советская, в районе дома № 31, № 32 (киоск ""Ника""",№ 1381               Г 679359,05 декабря 2006,по 05 декабря 2011,,,,,,,,
,,,,,"215800, Смоленская область, г. Ярцево, пр-т. Металлургов, в районе дома № 17 (павильон ""Альянс"")",,,,,,,,,,,
55,"ООО ""Росвет""",6727008927,1026700977060,"215810, Смоленская область, г. Ярцево, ул. Энтузиастов, 17, 25","Смоленская область, Ярцевский район, 328 км. ФАД М1 ""Москва-Минск"" АЗС (закусочная)",№ 1373              В 445792,27 ноября 2006,по 27 ноября 2011,,,,,,,,
56,"ООО ""Дорога""",6727016163,1066727000560,"215800, Смоленская область, г. Ярцево, 329 км. Автодороги Москва-Минск (левая сторона)","215800, Смоленская область, г. Ярцево, 329 а/д Москва-Минск, левая сторона(закусочная)",№ 1353               Б 005027                      (Г 301836),10 декабря 2008,по 08 ноября 2011,до 09 ноября 2014,,,,,,,
,,,,,"215810, Смоленская область, г. Ярцево, ул. 50 лет Октября, д. 18 (магазин ""Пять звезд"")",,,,,,,,,,,
57,"ООО ""Элегант""",6727006817,1026700978160,"215810, Смоленская область, г. Ярцево, ул. Советская д. 12, строение ""а""","215810, Смоленская область, г. Ярцево, ул. Советская, д. 12-а (закусочная)",№ 1323               Г 254969                       ( № 2097                     Б 004831),11 октября 2006                       ( 30 января 2012),по 11 октября 2011                  ( 30 января 2013),,,,,,,,
58,"ООО ""Экстра""",6727016981,1066727016366,"215805, Смоленская область, г. Ярцево, пр-т. Металлургов, 2","215805, Смоленская область, г. Ярцево, пр-т. Металлургов, 2 (магазин)",№ 1318               В 445750                      (Г 301817),23 октября 2006,по 23 октября 2011,до 24 октября 2012,,,,,,,
,,,,,"215810, Смоленская область, г. Ярцево, ул. Автозаводская, д. 38 (магазин)",,,,,,,,,,,
59,"Крестьянскому хозяйству ""Зайцево""",6727002379,1026700978028,"215800, Смоленская область, Ярцевский район, дер. Зайцево","215800, Смоленская область, Ярцевский район, дер. Зайцево (магазин)",№ 1287               Г 254923,24 августа 2006,по 24 августа 2011,,,,,,,,
,,,,,"215800, Смоленская область, Ярцевский район, дер. Зайцево (бар)",,,,,,,,,,,
60,"ООО ""АРТ-КАФЕ""",6727016533,1066727015134,"215803, Смоленская область, г. Ярцево, ул. Маяковского, 30","215800, Смоленская область, г. Ярцево, ул. Советская, д. 24 (кафе)",№ 1284               Г 254924,24 августа 2006,по 24 августа 2011,,,,,,,,
,,,,,"215810, Смоленская область, г. Ярцево, ул. Старозавопье, д. 2 (кафе ""Завалинка"")",,,,,,,,,,,
61,"ООО ""КОВН""",6727016639,1066727015233,"215820,Смоленская область, Ярцевский район, дер. Капыревщина, ул. Советская, 9","215820, Смоленская область, Ярцевский район, дер. Капыревщина, ул. Советская, д. 9 (магазин)",№ 1233               Г 254869,02 августа 2006,по 02 августа 2011,,,,,,,,
62,"ООО ""Сфинкс""",6727016910,1066727015772,"215805, Смоленская область, г. Ярцево, ул. Строителей, д. 10, кв. 17","215800, Смоленская область, г. Ярцево, ул. Энтузиастов, д. 22 (бар), до 15 %",№ 1231              Б 005329,20 января 2011,по 02 августа 2011,,,,,,,,
,,,,,"215500, Смоленская область, Сафоновский район, д. Вышегор, ул. 1-я Заводская, д. 1 (кафе), без ограничений",,,,,,,,,,,
,,,,,"215800, Смоленская область, г. Ярцево, ул. Дачная, д. 2-б (бар), до 15%",,,,,,,,,,,
63,"ООО ""Рябинушка""",6727001671,1026700977071,"215810, Смоленская область, г. Ярцево, ул. Строителей, д. 6","215810, Смоленская область, г. Ярцево, ул. Строителей, д. 6 (магазин)",№ 1778               Б 005033,17 декабря 2008,по 17 декабря 2013,,,,,,,,
,,,,,"215810, Смоленская область, г. Ярцево, ул. Строителей, д. 6 (кафе)",,,,,,,,,,,
